stream,condition,step,comparison,packet_difference,coverage_difference,semantic_difference,same_request_payload,joint_success,comparison_success,joint_answer,comparison_answer
2,overlap_matched,1,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}"
2,overlap_matched,1,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}"
2,overlap_matched,2,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-008"",""SKU-022""]}","{""skus"":[""SKU-008"",""SKU-022""]}"
2,overlap_matched,2,bundle_myopic,True,True,True,False,True,False,"{""skus"":[""SKU-008"",""SKU-022""]}","{""skus"":[]}"
2,overlap_matched,2,age_paced,True,True,True,False,True,False,"{""skus"":[""SKU-008"",""SKU-022""]}","{""skus"":[]}"
2,overlap_matched,3,bundle_rollout,True,True,True,False,False,True,"{""error"":""PAGE_BEFORE_FIRST""}","{""skus"":[""SKU-020""]}"
2,overlap_matched,3,bundle_myopic,True,True,True,False,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
2,overlap_matched,3,age_paced,True,True,True,False,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
2,overlap_matched,4,bundle_rollout,False,False,True,False,False,True,"{""error"":""PAGE_BEFORE_FIRST""}","{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}"
2,overlap_matched,4,bundle_myopic,False,False,True,False,False,False,"{""error"":""PAGE_BEFORE_FIRST""}","{""error"":""PAGE_BEFORE_FIRST""}"
2,overlap_matched,4,age_paced,True,True,True,False,False,True,"{""error"":""PAGE_BEFORE_FIRST""}","{""skus"":[""SKU-001"",""SKU-008"",""SKU-022""]}"
2,overlap_matched,5,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-008"",""SKU-022""]}","{""skus"":[""SKU-008"",""SKU-022""]}"
2,overlap_matched,5,bundle_myopic,True,True,True,False,True,False,"{""skus"":[""SKU-008"",""SKU-022""]}","{""error"":""PAGE_BEFORE_FIRST""}"
2,overlap_matched,5,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-008"",""SKU-022""]}","{""skus"":[""SKU-008"",""SKU-022""]}"
2,overlap_matched,6,bundle_rollout,False,False,False,True,True,True,"{""available_total"":16}","{""available_total"":16}"
2,overlap_matched,6,bundle_myopic,False,False,False,True,True,True,"{""available_total"":16}","{""available_total"":16}"
2,overlap_matched,6,age_paced,False,False,False,True,True,True,"{""available_total"":16}","{""available_total"":16}"
2,overlap_matched,7,bundle_rollout,False,False,False,True,True,True,"{""available_total"":27}","{""available_total"":27}"
2,overlap_matched,7,bundle_myopic,False,False,False,True,True,True,"{""available_total"":27}","{""available_total"":27}"
2,overlap_matched,7,age_paced,False,False,False,True,True,True,"{""available_total"":27}","{""available_total"":27}"
3,disjoint_matched,0,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-003"",""SKU-004"",""SKU-011""]}","{""skus"":[""SKU-003"",""SKU-004"",""SKU-011""]}"
3,disjoint_matched,0,bundle_myopic,True,True,True,False,False,True,"{""skus"":[""SKU-003"",""SKU-004"",""SKU-011""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,0,age_paced,False,False,False,True,False,False,"{""skus"":[""SKU-003"",""SKU-004"",""SKU-011""]}","{""skus"":[""SKU-003"",""SKU-004"",""SKU-011""]}"
3,disjoint_matched,1,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-011""]}"
3,disjoint_matched,1,bundle_myopic,True,True,True,False,False,True,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-000"",""SKU-008"",""SKU-020""]}"
3,disjoint_matched,1,age_paced,True,True,False,True,False,False,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-011""]}"
3,disjoint_matched,2,bundle_rollout,True,True,True,False,False,False,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-011""]}"
3,disjoint_matched,2,bundle_myopic,True,True,True,False,False,True,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-000"",""SKU-008"",""SKU-020""]}"
3,disjoint_matched,2,age_paced,True,True,True,False,False,False,"{""skus"":[""SKU-011""]}","{""skus"":[""SKU-000""]}"
3,disjoint_matched,3,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
3,disjoint_matched,3,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
3,disjoint_matched,3,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-022""]}","{""skus"":[""SKU-022""]}"
3,disjoint_matched,4,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,4,bundle_myopic,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,4,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,5,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,5,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,5,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-018"",""SKU-020""]}"
3,disjoint_matched,6,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}"
3,disjoint_matched,6,bundle_myopic,False,False,False,True,False,False,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}"
3,disjoint_matched,6,age_paced,False,False,False,True,False,False,"{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}","{""skus"":[""SKU-000"",""SKU-002"",""SKU-008"",""SKU-020""]}"
3,disjoint_matched,7,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-001"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-022""]}"
3,disjoint_matched,7,bundle_myopic,False,False,False,True,False,False,"{""skus"":[""SKU-001"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-022""]}"
3,disjoint_matched,7,age_paced,False,False,False,True,False,False,"{""skus"":[""SKU-001"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-022""]}"
4,disjoint_matched,0,bundle_rollout,False,False,False,True,False,False,"{""available_total"":57}","{""available_total"":57}"
4,disjoint_matched,0,bundle_myopic,True,True,True,False,False,True,"{""available_total"":57}","{""available_total"":32}"
4,disjoint_matched,0,age_paced,False,False,False,True,False,False,"{""available_total"":57}","{""available_total"":57}"
4,disjoint_matched,1,bundle_rollout,True,True,True,False,False,True,"{""available_total"":61}","{""available_total"":40}"
4,disjoint_matched,1,bundle_myopic,True,True,True,False,False,True,"{""available_total"":61}","{""available_total"":40}"
4,disjoint_matched,1,age_paced,True,True,True,False,False,True,"{""available_total"":61}","{""available_total"":40}"
4,disjoint_matched,2,bundle_rollout,True,True,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
4,disjoint_matched,2,bundle_myopic,False,False,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
4,disjoint_matched,2,age_paced,True,True,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
4,disjoint_matched,3,bundle_rollout,True,True,True,False,True,False,"{""skus"":[""SKU-000"",""SKU-009"",""SKU-012"",""SKU-013"",""SKU-015"",""SKU-019""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-010"",""SKU-014"",""SKU-016"",""SKU-018""]}"
4,disjoint_matched,3,bundle_myopic,True,True,True,False,True,False,"{""skus"":[""SKU-000"",""SKU-009"",""SKU-012"",""SKU-013"",""SKU-015"",""SKU-019""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-010"",""SKU-014"",""SKU-016"",""SKU-018""]}"
4,disjoint_matched,3,age_paced,True,True,True,False,True,False,"{""skus"":[""SKU-000"",""SKU-009"",""SKU-012"",""SKU-013"",""SKU-015"",""SKU-019""]}","{""skus"":[""SKU-001"",""SKU-004"",""SKU-010"",""SKU-014"",""SKU-016"",""SKU-018""]}"
4,disjoint_matched,4,bundle_rollout,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}"
4,disjoint_matched,4,bundle_myopic,False,False,True,False,True,False,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-007"",""SKU-008"",""SKU-021"",""SKU-022""]}"
4,disjoint_matched,4,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}"
4,disjoint_matched,5,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-020""]}","{""skus"":[""SKU-020""]}"
4,disjoint_matched,5,bundle_myopic,False,False,True,False,True,False,"{""skus"":[""SKU-020""]}","{""skus"":[""SKU-006""]}"
4,disjoint_matched,5,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-020""]}","{""skus"":[""SKU-020""]}"
4,disjoint_matched,6,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}"
4,disjoint_matched,6,bundle_myopic,True,True,True,False,True,False,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-007"",""SKU-008"",""SKU-021"",""SKU-022""]}"
4,disjoint_matched,6,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}","{""skus"":[""SKU-002"",""SKU-003"",""SKU-005"",""SKU-011"",""SKU-017""]}"
4,disjoint_matched,7,bundle_rollout,False,False,False,True,False,False,"{""available_total"":10}","{""available_total"":10}"
4,disjoint_matched,7,bundle_myopic,False,False,False,True,False,False,"{""available_total"":10}","{""available_total"":10}"
4,disjoint_matched,7,age_paced,False,False,False,True,False,False,"{""available_total"":10}","{""available_total"":10}"
5,disjoint_matched,0,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,0,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,0,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,1,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,1,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,1,age_paced,True,True,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,2,bundle_rollout,True,True,False,True,False,False,"{""skus"":[""SKU-009"",""SKU-012""]}","{""skus"":[""SKU-009"",""SKU-012""]}"
5,disjoint_matched,2,bundle_myopic,True,True,False,True,False,False,"{""skus"":[""SKU-009"",""SKU-012""]}","{""skus"":[""SKU-009"",""SKU-012""]}"
5,disjoint_matched,2,age_paced,True,True,True,False,False,True,"{""skus"":[""SKU-009"",""SKU-012""]}","{""skus"":[""SKU-002""]}"
5,disjoint_matched,3,bundle_rollout,True,True,False,True,False,False,"{""skus"":[""SKU-018""]}","{""skus"":[""SKU-018""]}"
5,disjoint_matched,3,bundle_myopic,True,True,False,True,False,False,"{""skus"":[""SKU-018""]}","{""skus"":[""SKU-018""]}"
5,disjoint_matched,3,age_paced,True,True,True,False,False,False,"{""skus"":[""SKU-018""]}","{""skus"":[""SKU-009"",""SKU-012""]}"
5,disjoint_matched,4,bundle_rollout,False,False,False,True,False,False,"{""skus"":[""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,4,bundle_myopic,False,False,False,True,False,False,"{""skus"":[""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-020"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,4,age_paced,False,False,True,False,False,False,"{""skus"":[""SKU-020"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-017""]}"
5,disjoint_matched,5,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-002"",""SKU-018""]}","{""skus"":[""SKU-002"",""SKU-018""]}"
5,disjoint_matched,5,bundle_myopic,True,True,True,False,True,False,"{""skus"":[""SKU-002"",""SKU-018""]}","{""skus"":[""SKU-018""]}"
5,disjoint_matched,5,age_paced,False,False,True,False,True,False,"{""skus"":[""SKU-002"",""SKU-018""]}","{""skus"":[""SKU-009"",""SKU-012""]}"
5,disjoint_matched,6,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-001"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-001"",""SKU-021"",""SKU-022""]}"
5,disjoint_matched,6,bundle_myopic,False,False,True,False,True,False,"{""skus"":[""SKU-001"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-021"",""SKU-022""]}"
5,disjoint_matched,6,age_paced,False,False,True,False,True,False,"{""skus"":[""SKU-001"",""SKU-021"",""SKU-022""]}","{""skus"":[""SKU-003"",""SKU-017""]}"
5,disjoint_matched,7,bundle_rollout,False,False,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
5,disjoint_matched,7,bundle_myopic,False,False,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
5,disjoint_matched,7,age_paced,False,False,False,True,True,True,"{""available_total"":56}","{""available_total"":56}"
6,overlap_no_drift,0,bundle_rollout,False,False,False,True,True,True,"{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}","{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}"
6,overlap_no_drift,0,bundle_myopic,True,True,False,True,True,True,"{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}","{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}"
6,overlap_no_drift,0,age_paced,False,False,False,True,True,True,"{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}","{""skus"":[""SKU-004"",""SKU-008"",""SKU-009"",""SKU-011"",""SKU-019""]}"
6,overlap_no_drift,1,bundle_rollout,True,True,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
6,overlap_no_drift,1,bundle_myopic,True,True,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
6,overlap_no_drift,1,age_paced,True,True,False,True,True,True,"{""available_total"":60}","{""available_total"":60}"
6,overlap_no_drift,2,bundle_rollout,True,True,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
6,overlap_no_drift,2,bundle_myopic,False,False,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
6,overlap_no_drift,2,age_paced,True,True,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
6,overlap_no_drift,3,bundle_rollout,True,True,False,True,True,True,"{""available_total"":41}","{""available_total"":41}"
6,overlap_no_drift,3,bundle_myopic,False,False,False,True,True,True,"{""available_total"":41}","{""available_total"":41}"
6,overlap_no_drift,3,age_paced,True,True,False,True,True,True,"{""available_total"":41}","{""available_total"":41}"
6,overlap_no_drift,4,bundle_rollout,True,True,False,True,True,True,"{""available_total"":50}","{""available_total"":50}"
6,overlap_no_drift,4,bundle_myopic,True,True,False,True,True,True,"{""available_total"":50}","{""available_total"":50}"
6,overlap_no_drift,4,age_paced,True,True,False,True,True,True,"{""available_total"":50}","{""available_total"":50}"
6,overlap_no_drift,5,bundle_rollout,True,True,False,True,True,True,"{""available_total"":68}","{""available_total"":68}"
6,overlap_no_drift,5,bundle_myopic,False,False,False,True,True,True,"{""available_total"":68}","{""available_total"":68}"
6,overlap_no_drift,5,age_paced,False,False,False,True,True,True,"{""available_total"":68}","{""available_total"":68}"
6,overlap_no_drift,6,bundle_rollout,True,True,False,True,True,True,"{""available_total"":26}","{""available_total"":26}"
6,overlap_no_drift,6,bundle_myopic,True,True,False,True,True,True,"{""available_total"":26}","{""available_total"":26}"
6,overlap_no_drift,6,age_paced,True,True,False,True,True,True,"{""available_total"":26}","{""available_total"":26}"
6,overlap_no_drift,7,bundle_rollout,False,False,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
6,overlap_no_drift,7,bundle_myopic,True,True,False,True,True,True,"{""available_total"":65}","{""available_total"":65}"
