run,logical_id,phase,attempt,prompt_tokens,completion_tokens,reasoning_tokens,latency_seconds,finish,currency_cost,requested_model,returned_model,system_fingerprint
R7C_main,primary_c09_resolve_rule/turn_02,primary,15,2186,115,50,0.9919601250439882,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_stateless/turn_00,primary,16,1626,46,26,0.9176484160125256,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_stateless/turn_01,primary,17,1762,81,30,1.2350368339102715,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_stateless/turn_02,primary,18,1835,96,39,0.8278889581561089,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_inherited/turn_00,primary,19,1890,78,58,0.9819050841033459,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_inherited/turn_01,primary,20,2026,152,101,1.1423830420244485,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_inherited/turn_02,primary,21,2099,100,59,1.189628167077899,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c09_inherited/turn_03,primary,22,2256,92,18,1.2595569579862058,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_resolve_rule/turn_00,primary,23,1947,73,59,1.0847765000071377,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_resolve_rule/turn_01,primary,24,1983,53,12,1.0235095829702914,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_resolve_rule/turn_02,primary,25,2067,59,10,0.9873549160547554,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_stateless/turn_00,primary,26,1655,64,50,1.1191752499435097,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_stateless/turn_01,primary,27,1691,52,11,0.9621842920314521,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_stateless/turn_02,primary,28,1773,53,8,0.9138339590281248,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_inherited/turn_00,primary,29,1860,119,105,1.2151735827792436,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_inherited/turn_01,primary,30,1896,51,10,1.308374125044793,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c04_inherited/turn_02,primary,31,1978,63,8,0.9899442500900477,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_resolve_rule/turn_00,primary,32,1934,71,51,1.167220750125125,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_resolve_rule/turn_01,primary,33,2041,61,47,1.353507332969457,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_resolve_rule/turn_02,primary,34,2077,57,16,0.9959275422152132,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_resolve_rule/turn_03,primary,35,2164,84,15,1.0710047921165824,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_inherited/turn_00,primary,36,1847,113,93,0.8990836248267442,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_inherited/turn_01,primary,37,1954,75,34,1.092472790973261,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_inherited/turn_02,primary,38,2039,42,15,0.7676690828520805,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_stateless/turn_00,primary,39,1642,94,74,1.2438761671073735,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_stateless/turn_01,primary,40,1749,70,56,1.1071423750836402,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_stateless/turn_02,primary,41,1785,51,10,1.0137702079955488,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c02_stateless/turn_03,primary,42,1870,97,41,1.2052676670718938,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_stateless/turn_00,primary,43,1626,28,8,1.2602131250314415,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_stateless/turn_01,primary,44,1747,104,54,1.618237541988492,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_stateless/turn_02,primary,45,1819,82,42,1.165320625063032,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_stateless/turn_03,primary,46,1960,86,23,1.1460381250362843,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_resolve_rule/turn_00,primary,47,1962,86,66,1.181449665920809,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_resolve_rule/turn_01,primary,48,2083,101,51,1.2263509999029338,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_resolve_rule/turn_02,primary,49,2155,108,51,1.986708957934752,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_inherited/turn_00,primary,50,1875,230,210,1.7421197080984712,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_inherited/turn_01,primary,51,1996,131,81,1.0980585000943393,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c11_inherited/turn_02,primary,52,2068,78,20,1.0048126669134945,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_inherited/turn_00,primary,53,1860,84,70,1.0690315840765834,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_inherited/turn_01,primary,54,1896,64,48,1.0826221669558436,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_inherited/turn_02,primary,55,1934,45,4,0.8832294580060989,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_inherited/turn_03,primary,56,2024,198,137,1.418106541968882,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_resolve_rule/turn_00,primary,57,1947,66,51,1.5027191669214517,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_resolve_rule/turn_01,primary,58,1983,31,15,1.2805925419088453,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_resolve_rule/turn_02,primary,59,2021,53,12,1.0795963339041919,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_resolve_rule/turn_03,primary,60,2106,68,8,1.1594311660155654,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_stateless/turn_00,primary,61,1655,80,66,0.9872542910743505,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_stateless/turn_01,primary,62,1691,30,14,0.8732271669432521,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_stateless/turn_02,primary,63,1729,51,10,0.9449595839250833,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c13_stateless/turn_03,primary,64,1816,215,153,1.707648874958977,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_resolve_rule/turn_00,primary,65,1977,74,54,1.020314833149314,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_resolve_rule/turn_01,primary,66,2098,145,95,1.0450882918667048,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_resolve_rule/turn_02,primary,67,2170,100,33,1.0828951250296086,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_stateless/turn_00,primary,68,1626,102,82,0.7861508750356734,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_stateless/turn_01,primary,69,1747,92,42,1.1547117079608142,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_stateless/turn_02,primary,70,1819,69,29,0.8568060828838497,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_stateless/turn_03,primary,71,1960,63,0,1.5778492910321802,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_inherited/turn_00,primary,72,1890,145,125,1.2454279158264399,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_inherited/turn_01,primary,73,2011,359,301,2.3929439580533653,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_inherited/turn_02,primary,74,2091,133,93,1.3717110420111567,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c10_inherited/turn_03,primary,75,2232,103,28,1.1069312498439103,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_inherited/turn_00,primary,76,1890,78,58,1.0247800829820335,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_inherited/turn_01,primary,77,2026,150,69,1.2307075839489698,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_inherited/turn_02,primary,78,2129,100,34,0.9833782911300659,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_stateless/turn_00,primary,79,1626,50,30,1.091304250061512,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_stateless/turn_01,primary,80,1762,101,50,1.1998193329200149,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_stateless/turn_02,primary,81,1835,88,21,0.6653696671128273,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_resolve_rule/turn_00,primary,82,1977,54,34,0.713851791806519,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_resolve_rule/turn_01,primary,83,2113,106,55,0.9635244160890579,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c08_resolve_rule/turn_02,primary,84,2186,53,22,1.4049975420348346,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_resolve_rule/turn_00,primary,85,1934,187,167,1.7510461248457432,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_resolve_rule/turn_01,primary,86,2041,58,44,1.0556551669724286,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_resolve_rule/turn_02,primary,87,2077,53,12,0.7649250000249594,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_resolve_rule/turn_03,primary,88,2166,36,0,0.5795985830482095,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_inherited/turn_00,primary,89,1847,234,214,1.8384811668656766,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_inherited/turn_01,primary,90,1954,51,37,1.18473512516357,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_inherited/turn_02,primary,91,1990,58,17,1.1854737082030624,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_inherited/turn_03,primary,92,2078,59,12,1.1021618340164423,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_stateless/turn_00,primary,93,1642,101,81,1.2295922089833766,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_stateless/turn_01,primary,94,1749,25,11,0.8544270000420511,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_stateless/turn_02,primary,95,1785,50,9,1.3565510001499206,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c01_stateless/turn_03,primary,96,1872,60,15,1.4134563747793436,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_stateless/turn_00,primary,97,1655,69,55,1.5558257920201868,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_stateless/turn_01,primary,98,1691,51,10,0.7386682499200106,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_stateless/turn_02,primary,99,1781,64,11,1.0273243749979883,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_inherited/turn_00,primary,100,1860,68,54,1.1013570830691606,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_inherited/turn_01,primary,101,1896,55,14,1.6646929578855634,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_inherited/turn_02,primary,102,1980,67,18,1.021101500140503,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_resolve_rule/turn_00,primary,103,1947,57,43,1.1120242080651224,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_resolve_rule/turn_01,primary,104,1983,58,17,0.9314104160293937,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c07_resolve_rule/turn_02,primary,105,2069,63,13,0.9605646249838173,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_inherited/turn_00,primary,106,1860,79,65,1.0635665000882,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_inherited/turn_01,primary,107,1896,55,14,0.8846145002171397,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_inherited/turn_02,primary,108,1987,62,8,0.7040190829429775,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_stateless/turn_00,primary,109,1655,126,112,1.271113583119586,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_stateless/turn_01,primary,110,1691,50,9,1.0424603330902755,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_stateless/turn_02,primary,111,1775,60,6,0.8791674170643091,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_resolve_rule/turn_00,primary,112,1947,97,83,0.9502335002180189,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_resolve_rule/turn_01,primary,113,1983,55,14,0.9130224590189755,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c06_resolve_rule/turn_02,primary,114,2068,95,41,1.0207837920170277,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_resolve_rule/turn_00,primary,115,1934,179,159,1.667661292012781,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_resolve_rule/turn_01,primary,116,2041,55,41,0.9609197920653969,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_resolve_rule/turn_02,primary,117,2077,39,23,0.7463664158713073,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_resolve_rule/turn_03,primary,118,2115,57,16,0.9143862079363316,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_resolve_rule/turn_04,primary,119,2203,68,16,1.1132803750224411,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_stateless/turn_00,primary,120,1642,68,48,1.1319063750561327,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_stateless/turn_01,primary,121,1749,62,48,0.5693244999274611,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_stateless/turn_02,primary,122,1785,48,32,0.7160619590431452,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_stateless/turn_03,primary,123,1823,54,13,0.8466695831157267,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_stateless/turn_04,primary,124,1912,244,175,1.8634712500497699,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_inherited/turn_00,primary,125,1847,137,117,1.1010050410404801,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_inherited/turn_01,primary,126,1954,82,68,0.8402559999376535,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_inherited/turn_02,primary,127,1990,30,14,0.6905117919668555,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_inherited/turn_03,primary,128,2028,53,12,0.9468245001044124,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c12_inherited/turn_04,primary,129,2114,59,18,1.0745104579254985,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_stateless/turn_00,primary,130,1655,51,37,0.567317167064175,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_stateless/turn_01,primary,131,1691,50,9,0.808123332913965,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_stateless/turn_02,primary,132,1775,63,9,0.9893272079061717,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_resolve_rule/turn_00,primary,133,1947,94,80,1.0923409168608487,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_resolve_rule/turn_01,primary,134,1983,93,52,1.285031208069995,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_resolve_rule/turn_02,primary,135,2069,63,13,1.168479667045176,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_inherited/turn_00,primary,136,1860,45,31,1.3166376249864697,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_inherited/turn_01,primary,137,1896,50,9,0.8271008329465985,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c05_inherited/turn_02,primary,138,1981,55,0,1.0486117920372635,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_inherited/turn_00,primary,139,1847,88,68,0.9209760420490056,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_inherited/turn_01,primary,140,1954,122,81,1.3603530409745872,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_inherited/turn_02,primary,141,2041,69,19,1.057370499940589,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_resolve_rule/turn_00,primary,142,1934,83,63,1.5363720830064267,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_resolve_rule/turn_01,primary,143,2041,47,33,1.062197209103033,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_resolve_rule/turn_02,primary,144,2077,57,16,1.0042162090539932,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_resolve_rule/turn_03,primary,145,2161,62,20,0.9937716249842197,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
R7C_main,primary_c00_stateless/turn_00,primary,146,1642,48,28,0.8697071247734129,stop,UNKNOWN,deepseek-v4-flash,deepseek-flash,aeb56401ca74e127821c4f9126dcb669
