logical_id,method,replicate,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r3/rc/1/11/recheck/primary,recheck,primary,1,11,ok,stop,298,376,128,360,16,[],2.1905178329907358,,UNKNOWN,prices_unknown
r3/rc/1/11/myopic/primary,myopic,primary,1,11,ok,stop,298,181,0,168,13,[],1.4360508751124144,,UNKNOWN,prices_unknown
r3/rc/2/0/myopic/primary,myopic,primary,2,0,ok,stop,298,227,0,214,13,[],1.3822217078413814,,UNKNOWN,prices_unknown
r3/rc/2/0/recheck/primary,recheck,primary,2,0,ok,stop,298,293,128,280,13,[],2.0526099579874426,,UNKNOWN,prices_unknown
r3/rc/2/1/recheck/primary,recheck,primary,2,1,ok,stop,211,126,0,118,8,[],1.4053099169395864,,UNKNOWN,prices_unknown
r3/rc/2/1/myopic/primary,myopic,primary,2,1,ok,stop,211,82,0,74,8,[],1.0932805410120636,,UNKNOWN,prices_unknown
r3/rc/2/2/myopic/primary,myopic,primary,2,2,ok,stop,181,81,0,79,2,[],1.6543905411381274,,UNKNOWN,prices_unknown
r3/rc/2/2/recheck/primary,recheck,primary,2,2,ok,stop,181,107,0,105,2,[],1.2371997921727598,,UNKNOWN,prices_unknown
r3/rc/2/3/recheck/primary,recheck,primary,2,3,ok,stop,230,220,0,213,7,[],1.7221101250033826,,UNKNOWN,prices_unknown
r3/rc/2/3/myopic/primary,myopic,primary,2,3,ok,stop,230,319,0,312,7,[],2.1863911668770015,,UNKNOWN,prices_unknown
r3/rc/2/4/myopic/primary,myopic,primary,2,4,ok,stop,230,486,0,478,8,[],2.738994082901627,,UNKNOWN,prices_unknown
r3/rc/2/4/recheck/primary,recheck,primary,2,4,ok,stop,230,171,0,164,7,[],1.5240650000050664,,UNKNOWN,prices_unknown
r3/rc/2/5/recheck/primary,recheck,primary,2,5,ok,stop,230,184,0,176,8,[],1.4452746252063662,,UNKNOWN,prices_unknown
r3/rc/2/5/recheck/repeat,recheck,repeat,2,5,ok,stop,230,198,0,191,7,[],1.7181555000133812,,UNKNOWN,prices_unknown
r3/rc/2/5/myopic/primary,myopic,primary,2,5,ok,stop,230,232,0,224,8,[],2.1670757920946926,,UNKNOWN,prices_unknown
r3/rc/2/5/myopic/repeat,myopic,repeat,2,5,ok,stop,230,311,0,304,7,[],2.4099157080054283,,UNKNOWN,prices_unknown
r3/rc/2/6/myopic/primary,myopic,primary,2,6,ok,stop,230,246,0,238,8,[],1.6447791252285242,,UNKNOWN,prices_unknown
r3/rc/2/6/recheck/primary,recheck,primary,2,6,ok,stop,230,294,0,287,7,[],2.5759752499870956,,UNKNOWN,prices_unknown
r3/rc/2/7/recheck/primary,recheck,primary,2,7,ok,stop,230,378,0,371,7,[],2.288412833819166,,UNKNOWN,prices_unknown
r3/rc/2/7/myopic/primary,myopic,primary,2,7,ok,stop,230,204,0,196,8,[],1.6472872088197619,,UNKNOWN,prices_unknown
r3/rc/2/8/myopic/primary,myopic,primary,2,8,ok,stop,230,150,0,143,7,[],1.4020505831576884,,UNKNOWN,prices_unknown
r3/rc/2/8/recheck/primary,recheck,primary,2,8,ok,stop,230,289,0,281,8,[],1.6686006248928607,,UNKNOWN,prices_unknown
r3/rc/2/9/recheck/primary,recheck,primary,2,9,ok,stop,298,502,0,489,13,[],3.309898457955569,,UNKNOWN,prices_unknown
r3/rc/2/9/myopic/primary,myopic,primary,2,9,ok,stop,298,290,128,277,13,[],2.0752520840615034,,UNKNOWN,prices_unknown
r3/rc/2/10/myopic/primary,myopic,primary,2,10,ok,stop,298,430,0,417,13,[],2.8236557920463383,,UNKNOWN,prices_unknown
r3/rc/2/10/recheck/primary,recheck,primary,2,10,ok,stop,298,419,128,406,13,[],2.4890565001405776,,UNKNOWN,prices_unknown
r3/rc/2/11/recheck/primary,recheck,primary,2,11,ok,stop,298,244,128,228,16,[],1.730499624973163,,UNKNOWN,prices_unknown
r3/rc/2/11/myopic/primary,myopic,primary,2,11,ok,stop,298,394,128,381,13,[],2.689178000204265,,UNKNOWN,prices_unknown
r3/rc/3/0/recheck/primary,recheck,primary,3,0,ok,stop,181,134,0,132,2,[],1.2418061250355095,,UNKNOWN,prices_unknown
r3/rc/3/0/myopic/primary,myopic,primary,3,0,ok,stop,181,98,0,96,2,[],1.1351091251708567,,UNKNOWN,prices_unknown
r3/rc/3/1/myopic/primary,myopic,primary,3,1,ok,stop,181,26,0,24,2,[],0.5472725420258939,,UNKNOWN,prices_unknown
r3/rc/3/1/recheck/primary,recheck,primary,3,1,ok,stop,181,23,0,21,2,[],0.8396388748660684,,UNKNOWN,prices_unknown
r3/rc/3/2/recheck/primary,recheck,primary,3,2,ok,stop,298,701,0,688,13,[],3.3051150829996914,,UNKNOWN,prices_unknown
r3/rc/3/2/myopic/primary,myopic,primary,3,2,ok,stop,298,351,128,338,13,[],2.647682584123686,,UNKNOWN,prices_unknown
r3/rc/3/3/myopic/primary,myopic,primary,3,3,ok,stop,298,489,0,476,13,[],2.6599017078988254,,UNKNOWN,prices_unknown
r3/rc/3/3/recheck/primary,recheck,primary,3,3,ok,stop,298,426,128,413,13,[],2.465440500061959,,UNKNOWN,prices_unknown
r3/rc/3/4/recheck/primary,recheck,primary,3,4,ok,stop,298,216,0,203,13,[],1.2021664169151336,,UNKNOWN,prices_unknown
r3/rc/3/4/myopic/primary,myopic,primary,3,4,ok,stop,298,319,0,306,13,[],1.987481249962002,,UNKNOWN,prices_unknown
r3/rc/3/5/myopic/primary,myopic,primary,3,5,ok,stop,211,109,0,101,8,[],1.0101748751476407,,UNKNOWN,prices_unknown
r3/rc/3/5/myopic/repeat,myopic,repeat,3,5,ok,stop,211,86,0,78,8,[],0.7785681250970811,,UNKNOWN,prices_unknown
r3/rc/3/5/recheck/primary,recheck,primary,3,5,ok,stop,211,50,0,42,8,[],0.8755159580614418,,UNKNOWN,prices_unknown
r3/rc/3/5/recheck/repeat,recheck,repeat,3,5,ok,stop,211,110,0,102,8,[],1.3924469999037683,,UNKNOWN,prices_unknown
r3/rc/3/6/recheck/primary,recheck,primary,3,6,ok,stop,211,50,0,42,8,[],0.5447125411592424,,UNKNOWN,prices_unknown
r3/rc/3/6/myopic/primary,myopic,primary,3,6,ok,stop,211,117,0,108,9,[],0.8852105420082808,,UNKNOWN,prices_unknown
r3/rc/3/7/myopic/primary,myopic,primary,3,7,ok,stop,211,139,0,131,8,[],0.9827064578421414,,UNKNOWN,prices_unknown
r3/rc/3/7/recheck/primary,recheck,primary,3,7,ok,stop,211,98,0,90,8,[],0.9248401669319719,,UNKNOWN,prices_unknown
r3/rc/3/8/recheck/primary,recheck,primary,3,8,ok,stop,181,22,0,20,2,[],0.4176812081132084,,UNKNOWN,prices_unknown
r3/rc/3/8/myopic/primary,myopic,primary,3,8,ok,stop,181,102,0,100,2,[],1.9081779171247035,,UNKNOWN,prices_unknown
r3/rc/3/9/myopic/primary,myopic,primary,3,9,ok,stop,211,112,0,104,8,[],0.8652184999082237,,UNKNOWN,prices_unknown
r3/rc/3/9/recheck/primary,recheck,primary,3,9,ok,stop,211,96,0,88,8,[],1.691227125003934,,UNKNOWN,prices_unknown
r3/rc/3/10/recheck/primary,recheck,primary,3,10,ok,stop,211,93,0,85,8,[],0.7470874998252839,,UNKNOWN,prices_unknown
r3/rc/3/10/myopic/primary,myopic,primary,3,10,ok,stop,211,91,0,83,8,[],0.8071659579873085,,UNKNOWN,prices_unknown
r3/rc/3/11/myopic/primary,myopic,primary,3,11,ok,stop,211,116,0,107,9,[],0.9955040421336889,,UNKNOWN,prices_unknown
r3/rc/3/11/recheck/primary,recheck,primary,3,11,ok,stop,211,106,0,98,8,[],1.158365499926731,,UNKNOWN,prices_unknown
r3/rc/4/0/myopic/primary,myopic,primary,4,0,ok,stop,211,116,0,108,8,[],1.1835625001695007,,UNKNOWN,prices_unknown
r3/rc/4/0/recheck/primary,recheck,primary,4,0,ok,stop,211,104,0,96,8,[],1.327823500148952,,UNKNOWN,prices_unknown
r3/rc/4/1/recheck/primary,recheck,primary,4,1,ok,stop,211,154,0,146,8,[],1.3911628748755902,,UNKNOWN,prices_unknown
r3/rc/4/1/myopic/primary,myopic,primary,4,1,ok,stop,211,124,0,116,8,[],1.1386968749575317,,UNKNOWN,prices_unknown
r3/rc/4/2/myopic/primary,myopic,primary,4,2,ok,stop,211,132,0,124,8,[],1.421147249871865,,UNKNOWN,prices_unknown
r3/rc/4/2/recheck/primary,recheck,primary,4,2,ok,stop,211,78,0,69,9,[],1.5946161251049489,,UNKNOWN,prices_unknown
r3/rc/4/3/recheck/primary,recheck,primary,4,3,ok,stop,211,97,0,89,8,[],1.0653245837893337,,UNKNOWN,prices_unknown
r3/rc/4/3/myopic/primary,myopic,primary,4,3,ok,stop,211,88,0,80,8,[],1.780015458818525,,UNKNOWN,prices_unknown
r3/rc/4/4/myopic/primary,myopic,primary,4,4,ok,stop,211,138,0,130,8,[],1.4046660829335451,,UNKNOWN,prices_unknown
r3/rc/4/4/recheck/primary,recheck,primary,4,4,ok,stop,211,116,0,108,8,[],1.1767889577895403,,UNKNOWN,prices_unknown
r3/rc/4/5/recheck/primary,recheck,primary,4,5,ok,stop,211,89,0,81,8,[],1.2734481249935925,,UNKNOWN,prices_unknown
r3/rc/4/5/recheck/repeat,recheck,repeat,4,5,ok,stop,211,66,0,58,8,[],0.6973351249471307,,UNKNOWN,prices_unknown
r3/rc/4/5/myopic/primary,myopic,primary,4,5,ok,stop,211,104,0,96,8,[],1.1312641671393067,,UNKNOWN,prices_unknown
r3/rc/4/5/myopic/repeat,myopic,repeat,4,5,ok,stop,211,113,0,105,8,[],0.838671333855018,,UNKNOWN,prices_unknown
r3/rc/4/6/myopic/primary,myopic,primary,4,6,ok,stop,211,111,0,102,9,[],1.293473457917571,,UNKNOWN,prices_unknown
r3/rc/4/6/recheck/primary,recheck,primary,4,6,ok,stop,211,102,0,94,8,[],1.0866159580182284,,UNKNOWN,prices_unknown
r3/rc/4/7/recheck/primary,recheck,primary,4,7,ok,stop,211,100,0,92,8,[],0.7792390000540763,,UNKNOWN,prices_unknown
r3/rc/4/7/myopic/primary,myopic,primary,4,7,ok,stop,211,42,0,34,8,[],0.8978305840864778,,UNKNOWN,prices_unknown
r3/rc/4/8/myopic/primary,myopic,primary,4,8,ok,stop,211,98,0,89,9,[],1.2158061668742448,,UNKNOWN,prices_unknown
r3/rc/4/8/recheck/primary,recheck,primary,4,8,ok,stop,211,103,0,95,8,[],1.1751256249845028,,UNKNOWN,prices_unknown
r3/rc/4/9/recheck/primary,recheck,primary,4,9,ok,stop,211,171,0,163,8,[],1.0471409589517862,,UNKNOWN,prices_unknown
r3/rc/4/9/myopic/primary,myopic,primary,4,9,ok,stop,211,92,0,83,9,[],0.6738038330804557,,UNKNOWN,prices_unknown
r3/rc/4/10/myopic/primary,myopic,primary,4,10,ok,stop,211,89,0,81,8,[],1.090948750032112,,UNKNOWN,prices_unknown
r3/rc/4/10/recheck/primary,recheck,primary,4,10,ok,stop,211,98,0,90,8,[],1.1712447910103947,,UNKNOWN,prices_unknown
r3/rc/4/11/recheck/primary,recheck,primary,4,11,ok,stop,211,119,0,110,9,[],1.0347286248579621,,UNKNOWN,prices_unknown
r3/rc/4/11/myopic/primary,myopic,primary,4,11,ok,stop,211,83,0,75,8,[],1.167729709064588,,UNKNOWN,prices_unknown
r3/rc/5/0/myopic/primary,myopic,primary,5,0,ok,stop,230,246,0,239,7,[],1.9808537079952657,,UNKNOWN,prices_unknown
r3/rc/5/0/recheck/primary,recheck,primary,5,0,ok,stop,230,199,0,192,7,[],1.6049345419742167,,UNKNOWN,prices_unknown
r3/rc/5/1/recheck/primary,recheck,primary,5,1,ok,stop,230,370,0,362,8,[],1.945877332938835,,UNKNOWN,prices_unknown
r3/rc/5/1/myopic/primary,myopic,primary,5,1,ok,stop,230,276,0,268,8,[],1.7815408329479396,,UNKNOWN,prices_unknown
r3/rc/5/2/myopic/primary,myopic,primary,5,2,ok,stop,230,271,0,264,7,[],1.8789897090755403,,UNKNOWN,prices_unknown
r3/rc/5/2/recheck/primary,recheck,primary,5,2,ok,stop,230,264,0,256,8,[],1.8031476670876145,,UNKNOWN,prices_unknown
r3/rc/5/3/recheck/primary,recheck,primary,5,3,ok,stop,230,289,0,282,7,[],1.9102976249996573,,UNKNOWN,prices_unknown
r3/rc/5/3/myopic/primary,myopic,primary,5,3,ok,stop,230,343,0,335,8,[],2.1483321669511497,,UNKNOWN,prices_unknown
r3/rc/5/4/myopic/primary,myopic,primary,5,4,ok,stop,230,197,0,190,7,[],1.438608166994527,,UNKNOWN,prices_unknown
r3/rc/5/4/recheck/primary,recheck,primary,5,4,ok,stop,230,154,0,146,8,[],1.1643691251520067,,UNKNOWN,prices_unknown
r3/rc/5/5/recheck/primary,recheck,primary,5,5,ok,stop,230,277,0,269,8,[],2.0507759160827845,,UNKNOWN,prices_unknown
r3/rc/5/5/recheck/repeat,recheck,repeat,5,5,ok,stop,230,213,0,205,8,[],1.9504913329146802,,UNKNOWN,prices_unknown
r3/rc/5/5/myopic/primary,myopic,primary,5,5,ok,stop,230,284,0,276,8,[],2.0314584160223603,,UNKNOWN,prices_unknown
r3/rc/5/5/myopic/repeat,myopic,repeat,5,5,ok,stop,230,257,0,249,8,[],2.0675054588355124,,UNKNOWN,prices_unknown
r3/rc/5/6/myopic/primary,myopic,primary,5,6,ok,stop,230,364,0,357,7,[],2.2886013749521226,,UNKNOWN,prices_unknown
r3/rc/5/6/recheck/primary,recheck,primary,5,6,ok,stop,230,187,0,180,7,[],1.7532223749440163,,UNKNOWN,prices_unknown
r3/rc/5/7/recheck/primary,recheck,primary,5,7,ok,stop,230,223,0,216,7,[],1.799041667021811,,UNKNOWN,prices_unknown
r3/rc/5/7/myopic/primary,myopic,primary,5,7,ok,stop,230,563,0,556,7,[],2.867766291135922,,UNKNOWN,prices_unknown
r3/rc/5/8/myopic/primary,myopic,primary,5,8,ok,stop,230,183,0,176,7,[],1.271891624899581,,UNKNOWN,prices_unknown
r3/rc/5/8/recheck/primary,recheck,primary,5,8,ok,stop,230,181,0,173,8,[],1.3743612919934094,,UNKNOWN,prices_unknown
r3/rc/5/9/recheck/primary,recheck,primary,5,9,ok,stop,230,188,0,180,8,[],1.7490255830343813,,UNKNOWN,prices_unknown
r3/rc/5/9/myopic/primary,myopic,primary,5,9,ok,stop,230,309,0,302,7,[],2.0808319160714746,,UNKNOWN,prices_unknown
r3/rc/5/10/myopic/primary,myopic,primary,5,10,ok,stop,230,286,0,278,8,[],1.6108867090661079,,UNKNOWN,prices_unknown
r3/rc/5/10/recheck/primary,recheck,primary,5,10,ok,stop,230,203,0,196,7,[],1.6474498331081122,,UNKNOWN,prices_unknown
r3/rc/5/11/recheck/primary,recheck,primary,5,11,ok,stop,230,201,0,194,7,[],1.5700282498728484,,UNKNOWN,prices_unknown
r3/rc/5/11/myopic/primary,myopic,primary,5,11,ok,stop,230,123,0,115,8,[],1.0256927078589797,,UNKNOWN,prices_unknown
r3/rc/6/0/myopic/primary,myopic,primary,6,0,ok,stop,298,177,0,164,13,[],1.1554489159025252,,UNKNOWN,prices_unknown
r3/rc/6/0/recheck/primary,recheck,primary,6,0,ok,stop,298,195,128,182,13,[],1.7155975829809904,,UNKNOWN,prices_unknown
r3/rc/6/1/recheck/primary,recheck,primary,6,1,ok,stop,298,261,0,248,13,[],1.9079251249786466,,UNKNOWN,prices_unknown
r3/rc/6/1/myopic/primary,myopic,primary,6,1,ok,stop,298,322,128,309,13,[],2.1335566251073033,,UNKNOWN,prices_unknown
r3/rc/6/2/myopic/primary,myopic,primary,6,2,ok,stop,298,254,128,241,13,[],1.7549250000156462,,UNKNOWN,prices_unknown
r3/rc/6/2/recheck/primary,recheck,primary,6,2,ok,stop,298,237,0,224,13,[],1.4384925418999046,,UNKNOWN,prices_unknown
r3/rc/6/3/recheck/primary,recheck,primary,6,3,ok,stop,298,258,128,245,13,[],1.325495459139347,,UNKNOWN,prices_unknown
r3/rc/6/3/myopic/primary,myopic,primary,6,3,ok,stop,298,297,128,284,13,[],2.1424890419002622,,UNKNOWN,prices_unknown
r3/rc/6/4/myopic/primary,myopic,primary,6,4,ok,stop,298,259,0,246,13,[],1.5702292078640312,,UNKNOWN,prices_unknown
r3/rc/6/4/recheck/primary,recheck,primary,6,4,ok,stop,298,498,0,485,13,[],2.3114199158735573,,UNKNOWN,prices_unknown
r3/rc/6/5/recheck/primary,recheck,primary,6,5,ok,stop,298,216,0,203,13,[],1.6727834581397474,,UNKNOWN,prices_unknown
r3/rc/6/5/recheck/repeat,recheck,repeat,6,5,ok,stop,298,155,128,139,16,[],1.4418104160577059,,UNKNOWN,prices_unknown
r3/rc/6/5/myopic/primary,myopic,primary,6,5,ok,stop,298,164,128,151,13,[],1.3732262500561774,,UNKNOWN,prices_unknown
r3/rc/6/5/myopic/repeat,myopic,repeat,6,5,ok,stop,298,224,128,211,13,[],1.3592281660530716,,UNKNOWN,prices_unknown
r3/rc/6/6/myopic/primary,myopic,primary,6,6,ok,stop,298,286,128,273,13,[],1.8862444579135627,,UNKNOWN,prices_unknown
r3/rc/6/6/recheck/primary,recheck,primary,6,6,ok,stop,298,170,128,154,16,[],1.3522706660442054,,UNKNOWN,prices_unknown
r3/rc/6/7/recheck/primary,recheck,primary,6,7,ok,stop,298,251,0,238,13,[],1.7316239590290934,,UNKNOWN,prices_unknown
r3/rc/6/7/myopic/primary,myopic,primary,6,7,ok,stop,298,270,128,257,13,[],1.5340870840009302,,UNKNOWN,prices_unknown
r3/rc/6/8/myopic/primary,myopic,primary,6,8,ok,stop,298,247,128,234,13,[],1.492641125107184,,UNKNOWN,prices_unknown
r3/rc/6/8/recheck/primary,recheck,primary,6,8,ok,stop,298,194,128,181,13,[],1.6279600840061903,,UNKNOWN,prices_unknown
r3/rc/6/9/recheck/primary,recheck,primary,6,9,ok,stop,298,285,0,272,13,[],1.683496167184785,,UNKNOWN,prices_unknown
r3/rc/6/9/myopic/primary,myopic,primary,6,9,ok,stop,298,184,128,171,13,[],1.4787535411305726,,UNKNOWN,prices_unknown
r3/rc/6/10/myopic/primary,myopic,primary,6,10,ok,stop,298,247,0,234,13,[],1.7690129580441862,,UNKNOWN,prices_unknown
r3/rc/6/10/recheck/primary,recheck,primary,6,10,ok,stop,298,280,128,267,13,[],1.8275118339806795,,UNKNOWN,prices_unknown
r3/rc/6/11/recheck/primary,recheck,primary,6,11,ok,stop,298,369,0,356,13,[],2.276279125129804,,UNKNOWN,prices_unknown
r3/rc/6/11/myopic/primary,myopic,primary,6,11,ok,stop,298,225,128,212,13,[],1.2475955002009869,,UNKNOWN,prices_unknown
r3/rc/7/0/myopic/primary,myopic,primary,7,0,ok,stop,181,25,0,23,2,[],0.6491488330066204,,UNKNOWN,prices_unknown
r3/rc/7/0/recheck/primary,recheck,primary,7,0,ok,stop,181,24,0,22,2,[],0.6449988330714405,,UNKNOWN,prices_unknown
r3/rc/7/1/recheck/primary,recheck,primary,7,1,ok,stop,181,30,0,28,2,[],0.8047853750176728,,UNKNOWN,prices_unknown
r3/rc/7/1/myopic/primary,myopic,primary,7,1,ok,stop,181,179,0,177,2,[],1.3609418340492994,,UNKNOWN,prices_unknown
r3/rc/7/2/myopic/primary,myopic,primary,7,2,ok,stop,181,97,0,95,2,[],1.3448821250349283,,UNKNOWN,prices_unknown
r3/rc/7/2/recheck/primary,recheck,primary,7,2,ok,stop,181,84,0,82,2,[],0.8457242499571294,,UNKNOWN,prices_unknown
r3/rc/7/3/recheck/primary,recheck,primary,7,3,ok,stop,181,32,0,30,2,[],0.8963080409448594,,UNKNOWN,prices_unknown
r3/rc/7/3/myopic/primary,myopic,primary,7,3,ok,stop,181,169,0,167,2,[],1.2434036668855697,,UNKNOWN,prices_unknown
r3/rc/7/4/myopic/primary,myopic,primary,7,4,ok,stop,181,47,0,45,2,[],0.5383005829062313,,UNKNOWN,prices_unknown
r3/rc/7/4/recheck/primary,recheck,primary,7,4,ok,stop,181,26,0,24,2,[],0.8375662500038743,,UNKNOWN,prices_unknown
r3/rc/7/5/recheck/primary,recheck,primary,7,5,ok,stop,181,122,0,120,2,[],1.2940108331386,,UNKNOWN,prices_unknown
r3/rc/7/5/recheck/repeat,recheck,repeat,7,5,ok,stop,181,93,0,91,2,[],1.159467708086595,,UNKNOWN,prices_unknown
