logical_id,method,replicate,stream,step,status,finish_reason,prompt_tokens,completion_tokens,cached_input_tokens,reasoning_tokens,visible_token_difference,issues,latency_seconds,estimate,currency,price_reason
r4/api/0/6/age_paced/primary,age_paced,primary,0,6,ok,stop,357,244,0,204,40,[],1.337078999960795,,UNKNOWN,prices_unknown
r4/api/0/6/bundle_myopic/primary,bundle_myopic,primary,0,6,ok,stop,358,236,128,195,41,[],1.4601794579066336,,UNKNOWN,prices_unknown
r4/api/0/7/recheck_joint/primary,recheck_joint,primary,0,7,ok,stop,332,191,0,145,46,[],1.3109042500145733,,UNKNOWN,prices_unknown
r4/api/0/7/age_paced/primary,age_paced,primary,0,7,ok,stop,331,474,0,429,45,[],2.3572377918753773,,UNKNOWN,prices_unknown
r4/api/0/7/bundle_myopic/primary,bundle_myopic,primary,0,7,ok,stop,332,307,128,261,46,[],1.6842195838689804,,UNKNOWN,prices_unknown
r4/api/0/7/bundle_rollout/primary,bundle_rollout,primary,0,7,ok,stop,332,413,128,367,46,[],1.9599468749947846,,UNKNOWN,prices_unknown
r4/api/1/0/bundle_rollout/primary,bundle_rollout,primary,1,0,ok,stop,331,265,0,220,45,[],1.5515647497959435,,UNKNOWN,prices_unknown
r4/api/1/0/recheck_joint/primary,recheck_joint,primary,1,0,ok,stop,331,316,128,271,45,[],1.8939419169910252,,UNKNOWN,prices_unknown
r4/api/1/0/age_paced/primary,age_paced,primary,1,0,ok,stop,331,124,128,79,45,[],1.0014655410777777,,UNKNOWN,prices_unknown
r4/api/1/0/bundle_myopic/primary,bundle_myopic,primary,1,0,ok,stop,331,384,128,339,45,[],1.9091248749755323,,UNKNOWN,prices_unknown
r4/api/1/1/recheck_joint/primary,recheck_joint,primary,1,1,ok,stop,331,673,0,628,45,[],2.969956250162795,,UNKNOWN,prices_unknown
r4/api/1/1/age_paced/primary,age_paced,primary,1,1,ok,stop,331,397,128,352,45,[],1.71159283304587,,UNKNOWN,prices_unknown
r4/api/1/1/bundle_myopic/primary,bundle_myopic,primary,1,1,ok,stop,331,210,128,165,45,[],1.208171792095527,,UNKNOWN,prices_unknown
r4/api/1/1/bundle_rollout/primary,bundle_rollout,primary,1,1,ok,stop,331,145,128,100,45,[],1.166538791032508,,UNKNOWN,prices_unknown
r4/api/1/2/age_paced/primary,age_paced,primary,1,2,ok,stop,331,379,0,334,45,[],2.085467041004449,,UNKNOWN,prices_unknown
r4/api/1/2/bundle_myopic/primary,bundle_myopic,primary,1,2,ok,stop,331,380,128,335,45,[],2.4604160410817713,,UNKNOWN,prices_unknown
r4/api/1/2/bundle_rollout/primary,bundle_rollout,primary,1,2,ok,stop,331,259,128,214,45,[],1.6966830838937312,,UNKNOWN,prices_unknown
r4/api/1/2/recheck_joint/primary,recheck_joint,primary,1,2,ok,stop,331,794,128,749,45,[],3.394265583017841,,UNKNOWN,prices_unknown
r4/api/1/3/bundle_myopic/primary,bundle_myopic,primary,1,3,ok,stop,313,634,128,606,28,[],3.2306844170670956,,UNKNOWN,prices_unknown
r4/api/1/3/bundle_myopic/repeat,bundle_myopic,repeat,1,3,ok,stop,313,930,128,902,28,[],3.5057630001101643,,UNKNOWN,prices_unknown
r4/api/1/3/bundle_rollout/primary,bundle_rollout,primary,1,3,ok,stop,313,502,128,474,28,[],2.65340575017035,,UNKNOWN,prices_unknown
r4/api/1/3/recheck_joint/primary,recheck_joint,primary,1,3,ok,stop,313,183,128,155,28,[],1.7341537079773843,,UNKNOWN,prices_unknown
r4/api/1/3/recheck_joint/repeat,recheck_joint,repeat,1,3,ok,stop,313,256,128,228,28,[],2.013308374909684,,UNKNOWN,prices_unknown
r4/api/1/3/age_paced/primary,age_paced,primary,1,3,ok,stop,313,157,128,129,28,[],1.0871190829202533,,UNKNOWN,prices_unknown
r4/api/1/4/bundle_rollout/primary,bundle_rollout,primary,1,4,ok,stop,331,252,0,207,45,[],1.3601392079144716,,UNKNOWN,prices_unknown
r4/api/1/4/recheck_joint/primary,recheck_joint,primary,1,4,ok,stop,331,455,128,410,45,[],2.6298717909958214,,UNKNOWN,prices_unknown
r4/api/1/4/age_paced/primary,age_paced,primary,1,4,ok,stop,331,228,128,183,45,[],1.1227319170720875,,UNKNOWN,prices_unknown
r4/api/1/4/bundle_myopic/primary,bundle_myopic,primary,1,4,ok,stop,331,197,128,152,45,[],1.1394925001077354,,UNKNOWN,prices_unknown
r4/api/1/5/recheck_joint/primary,recheck_joint,primary,1,5,ok,stop,313,272,128,244,28,[],1.4980768328532577,,UNKNOWN,prices_unknown
r4/api/1/5/age_paced/primary,age_paced,primary,1,5,ok,stop,313,253,128,225,28,[],1.5136404582299292,,UNKNOWN,prices_unknown
r4/api/1/5/bundle_myopic/primary,bundle_myopic,primary,1,5,ok,stop,313,443,128,415,28,[],1.9638866249006242,,UNKNOWN,prices_unknown
r4/api/1/5/bundle_rollout/primary,bundle_rollout,primary,1,5,ok,stop,313,218,128,190,28,[],1.2764160418882966,,UNKNOWN,prices_unknown
r4/api/1/6/age_paced/primary,age_paced,primary,1,6,ok,stop,331,159,0,114,45,[],1.0988570409826934,,UNKNOWN,prices_unknown
r4/api/1/6/bundle_myopic/primary,bundle_myopic,primary,1,6,ok,stop,331,367,128,322,45,[],1.9670952910091728,,UNKNOWN,prices_unknown
r4/api/1/6/bundle_rollout/primary,bundle_rollout,primary,1,6,ok,stop,331,478,128,433,45,[],2.5156745829153806,,UNKNOWN,prices_unknown
r4/api/1/6/recheck_joint/primary,recheck_joint,primary,1,6,ok,stop,331,190,128,145,45,[],1.3449437080416828,,UNKNOWN,prices_unknown
r4/api/1/7/bundle_myopic/primary,bundle_myopic,primary,1,7,ok,stop,331,153,0,108,45,[],1.346402958035469,,UNKNOWN,prices_unknown
r4/api/1/7/bundle_rollout/primary,bundle_rollout,primary,1,7,ok,stop,331,217,128,172,45,[],1.559755333000794,,UNKNOWN,prices_unknown
r4/api/1/7/recheck_joint/primary,recheck_joint,primary,1,7,ok,stop,331,676,128,631,45,[],3.165683750063181,,UNKNOWN,prices_unknown
r4/api/1/7/age_paced/primary,age_paced,primary,1,7,ok,stop,331,707,128,662,45,[],2.7454902918543667,,UNKNOWN,prices_unknown
r4/api/2/0/bundle_myopic/primary,bundle_myopic,primary,2,0,ok,stop,357,464,0,424,40,[],2.4849723749794066,,UNKNOWN,prices_unknown
r4/api/2/0/bundle_rollout/primary,bundle_rollout,primary,2,0,ok,stop,357,275,128,213,62,[],1.384128584060818,,UNKNOWN,prices_unknown
r4/api/2/0/age_paced/primary,age_paced,primary,2,0,ok,stop,357,181,128,141,40,[],1.5162282919045538,,UNKNOWN,prices_unknown
r4/api/2/0/recheck_joint/primary,recheck_joint,primary,2,0,ok,stop,357,250,128,210,40,[],1.5187491669785231,,UNKNOWN,prices_unknown
r4/api/2/1/bundle_rollout/primary,bundle_rollout,primary,2,1,ok,stop,357,248,0,208,40,[],1.0755302500911057,,UNKNOWN,prices_unknown
r4/api/2/1/age_paced/primary,age_paced,primary,2,1,ok,stop,357,283,128,243,40,[],1.6189720830880105,,UNKNOWN,prices_unknown
r4/api/2/1/recheck_joint/primary,recheck_joint,primary,2,1,ok,stop,357,212,128,172,40,[],1.3756095001008362,,UNKNOWN,prices_unknown
r4/api/2/1/bundle_myopic/primary,bundle_myopic,primary,2,1,ok,stop,357,188,128,148,40,[],1.366571582853794,,UNKNOWN,prices_unknown
r4/api/2/2/age_paced/primary,age_paced,primary,2,2,ok,stop,357,252,0,212,40,[],1.4436754169873893,,UNKNOWN,prices_unknown
r4/api/2/2/recheck_joint/primary,recheck_joint,primary,2,2,ok,stop,357,217,0,177,40,[],1.4663037499412894,,UNKNOWN,prices_unknown
r4/api/2/2/bundle_myopic/primary,bundle_myopic,primary,2,2,ok,stop,357,229,128,189,40,[],1.3352885418571532,,UNKNOWN,prices_unknown
r4/api/2/2/bundle_rollout/primary,bundle_rollout,primary,2,2,ok,stop,357,227,128,187,40,[],1.4208231659140438,,UNKNOWN,prices_unknown
r4/api/2/3/recheck_joint/primary,recheck_joint,primary,2,3,ok,stop,357,212,0,172,40,[],1.1646419998724014,,UNKNOWN,prices_unknown
r4/api/2/3/recheck_joint/repeat,recheck_joint,repeat,2,3,ok,stop,357,232,128,192,40,[],1.1076738329138607,,UNKNOWN,prices_unknown
r4/api/2/3/bundle_myopic/primary,bundle_myopic,primary,2,3,ok,stop,357,211,0,171,40,[],1.7803961248137057,,UNKNOWN,prices_unknown
r4/api/2/3/bundle_myopic/repeat,bundle_myopic,repeat,2,3,ok,stop,357,205,128,165,40,[],1.653366917045787,,UNKNOWN,prices_unknown
r4/api/2/3/bundle_rollout/primary,bundle_rollout,primary,2,3,ok,stop,357,184,0,144,40,[],1.4645556658506393,,UNKNOWN,prices_unknown
r4/api/2/3/age_paced/primary,age_paced,primary,2,3,ok,stop,357,154,128,114,40,[],1.0960789169184864,,UNKNOWN,prices_unknown
r4/api/2/4/bundle_myopic/primary,bundle_myopic,primary,2,4,ok,stop,357,440,0,400,40,[],1.934106833068654,,UNKNOWN,prices_unknown
r4/api/2/4/bundle_rollout/primary,bundle_rollout,primary,2,4,ok,stop,357,249,0,209,40,[],1.5080611249431968,,UNKNOWN,prices_unknown
r4/api/2/4/age_paced/primary,age_paced,primary,2,4,ok,stop,357,241,128,201,40,[],1.2761804580222815,,UNKNOWN,prices_unknown
r4/api/2/4/recheck_joint/primary,recheck_joint,primary,2,4,ok,stop,357,220,0,180,40,[],1.196831249864772,,UNKNOWN,prices_unknown
r4/api/2/5/bundle_rollout/primary,bundle_rollout,primary,2,5,ok,stop,357,198,0,158,40,[],1.008519958006218,,UNKNOWN,prices_unknown
r4/api/2/5/age_paced/primary,age_paced,primary,2,5,ok,stop,357,268,128,228,40,[],1.3842628339771181,,UNKNOWN,prices_unknown
r4/api/2/5/recheck_joint/primary,recheck_joint,primary,2,5,ok,stop,357,208,128,168,40,[],1.191280541010201,,UNKNOWN,prices_unknown
r4/api/2/5/bundle_myopic/primary,bundle_myopic,primary,2,5,ok,stop,357,219,0,179,40,[],1.3865191249642521,,UNKNOWN,prices_unknown
r4/api/2/6/age_paced/primary,age_paced,primary,2,6,ok,stop,331,344,0,299,45,[],1.6236607918981463,,UNKNOWN,prices_unknown
r4/api/2/6/recheck_joint/primary,recheck_joint,primary,2,6,ok,stop,331,304,128,259,45,[],1.9737911669071764,,UNKNOWN,prices_unknown
r4/api/2/6/bundle_myopic/primary,bundle_myopic,primary,2,6,ok,stop,331,274,128,229,45,[],1.8072216250002384,,UNKNOWN,prices_unknown
r4/api/2/6/bundle_rollout/primary,bundle_rollout,primary,2,6,ok,stop,331,509,128,464,45,[],2.4577175420708954,,UNKNOWN,prices_unknown
r4/api/2/7/recheck_joint/primary,recheck_joint,primary,2,7,ok,stop,331,272,0,227,45,[],1.6903267500456423,,UNKNOWN,prices_unknown
r4/api/2/7/bundle_myopic/primary,bundle_myopic,primary,2,7,ok,stop,331,120,128,75,45,[],1.2829201670829207,,UNKNOWN,prices_unknown
r4/api/2/7/bundle_rollout/primary,bundle_rollout,primary,2,7,ok,stop,331,180,128,135,45,[],0.9357406250201166,,UNKNOWN,prices_unknown
r4/api/2/7/age_paced/primary,age_paced,primary,2,7,ok,stop,331,112,128,67,45,[],1.4345200411044061,,UNKNOWN,prices_unknown
r4/api/3/0/bundle_rollout/primary,bundle_rollout,primary,3,0,ok,stop,313,388,0,344,44,[],1.8837627910543233,,UNKNOWN,prices_unknown
r4/api/3/0/age_paced/primary,age_paced,primary,3,0,ok,stop,313,436,128,408,28,[],2.2881453328300267,,UNKNOWN,prices_unknown
r4/api/3/0/recheck_joint/primary,recheck_joint,primary,3,0,ok,stop,313,833,128,805,28,[],3.8765594579745084,,UNKNOWN,prices_unknown
r4/api/3/0/bundle_myopic/primary,bundle_myopic,primary,3,0,ok,stop,313,285,0,257,28,[],1.7774704999756068,,UNKNOWN,prices_unknown
r4/api/3/1/age_paced/primary,age_paced,primary,3,1,ok,stop,358,201,0,160,41,[],1.026652041822672,,UNKNOWN,prices_unknown
r4/api/3/1/recheck_joint/primary,recheck_joint,primary,3,1,ok,stop,358,190,128,149,41,[],0.9641689579002559,,UNKNOWN,prices_unknown
r4/api/3/1/bundle_myopic/primary,bundle_myopic,primary,3,1,ok,stop,357,221,0,181,40,[],1.1467446668539196,,UNKNOWN,prices_unknown
r4/api/3/1/bundle_rollout/primary,bundle_rollout,primary,3,1,ok,stop,358,170,128,129,41,[],0.916355875087902,,UNKNOWN,prices_unknown
r4/api/3/2/recheck_joint/primary,recheck_joint,primary,3,2,ok,stop,358,183,0,142,41,[],1.2411013750825077,,UNKNOWN,prices_unknown
r4/api/3/2/bundle_myopic/primary,bundle_myopic,primary,3,2,ok,stop,357,228,0,188,40,[],1.1909371670335531,,UNKNOWN,prices_unknown
r4/api/3/2/bundle_rollout/primary,bundle_rollout,primary,3,2,ok,stop,357,257,0,217,40,[],1.5664887921884656,,UNKNOWN,prices_unknown
r4/api/3/2/age_paced/primary,age_paced,primary,3,2,ok,stop,358,308,0,267,41,[],1.8717532090377063,,UNKNOWN,prices_unknown
r4/api/3/3/bundle_myopic/primary,bundle_myopic,primary,3,3,ok,stop,357,266,0,226,40,[],1.5903114159591496,,UNKNOWN,prices_unknown
r4/api/3/3/bundle_myopic/repeat,bundle_myopic,repeat,3,3,ok,stop,357,200,128,160,40,[],2.092510041082278,,UNKNOWN,prices_unknown
r4/api/3/3/bundle_rollout/primary,bundle_rollout,primary,3,3,ok,stop,357,279,128,239,40,[],1.2521176671143621,,UNKNOWN,prices_unknown
r4/api/3/3/age_paced/primary,age_paced,primary,3,3,ok,stop,357,228,128,188,40,[],1.0365784589666873,,UNKNOWN,prices_unknown
r4/api/3/3/recheck_joint/primary,recheck_joint,primary,3,3,ok,stop,357,248,128,208,40,[],1.214786791941151,,UNKNOWN,prices_unknown
r4/api/3/3/recheck_joint/repeat,recheck_joint,repeat,3,3,ok,stop,357,251,128,211,40,[],1.471064583165571,,UNKNOWN,prices_unknown
r4/api/3/4/bundle_rollout/primary,bundle_rollout,primary,3,4,ok,stop,313,219,128,191,28,[],1.5688254591077566,,UNKNOWN,prices_unknown
r4/api/3/4/age_paced/primary,age_paced,primary,3,4,ok,stop,313,384,128,356,28,[],1.7499904581345618,,UNKNOWN,prices_unknown
r4/api/3/4/recheck_joint/primary,recheck_joint,primary,3,4,ok,stop,313,304,128,276,28,[],1.816543917171657,,UNKNOWN,prices_unknown
r4/api/3/4/bundle_myopic/primary,bundle_myopic,primary,3,4,ok,stop,313,375,128,347,28,[],1.8251121670473367,,UNKNOWN,prices_unknown
r4/api/3/5/age_paced/primary,age_paced,primary,3,5,ok,stop,313,607,128,579,28,[],2.261191708035767,,UNKNOWN,prices_unknown
r4/api/3/5/recheck_joint/primary,recheck_joint,primary,3,5,ok,stop,313,157,128,129,28,[],1.2730693749617785,,UNKNOWN,prices_unknown
r4/api/3/5/bundle_myopic/primary,bundle_myopic,primary,3,5,ok,stop,313,248,128,220,28,[],1.2690898750443012,,UNKNOWN,prices_unknown
r4/api/3/5/bundle_rollout/primary,bundle_rollout,primary,3,5,ok,stop,313,168,128,140,28,[],1.1718202091287822,,UNKNOWN,prices_unknown
r4/api/3/6/recheck_joint/primary,recheck_joint,primary,3,6,ok,stop,357,184,128,144,40,[],1.008315582992509,,UNKNOWN,prices_unknown
r4/api/3/6/bundle_myopic/primary,bundle_myopic,primary,3,6,ok,stop,357,193,128,153,40,[],1.098829499911517,,UNKNOWN,prices_unknown
r4/api/3/6/bundle_rollout/primary,bundle_rollout,primary,3,6,ok,stop,357,249,128,209,40,[],1.5014365001115948,,UNKNOWN,prices_unknown
r4/api/3/6/age_paced/primary,age_paced,primary,3,6,ok,stop,357,247,128,207,40,[],1.6658957081381232,,UNKNOWN,prices_unknown
r4/api/3/7/bundle_myopic/primary,bundle_myopic,primary,3,7,ok,stop,357,151,0,111,40,[],1.2157995000015944,,UNKNOWN,prices_unknown
r4/api/3/7/bundle_rollout/primary,bundle_rollout,primary,3,7,ok,stop,357,255,128,215,40,[],1.656171582872048,,UNKNOWN,prices_unknown
r4/api/3/7/age_paced/primary,age_paced,primary,3,7,ok,stop,357,294,128,254,40,[],1.480113083962351,,UNKNOWN,prices_unknown
r4/api/3/7/recheck_joint/primary,recheck_joint,primary,3,7,ok,stop,357,219,128,179,40,[],1.5904186251573265,,UNKNOWN,prices_unknown
r4/api/4/0/bundle_myopic/primary,bundle_myopic,primary,4,0,ok,stop,332,410,0,364,46,[],2.339450707891956,,UNKNOWN,prices_unknown
r4/api/4/0/recheck_joint/primary,recheck_joint,primary,4,0,ok,stop,331,682,0,637,45,[],2.7519081248901784,,UNKNOWN,prices_unknown
r4/api/4/0/bundle_rollout/primary,bundle_rollout,primary,4,0,ok,stop,331,120,128,75,45,[],1.8487324581947178,,UNKNOWN,prices_unknown
r4/api/4/0/age_paced/primary,age_paced,primary,4,0,ok,stop,331,444,128,399,45,[],2.0065651671029627,,UNKNOWN,prices_unknown
r4/api/4/1/recheck_joint/primary,recheck_joint,primary,4,1,ok,stop,331,272,0,227,45,[],1.7605113750323653,,UNKNOWN,prices_unknown
r4/api/4/1/bundle_rollout/primary,bundle_rollout,primary,4,1,ok,stop,332,216,0,170,46,[],1.3782126249279827,,UNKNOWN,prices_unknown
r4/api/4/1/age_paced/primary,age_paced,primary,4,1,ok,stop,332,714,128,668,46,[],3.523203416960314,,UNKNOWN,prices_unknown
r4/api/4/1/bundle_myopic/primary,bundle_myopic,primary,4,1,ok,stop,332,265,128,219,46,[],1.5380484159104526,,UNKNOWN,prices_unknown
r4/api/4/2/bundle_rollout/primary,bundle_rollout,primary,4,2,ok,stop,332,204,0,158,46,[],1.444747000001371,,UNKNOWN,prices_unknown
r4/api/4/2/age_paced/primary,age_paced,primary,4,2,ok,stop,332,433,128,387,46,[],2.3445112090557814,,UNKNOWN,prices_unknown
r4/api/4/2/bundle_myopic/primary,bundle_myopic,primary,4,2,ok,stop,332,150,128,104,46,[],1.2752428341191262,,UNKNOWN,prices_unknown
r4/api/4/2/recheck_joint/primary,recheck_joint,primary,4,2,ok,stop,332,312,128,266,46,[],1.8686052500270307,,UNKNOWN,prices_unknown
r4/api/4/3/age_paced/primary,age_paced,primary,4,3,ok,stop,313,556,128,528,28,[],2.6642679588403553,,UNKNOWN,prices_unknown
r4/api/4/3/bundle_myopic/primary,bundle_myopic,primary,4,3,ok,stop,313,256,128,228,28,[],1.620454000076279,,UNKNOWN,prices_unknown
r4/api/4/3/bundle_myopic/repeat,bundle_myopic,repeat,4,3,ok,stop,313,228,128,200,28,[],1.1777537500020117,,UNKNOWN,prices_unknown
r4/api/4/3/recheck_joint/primary,recheck_joint,primary,4,3,ok,stop,313,280,0,252,28,[],1.7108023748733103,,UNKNOWN,prices_unknown
r4/api/4/3/recheck_joint/repeat,recheck_joint,repeat,4,3,ok,stop,313,171,128,143,28,[],1.2852657500188798,,UNKNOWN,prices_unknown
r4/api/4/3/bundle_rollout/primary,bundle_rollout,primary,4,3,ok,stop,313,346,128,318,28,[],2.141450833994895,,UNKNOWN,prices_unknown
r4/api/4/4/bundle_myopic/primary,bundle_myopic,primary,4,4,ok,stop,313,478,128,450,28,[],2.646159333176911,,UNKNOWN,prices_unknown
r4/api/4/4/recheck_joint/primary,recheck_joint,primary,4,4,ok,stop,313,292,0,264,28,[],2.4918602500110865,,UNKNOWN,prices_unknown
r4/api/4/4/bundle_rollout/primary,bundle_rollout,primary,4,4,ok,stop,313,270,128,242,28,[],1.6349674998782575,,UNKNOWN,prices_unknown
r4/api/4/4/age_paced/primary,age_paced,primary,4,4,ok,stop,313,226,128,198,28,[],1.1502900831401348,,UNKNOWN,prices_unknown
r4/api/4/5/recheck_joint/primary,recheck_joint,primary,4,5,ok,stop,313,272,0,244,28,[],1.6839234579820186,,UNKNOWN,prices_unknown
r4/api/4/5/bundle_rollout/primary,bundle_rollout,primary,4,5,ok,stop,313,225,128,197,28,[],1.2070723751094192,,UNKNOWN,prices_unknown
r4/api/4/5/age_paced/primary,age_paced,primary,4,5,ok,stop,313,287,128,259,28,[],1.7515555419959128,,UNKNOWN,prices_unknown
r4/api/4/5/bundle_myopic/primary,bundle_myopic,primary,4,5,ok,stop,313,234,128,206,28,[],1.4388830000534654,,UNKNOWN,prices_unknown
r4/api/4/6/bundle_rollout/primary,bundle_rollout,primary,4,6,ok,stop,313,284,128,256,28,[],1.7214475001674145,,UNKNOWN,prices_unknown
r4/api/4/6/age_paced/primary,age_paced,primary,4,6,ok,stop,313,545,128,517,28,[],2.4321971249300987,,UNKNOWN,prices_unknown
r4/api/4/6/bundle_myopic/primary,bundle_myopic,primary,4,6,ok,stop,313,144,128,116,28,[],1.1042714170180261,,UNKNOWN,prices_unknown
r4/api/4/6/recheck_joint/primary,recheck_joint,primary,4,6,ok,stop,313,298,128,270,28,[],1.5190386669710279,,UNKNOWN,prices_unknown
r4/api/4/7/age_paced/primary,age_paced,primary,4,7,ok,stop,332,248,0,202,46,[],1.4311232920736074,,UNKNOWN,prices_unknown
r4/api/4/7/bundle_myopic/primary,bundle_myopic,primary,4,7,ok,stop,332,175,128,129,46,[],1.2203647908754647,,UNKNOWN,prices_unknown
r4/api/4/7/recheck_joint/primary,recheck_joint,primary,4,7,ok,stop,332,310,128,264,46,[],1.5692595411092043,,UNKNOWN,prices_unknown
r4/api/4/7/bundle_rollout/primary,bundle_rollout,primary,4,7,ok,stop,332,207,128,161,46,[],1.459817084018141,,UNKNOWN,prices_unknown
r4/api/5/0/recheck_joint/primary,recheck_joint,primary,5,0,ok,stop,358,208,0,167,41,[],1.3896242079790682,,UNKNOWN,prices_unknown
r4/api/5/0/bundle_myopic/primary,bundle_myopic,primary,5,0,ok,stop,358,190,128,149,41,[],1.2365724998526275,,UNKNOWN,prices_unknown
r4/api/5/0/age_paced/primary,age_paced,primary,5,0,ok,stop,358,239,128,176,63,[],1.4809349589049816,,UNKNOWN,prices_unknown
r4/api/5/0/bundle_rollout/primary,bundle_rollout,primary,5,0,ok,stop,358,303,128,262,41,[],1.6469644161406904,,UNKNOWN,prices_unknown
r4/api/5/1/bundle_myopic/primary,bundle_myopic,primary,5,1,ok,stop,358,237,0,174,63,[],1.4647484999150038,,UNKNOWN,prices_unknown
r4/api/5/1/age_paced/primary,age_paced,primary,5,1,ok,stop,358,220,128,179,41,[],1.822844416135922,,UNKNOWN,prices_unknown
r4/api/5/1/bundle_rollout/primary,bundle_rollout,primary,5,1,ok,stop,358,213,128,172,41,[],1.4267179579474032,,UNKNOWN,prices_unknown
r4/api/5/1/recheck_joint/primary,recheck_joint,primary,5,1,ok,stop,358,192,128,151,41,[],1.3169188748579472,,UNKNOWN,prices_unknown
r4/api/5/2/age_paced/primary,age_paced,primary,5,2,ok,stop,358,241,0,200,41,[],1.784760625101626,,UNKNOWN,prices_unknown
r4/api/5/2/bundle_rollout/primary,bundle_rollout,primary,5,2,ok,stop,358,186,0,145,41,[],1.309901042142883,,UNKNOWN,prices_unknown
r4/api/5/2/recheck_joint/primary,recheck_joint,primary,5,2,ok,stop,358,263,128,222,41,[],1.4736894581001252,,UNKNOWN,prices_unknown
r4/api/5/2/bundle_myopic/primary,bundle_myopic,primary,5,2,ok,stop,358,198,128,157,41,[],1.4326988752000034,,UNKNOWN,prices_unknown
