attempt,logical_id,latency_seconds,response_error,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cached_input_tokens
79,primary_x11_generic/turn_00,1.4554708329960704,,1359,198,1557,137,1024
80,primary_x11_generic/turn_01,1.7130055001471192,,1634,251,1885,114,1408
81,primary_x11_generic/turn_02,1.0091946658212692,,1913,68,1981,12,1664
82,primary_x11_generic/turn_03,1.1042902921326458,,2058,165,2223,39,1920
83,primary_x11_generic/turn_04,0.9866247079335153,,2265,59,2324,8,2048
84,primary_x11_generic/turn_05,2.273205499863252,,2401,500,2901,53,2176
85,primary_x09_both/turn_00,1.14420629106462,,1557,148,1705,74,1152
86,primary_x09_both/turn_01,1.313102584099397,,1846,279,2125,82,1664
87,primary_x09_both/turn_02,1.138638542033732,,2153,116,2269,40,1920
88,primary_x09_both/turn_03,1.4961549160070717,,2404,241,2645,57,2176
89,primary_x09_both/turn_04,1.2184897910337895,,2687,185,2872,79,2432
90,primary_x09_both/turn_05,2.7522875838913023,,3080,547,3627,34,2816
91,primary_x11_intent/turn_00,1.1586606251075864,,1433,134,1567,75,1024
92,primary_x11_intent/turn_01,1.268950334051624,,1644,192,1836,65,1408
93,primary_x11_intent/turn_02,0.7700014999136329,,1864,79,1943,17,1664
94,primary_x11_intent/turn_03,1.7247592920903116,,2020,248,2268,128,1792
95,primary_x11_intent/turn_04,0.8203830411657691,,2310,80,2390,21,2176
96,primary_x11_intent/turn_05,2.2828570830170065,,2467,396,2863,94,2304
97,primary_x05_intent/turn_00,0.8982732500880957,,1410,137,1547,96,1152
98,primary_x05_intent/turn_01,1.2894805828109384,,1605,139,1744,62,1408
99,primary_x05_intent/turn_02,0.9275341248139739,,1772,51,1823,10,1536
100,primary_x05_intent/turn_03,1.0339996670372784,,1881,104,1985,27,1664
101,primary_x05_intent/turn_04,0.9071212499402463,,2028,47,2075,6,1792
102,primary_x05_intent/turn_05,2.605554125038907,,2133,478,2611,33,1920
103,primary_x03_both/turn_00,0.9445747090503573,,1503,77,1580,21,1152
104,primary_x03_both/turn_01,1.6259564580395818,,1695,293,1988,101,1536
105,primary_x03_both/turn_02,0.8532470420468599,,2016,111,2127,50,1792
106,primary_x03_both/turn_03,1.5498960830736905,,2231,217,2448,49,2048
107,primary_x03_both/turn_04,1.2522283329162747,,2491,137,2628,73,2304
108,primary_x03_both/turn_05,1.357726665912196,,2732,190,2922,108,2560
109,primary_x03_both/turn_06,2.1701975830364972,,2980,439,3419,30,2816
110,primary_x07_both/turn_00,1.3253903328441083,,1550,134,1684,49,1152
111,primary_x07_both/turn_01,1.4122522079851478,,1818,334,2152,136,1664
112,primary_x07_both/turn_02,0.9472678748425096,,2194,130,2324,44,2048
113,primary_x07_both/turn_03,1.6008950411342084,,2458,304,2762,85,2304
114,primary_x07_generic/turn_00,0.8877024578396231,,1437,129,1566,57,1024
115,primary_x07_generic/turn_01,1.4737360409926623,,1700,266,1966,73,1536
116,primary_x07_generic/turn_02,1.4498094168957323,,2008,256,2264,139,1792
117,primary_x07_generic/turn_03,1.705131416907534,,2471,322,2793,54,2176
118,primary_x02_generic/turn_00,0.8483405830338597,,1385,80,1465,16,1024
119,primary_x02_generic/turn_01,1.3772023329511285,,1575,256,1831,49,1408
120,primary_x02_generic/turn_02,1.861489542061463,,1859,208,2067,138,1664
121,primary_x02_generic/turn_03,1.6497671250253916,,2177,296,2473,96,1920
122,primary_x02_generic/turn_04,0.9936819581780583,,2516,74,2590,10,2304
123,primary_x02_generic/turn_05,2.2597755000460893,,2700,440,3140,30,2560
124,primary_x05_minimal/turn_00,2.2469862080179155,,1375,187,1562,146,1024
125,primary_x05_minimal/turn_01,1.365992457838729,,1620,154,1774,77,1408
126,primary_x05_minimal/turn_02,0.8042322499677539,,1802,63,1865,22,1664
127,primary_x05_minimal/turn_03,1.2881673329975456,,1923,157,2080,80,1664
128,primary_x05_minimal/turn_04,0.8290336250793189,,2123,49,2172,8,1920
129,primary_x05_minimal/turn_05,2.6194647080264986,,2230,513,2743,78,2048
130,primary_x01_generic/turn_00,0.7426102920435369,,1386,77,1463,16,1024
131,primary_x01_generic/turn_01,1.2589002081658691,,1574,280,1854,77,1408
132,primary_x01_generic/turn_02,1.3395196250639856,,1897,209,2106,118,1664
133,primary_x01_generic/turn_03,1.690371791133657,,2271,263,2534,40,2048
134,primary_x04_generic/turn_00,1.0174676661845297,,1336,181,1517,140,1024
135,primary_x04_generic/turn_01,2.0180695420131087,,1575,132,1707,55,1408
136,primary_x04_generic/turn_02,1.0340092082042247,,1750,47,1797,6,1536
137,primary_x04_generic/turn_03,1.0970130830537528,,1855,198,2053,36,1664
138,primary_x00_generic/turn_00,0.8508084581699222,,1386,74,1460,16,1024
139,primary_x00_generic/turn_01,1.583958667004481,,1571,235,1806,40,1408
140,primary_x00_generic/turn_02,1.1239326670765877,,1849,109,1958,21,1664
141,primary_x00_generic/turn_03,1.8551912498660386,,2123,284,2407,46,1920
142,primary_x10_intent/turn_00,1.5760627498384565,,1433,201,1634,159,1152
143,primary_x10_intent/turn_01,1.0756386250723153,,1711,128,1839,48,1536
144,primary_x10_intent/turn_02,1.0208038750570267,,1881,42,1923,0,1664
145,primary_x10_intent/turn_03,1.9997485000640154,,2000,352,2352,28,1792
146,primary_x06_minimal/turn_00,1.2967520840466022,,1476,93,1569,21,1024
147,primary_x06_minimal/turn_01,1.8564959168434143,,1703,341,2044,146,1536
148,primary_x06_minimal/turn_02,1.0343345839064568,,2086,98,2184,46,1920
149,primary_x06_minimal/turn_03,1.7457532919943333,,2261,242,2503,39,2048
150,primary_x01_minimal/turn_00,1.8692987500689924,,1425,233,1658,192,1024
151,primary_x01_minimal/turn_01,1.1682605419773608,,1769,185,1954,33,1536
152,primary_x01_minimal/turn_02,0.7367633329704404,,1997,70,2067,29,1792
153,primary_x01_minimal/turn_03,1.6342220001388341,,2178,182,2360,35,1920
154,primary_x02_minimal/turn_00,1.129894666839391,,1424,119,1543,57,1024
155,primary_x02_minimal/turn_01,1.9312285839114338,,1653,293,1946,101,1408
156,primary_x02_minimal/turn_02,1.0507537499070168,,1974,128,2102,34,1792
157,primary_x02_minimal/turn_03,1.231095083989203,,2266,215,2481,44,2048
158,primary_x02_minimal/turn_04,1.1492208749987185,,2524,100,2624,19,2304
159,primary_x02_minimal/turn_05,1.6509857079945505,,2788,208,2996,23,2560
160,primary_x08_minimal/turn_00,0.723016208037734,,1482,91,1573,14,1024
161,primary_x08_minimal/turn_01,4.372500750003383,,1713,266,1979,68,1536
162,primary_x08_minimal/turn_02,1.4685177088249475,,2007,155,2162,45,1792
163,primary_x08_minimal/turn_03,1.6597576248459518,,2375,253,2628,47,2048
164,primary_x08_minimal/turn_04,1.1291516670025885,,2670,58,2728,8,2432
165,primary_x08_minimal/turn_05,2.154125083005056,,2805,331,3136,40,2560
166,primary_x10_generic/turn_00,1.3455142921302468,,1359,129,1488,87,1024
167,primary_x10_generic/turn_01,1.3068081659730524,,1565,142,1707,62,1408
168,primary_x10_generic/turn_02,0.9582534998189658,,1749,42,1791,0,1536
169,primary_x10_generic/turn_03,1.5216769590042531,,1868,205,2073,19,1664
170,primary_x03_minimal/turn_00,1.2038112918380648,,1429,118,1547,58,1024
171,primary_x03_minimal/turn_01,1.8523058751598,,1662,303,1965,111,1408
172,primary_x03_minimal/turn_02,2.018832250032574,,1993,87,2080,22,1792
173,primary_x03_minimal/turn_03,1.3499830830842257,,2184,203,2387,41,2048
174,primary_x03_minimal/turn_04,1.0612653749994934,,2430,75,2505,18,2176
175,primary_x03_minimal/turn_05,2.2745724588166922,,2609,403,3012,58,2432
176,primary_x00_intent/turn_00,0.9599579591304064,,1460,76,1536,14,1152
177,primary_x00_intent/turn_01,1.5445402499753982,,1647,240,1887,66,1408
178,primary_x00_intent/turn_02,1.191658291965723,,1930,128,2058,62,1792
179,primary_x00_intent/turn_03,1.695695250062272,,2169,257,2426,54,1920
180,primary_x02_intent/turn_00,0.8798482918646187,,1459,107,1566,46,1152
181,primary_x02_intent/turn_01,1.5979422088712454,,1676,292,1968,99,1536
182,primary_x02_intent/turn_02,1.3787889168597758,,1996,182,2178,91,1792
183,primary_x02_intent/turn_03,1.6101591661572456,,2342,297,2639,99,2176
184,primary_x02_intent/turn_04,0.9292357079684734,,2682,101,2783,11,2432
185,primary_x02_intent/turn_05,2.4391975000035018,,2947,505,3452,37,2688
186,primary_x02_both/turn_00,1.0638240419793874,,1498,131,1629,71,1152
187,primary_x02_both/turn_01,1.9624850419349968,,1739,304,2043,113,1536
188,primary_x02_both/turn_02,1.6052001670468599,,2071,173,2244,78,1920
189,primary_x02_both/turn_03,1.3888670830056071,,2408,267,2675,87,2176
190,primary_x02_both/turn_04,0.9567906251177192,,2718,115,2833,47,2560
191,primary_x02_both/turn_05,3.3651345409452915,,2943,655,3598,120,2688
192,primary_x08_generic/turn_00,1.0912272499408573,,1443,130,1573,49,1024
193,primary_x08_generic/turn_01,2.248466999968514,,1713,438,2151,246,1536
194,primary_x08_generic/turn_02,1.7117265418637544,,2193,257,2450,151,2048
195,primary_x08_generic/turn_03,7.9933348330669105,,2663,1772,4435,1198,2432
196,primary_x10_minimal/turn_00,0.8981765829958022,,1398,120,1518,78,1024
197,primary_x10_minimal/turn_01,1.1545082908123732,,1595,137,1732,57,1408
198,primary_x10_minimal/turn_02,0.6093204999342561,,1774,49,1823,7,1536
199,primary_x10_minimal/turn_03,2.2522482499480247,,1900,414,2314,78,1664
200,primary_x09_intent/turn_00,0.671256833942607,,1518,135,1653,61,1152
201,primary_x09_intent/turn_01,1.8570926669053733,,1794,268,2062,66,1536
202,primary_x09_intent/turn_02,1.1666466251481324,,2090,94,2184,13,1920
203,primary_x09_intent/turn_03,1.4326904169283807,,2319,294,2613,87,2176
204,primary_x09_intent/turn_04,1.529487167019397,,2655,209,2864,67,2432
205,primary_x09_intent/turn_05,2.9427132920827717,,3145,584,3729,101,2816
206,primary_x04_both/turn_00,1.128035708097741,,1449,154,1603,101,1152
207,primary_x04_both/turn_01,1.7075128329452127,,1661,237,1898,112,1408
208,primary_x04_both/turn_02,0.9263252499513328,,1941,73,2014,23,1792
209,primary_x04_both/turn_03,1.4925991669297218,,2072,199,2271,32,1920
210,primary_x09_generic/turn_00,1.1293877500575036,,1444,153,1597,74,1024
211,primary_x09_generic/turn_01,1.414266792126,,1738,341,2079,121,1536
212,primary_x09_generic/turn_02,0.9899625410325825,,2107,97,2204,19,1920
213,primary_x09_generic/turn_03,1.766809165943414,,2339,367,2706,162,2176
214,primary_x09_generic/turn_04,1.2786123750265688,,2748,143,2891,34,2560
215,primary_x09_generic/turn_05,4.0371480830945075,,3099,816,3915,290,2816
216,primary_x01_both/turn_00,0.9856323339045048,,1499,102,1601,42,1152
217,primary_x01_both/turn_01,1.595604124944657,,1712,329,2041,112,1536
218,primary_x01_both/turn_02,0.924986083060503,,2084,131,2215,34,1920
219,primary_x01_both/turn_03,2.3056030408479273,,2380,449,2829,54,2176
220,primary_x01_intent/turn_00,0.6365367500111461,,1460,66,1526,14,1152
221,primary_x01_intent/turn_01,1.1495209170971066,,1637,258,1895,61,1408
222,primary_x01_intent/turn_02,0.7402694169431925,,1938,124,2062,33,1792
223,primary_x01_intent/turn_03,1.9102466248441488,,2227,387,2614,47,2048
224,primary_x04_intent/turn_00,1.246659958967939,,1410,169,1579,128,1152
225,primary_x04_intent/turn_01,1.1814269998576492,,1637,102,1739,25,1408
226,primary_x04_intent/turn_02,1.048911334015429,,1782,47,1829,6,1536
227,primary_x04_intent/turn_03,1.4745577920693904,,1887,225,2112,45,1664
228,primary_x04_minimal/turn_00,1.6401756249833852,,1375,212,1587,171,1024
229,primary_x04_minimal/turn_01,1.1500668749213219,,1645,133,1778,56,1408
230,primary_x04_minimal/turn_02,0.7775078329723328,,1821,46,1867,5,1664
231,primary_x04_minimal/turn_03,1.4642466669902205,,1925,167,2092,0,1664
232,primary_x03_generic/turn_00,1.0277743330225348,,1390,77,1467,13,1024
233,primary_x03_generic/turn_01,1.6964942910708487,,1582,284,1866,74,1408
234,primary_x03_generic/turn_02,1.1815028749406338,,1894,93,1987,30,1664
235,primary_x03_generic/turn_03,1.3254815000109375,,2091,233,2324,52,1920
236,primary_x03_generic/turn_04,1.0939461670350283,,2367,106,2473,18,2176
237,primary_x03_generic/turn_05,2.666446957970038,,2631,542,3173,65,2432
