condition,menu,left,right,mean_runtime_j_delta,ci_low,ci_high,left_better_streams,tied_streams,left_worse_streams,training_panels,evaluation_streams,inference
data_shift,shared,decision_16,random_16,0.2140625,0.0,0.5203125000000001,0,30,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared,decision_32,random_32,0.2140625,0.0,0.55,0,30,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared,decision_16,occupancy_16,0.0,0.0,0.0,0,32,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared,decision_32,occupancy_32,0.0921875,0.0,0.27656250000000004,0,31,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared,decision_16,full_joint,0.0921875,0.0,0.27656250000000004,0,31,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared,decision_32,full_joint,0.0921875,0.0,0.27656250000000004,0,31,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,single_only,single_only,-0.37812499999999993,-0.6875390625,-0.1280859375000002,9,23,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,full_joint,full_joint,-0.40937500000000004,-0.7234765625,-0.15625,10,21,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,random_16,random_16,-0.4125,-0.721875,-0.1625,10,22,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,random_32,random_32,-0.40937500000000004,-0.721875,-0.1546875,10,21,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,occupancy_16,occupancy_16,-0.4125,-0.7219140625,-0.1609375,10,22,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,occupancy_32,occupancy_32,-0.4125,-0.7234765625,-0.1625,10,22,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,decision_16,decision_16,-0.38125,-0.690625,-0.1296875,9,23,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,decision_32,decision_32,-0.4125,-0.7234375,-0.16246093750000018,10,22,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,any_exact,any_exact,-0.3203125,-0.6906640625,0.026562500000000003,12,15,5,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
matched,shared_minus_single,never,never,0.0,0.0,0.0,0,32,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,single_only,single_only,-0.0015625,-0.00625,0.003125,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,full_joint,full_joint,0.0015625,-0.004687500000000001,0.010937500000000001,2,28,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,random_16,random_16,-0.0015625,-0.00625,0.003125,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,random_32,random_32,0.0015625,-0.004687500000000001,0.0109375,2,28,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,occupancy_16,occupancy_16,-0.0015625,-0.0078125,0.0031250000000000006,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,occupancy_32,occupancy_32,-0.0015625,-0.00625,0.0031250000000000006,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,decision_16,decision_16,-0.0015625,-0.00625,0.0031250000000000006,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,decision_32,decision_32,-0.0015625,-0.00625,0.0031250000000000006,2,29,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,any_exact,any_exact,-0.003125,-0.0078125,0.0,2,30,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
no_drift,shared_minus_single,never,never,0.0,0.0,0.0,0,32,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,single_only,single_only,-0.44999999999999996,-0.8859374999999999,-0.103125,14,15,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,full_joint,full_joint,-0.5421874999999999,-0.981328125,-0.1703125,15,14,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,random_16,random_16,-0.48124999999999996,-0.9172265625,-0.109375,15,14,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,random_32,random_32,-0.48124999999999996,-0.8921874999999999,-0.13749999999999998,15,14,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,occupancy_16,occupancy_16,-0.5109374999999999,-0.946875,-0.16199218750000277,15,14,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,occupancy_32,occupancy_32,-0.47812499999999997,-0.8828125,-0.13433593750000017,14,15,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,decision_16,decision_16,-0.44999999999999996,-0.8594140625,-0.09996093750000022,14,15,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,decision_32,decision_32,-0.5109374999999999,-0.9515624999999999,-0.1671875,15,14,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,any_exact,any_exact,-0.44843749999999993,-0.8531250000000001,-0.06875,15,11,6,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
fast_drift,shared_minus_single,never,never,0.0,0.0,0.0,0,32,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,single_only,single_only,-0.17031249999999998,-0.5422265625,0.2390625,13,16,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,full_joint,full_joint,-0.26249999999999996,-0.5687890624999999,0.0515625,13,17,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,random_16,random_16,-0.26249999999999996,-0.5734375,0.07347656249999977,13,17,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,random_32,random_32,-0.26249999999999996,-0.6015625,0.050117187499999376,13,17,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,occupancy_16,occupancy_16,-0.17031249999999998,-0.54375,0.20472656249999985,13,16,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,occupancy_32,occupancy_32,-0.26249999999999996,-0.6046875,0.05312499999999998,13,17,2,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,decision_16,decision_16,-0.17031249999999998,-0.5421874999999999,0.2265625,13,16,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,decision_32,decision_32,-0.17031249999999998,-0.5672265624999999,0.2328125,13,16,3,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,any_exact,any_exact,-0.35312499999999997,-0.6968749999999999,-0.0390234375000002,13,18,1,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
data_shift,shared_minus_single,never,never,0.0,0.0,0.0,0,32,0,4,32,descriptive_conditional_on_four_fitted_panels_not_confirmatory
