stream,step,method,regime,order_index,probe_count,proxy_probe_cost_NOT_CURRENCY,local_planning_seconds,local_probe_seconds,local_tool_seconds,plan_request_payload_sha256,amount_status,endpoint_status,stale_related,missing_related,plan_schema_valid_recomputed,answer_schema_valid,interface_failure,json_parse_failure,truncated,missing_call_records,answer_value_correct,end_to_end_success,reference_executor_correct,plan_follows_supplied_memory,answer_follows_tool_and_plan,stale_propagation_consistent,diagnostic_note
0,5,always,no_drift,1,2,0.36,3.262516111135483e-05,3.345799632370472e-05,0.00015974999405443668,d29af9b5d58ec52e041372926e8461d90b87b0d2c8b5a02c287cc10b4d4ac121,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,5,myopic,no_drift,3,0,0.0,0.00013433396816253662,9.499955922365189e-06,6.954185664653778e-05,b910e9383f36ad533c77f573a070000294bedec421dd4eae01c5080223861d34,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,5,never,no_drift,4,0,0.0,3.7499703466892242e-06,2.9578804969787598e-06,3.279210068285465e-05,4b8016f94e6749121f5671c27be801e8c711bf6a4962b25759ff966fbeaef5f2,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,5,recheck,no_drift,2,0,0.0,0.0002504168078303337,4.458008334040642e-06,5.141599103808403e-05,b910e9383f36ad533c77f573a070000294bedec421dd4eae01c5080223861d34,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,5,ttl,no_drift,0,2,0.36,3.1207920983433723e-05,2.6042107492685318e-05,4.775007255375385e-05,d29af9b5d58ec52e041372926e8461d90b87b0d2c8b5a02c287cc10b4d4ac121,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,6,always,no_drift,0,2,0.36,8.037500083446503e-05,3.4125056117773056e-05,1.8458813428878784e-05,6de2b52373275f45b8caef3752783613549af9e0a45d74a41cd516fbfac9123a,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,6,myopic,no_drift,2,0,0.0,3.55839729309082e-05,4.665926098823547e-06,2.0833918824791908e-05,1ef38a8f361dd8397328b6f10a40668e518e412146aa92b6743bcd4716eeefc2,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,6,never,no_drift,3,0,0.0,6.00004568696022e-06,6.875023245811462e-06,3.629201091825962e-05,e268983028a629de19ff2b999379f4fc315d6bdb112a296c61f6f10a561c0ab9,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,6,recheck,no_drift,1,0,0.0,0.00027829199098050594,6.6659413278102875e-06,3.329198807477951e-05,1ef38a8f361dd8397328b6f10a40668e518e412146aa92b6743bcd4716eeefc2,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,6,ttl,no_drift,4,0,0.0,1.2167030945420265e-05,1.1375173926353455e-05,3.624986857175827e-05,ab5bd5eb7a252f24a1b7d88cc2c7450be737e69247325ed3ba086986d12edd19,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,7,always,no_drift,4,2,0.36,9.275018237531185e-05,5.033286288380623e-05,4.333397373557091e-05,b26aa31c161c9a8bdf59ed86eb305495cca95d365d5ec71ea972d44531317f14,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,7,myopic,no_drift,1,1,0.18,0.0002180000301450491,4.370789974927902e-05,0.00010662502609193325,09d2af87f13a6b737db2054b46366c9d302c0a49afc1308437ddaf39500d7402,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,7,never,no_drift,2,0,0.0,7.00005330145359e-06,1.0457821190357208e-05,5.074986256659031e-05,cdad5567c615a2cab94b857771c6ee30deb4765895c7fd27199f2342354ebc4d,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,7,recheck,no_drift,0,1,0.18,5.6666089221835136e-05,1.3082986697554588e-05,0.00017099990509450436,09d2af87f13a6b737db2054b46366c9d302c0a49afc1308437ddaf39500d7402,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,7,ttl,no_drift,3,0,0.0,1.787487417459488e-05,1.8083956092596054e-05,7.26659782230854e-05,a646771cc6e16fe2a09e2210bb7426cc722102f89e766f913f3f0d0986add07c,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,8,always,no_drift,3,2,0.36,3.437488339841366e-05,0.00011895806528627872,7.27078877389431e-05,01be1fde93e277b69e7df7cce891262a8bf09094205153a15912524ad4734a5a,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,8,myopic,no_drift,0,1,0.18,5.124998278915882e-05,2.4124979972839355e-05,4.183291457593441e-05,e53e0349836fb824586c77a8eb4c9e0222b804fbe6444ccd35a09b67973a4c45,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,8,never,no_drift,1,0,0.0,9.95909795165062e-06,1.6582896932959557e-05,5.579087883234024e-05,37b4aae86faec71ee311f6d44e348f08f30da213ed03d0be3191ff12574c6ee0,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,8,recheck,no_drift,4,1,0.18,0.00015895790420472622,3.804219886660576e-05,6.200000643730164e-05,e53e0349836fb824586c77a8eb4c9e0222b804fbe6444ccd35a09b67973a4c45,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,8,ttl,no_drift,2,2,0.36,1.6208039596676826e-05,6.179115734994411e-05,5.2957795560359955e-05,01be1fde93e277b69e7df7cce891262a8bf09094205153a15912524ad4734a5a,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,9,always,no_drift,2,2,0.36,7.737497799098492e-05,5.408283323049545e-05,6.716698408126831e-05,46d97960d30fa09cca703fb6b60e661af313426bf9df5f4676621a3a3de62ea5,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,9,myopic,no_drift,4,1,0.18,0.00010616704821586609,2.3665837943553925e-05,6.591598503291607e-05,ce7cd1c0b7e7f2533fd1df550151eb793412def82be35bd620ec0b91291b25b7,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,9,never,no_drift,0,0,0.0,6.1248429119586945e-06,7.3749106377363205e-06,3.5708071663975716e-05,ec7404dedd84a4d29b71cadecde30f33481a0c9eaf87d576c0405d8bda4ea6d7,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,9,recheck,no_drift,3,1,0.18,5.374988541007042e-05,3.629201091825962e-05,5.66667877137661e-05,ce7cd1c0b7e7f2533fd1df550151eb793412def82be35bd620ec0b91291b25b7,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,9,ttl,no_drift,1,0,0.0,1.0249903425574303e-05,1.7707934603095055e-05,4.754099063575268e-05,024a9a78f062038f701ae78b6271f429933a5e19d68b631a20e2620361198dc1,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,10,always,no_drift,1,2,0.36,1.3875076547265053e-05,3.2916897907853127e-05,5.466700531542301e-05,573434770142ccd799f492031fbffffa787bf4efbe08252a06918383bbb6f908,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,10,myopic,no_drift,3,1,0.18,3.437488339841366e-05,2.5625107809901237e-05,5.124998278915882e-05,0f06c971b56a6a149f2de3192b9d1a1beded91089c58fb6aa5cf2c4a37316e83,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,10,never,no_drift,4,0,0.0,1.1458061635494232e-05,1.1333031579852104e-05,4.891701973974705e-05,a6be1ef8203fc13f9d1a7bd1b7b1cea96f26a0d46123871f56e305333686aa30,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,10,recheck,no_drift,2,1,0.18,0.00020054099150002003,5.5499840527772903e-05,4.075001925230026e-05,0f06c971b56a6a149f2de3192b9d1a1beded91089c58fb6aa5cf2c4a37316e83,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,10,ttl,no_drift,0,0,0.0,1.3666925951838493e-05,1.550000160932541e-05,0.0001166248694062233,c85940aef43369c66702386ae21d1b6c828350db38bdefc0ee9ce6fb178c6da5,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,11,always,no_drift,0,2,0.36,0.00016479194164276123,4.424992948770523e-05,3.9499951526522636e-05,fd9fcfa9d9a3f910025f53bffd6ed759e5a1ed1167b1bb5a67b8e5ae71978eb5,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,11,myopic,no_drift,2,1,0.18,3.291713073849678e-05,2.9042130336165428e-05,7.704086601734161e-05,2bc0d77e2f18f1cced0034279711389ddb1422c0a0f557c56f6c839ea2f0e058,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,11,never,no_drift,3,0,0.0,7.417052984237671e-06,7.375143468379974e-06,6.050011143088341e-05,d7982f0ec7b8e3445f55b62b188480e19397b69689cd772642f65f40e1c9e3b9,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,11,recheck,no_drift,1,1,0.18,5.633290857076645e-05,3.6499928683042526e-05,5.2708201110363007e-05,2bc0d77e2f18f1cced0034279711389ddb1422c0a0f557c56f6c839ea2f0e058,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
0,11,ttl,no_drift,4,2,0.36,3.808317705988884e-05,4.791608080267906e-05,6.11250288784504e-05,fd9fcfa9d9a3f910025f53bffd6ed759e5a1ed1167b1bb5a67b8e5ae71978eb5,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,0,always,hidden_drift,4,2,0.36,1.654098741710186e-05,5.9542013332247734e-05,5.462486296892166e-05,3fb77991090c37bc16229ebb195e0dbbf1ebc1448ec7b774fab35ed0cc81ffcb,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,0,myopic,hidden_drift,0,0,0.0,3.595789894461632e-05,1.4042016118764877e-05,0.0001307909842580557,82f85ee890ba6c86d1586b798d149c346671006cf4bf75addad078509fe9f827,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,0,never,hidden_drift,1,0,0.0,4.833098500967026e-06,5.62518835067749e-06,5.541602149605751e-05,82f85ee890ba6c86d1586b798d149c346671006cf4bf75addad078509fe9f827,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,0,recheck,hidden_drift,3,0,0.0,0.0001424162182956934,9.832903742790222e-06,6.962497718632221e-05,82f85ee890ba6c86d1586b798d149c346671006cf4bf75addad078509fe9f827,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,0,ttl,hidden_drift,2,0,0.0,7.583992555737495e-06,4.875008016824722e-06,7.27921724319458e-05,82f85ee890ba6c86d1586b798d149c346671006cf4bf75addad078509fe9f827,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,1,always,hidden_drift,3,2,0.36,0.00012125005014240742,6.54999166727066e-05,4.087504930794239e-05,837f4aa8dbdaeed8186eead95f1e000ecc9aa946f064cb012fca3492ec720613,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,1,myopic,hidden_drift,4,2,0.36,0.0001662911381572485,5.308398976922035e-05,4.691607318818569e-05,837f4aa8dbdaeed8186eead95f1e000ecc9aa946f064cb012fca3492ec720613,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,1,never,hidden_drift,0,0,0.0,4.458939656615257e-06,5.749985575675964e-06,5.5582961067557335e-05,4df8578514d5103537f997aadc64ab99bda281abe32129fc0a4988e87063f9c8,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,1,recheck,hidden_drift,2,2,0.36,0.00019449996761977673,6.52919989079237e-05,5.829194560647011e-05,837f4aa8dbdaeed8186eead95f1e000ecc9aa946f064cb012fca3492ec720613,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,1,ttl,hidden_drift,1,0,0.0,4.0291110053658485e-05,5.292007699608803e-06,5.070888437330723e-05,4df8578514d5103537f997aadc64ab99bda281abe32129fc0a4988e87063f9c8,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,2,always,hidden_drift,2,2,0.36,1.812516711652279e-05,5.383300594985485e-05,5.979207344353199e-05,acec813b4867c1f55280710ce95f483521b35fd6d85d00270ae2b6351f554c45,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,2,myopic,hidden_drift,3,0,0.0,6.720796227455139e-05,8.95792618393898e-06,7.612491026520729e-05,2d806fad9b5c4aa0e05d62499455c89b07b5885d940e5aca10923fd07cd9a11c,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,2,never,hidden_drift,4,0,0.0,1.733400858938694e-05,1.6249949112534523e-05,6.908411160111427e-05,00cfd3e20f8ba22203df24cfbc5a6076100685bd37cecec1e1e14504a624886e,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,2,recheck,hidden_drift,1,0,0.0,6.245891563594341e-05,6.791902706027031e-06,5.033309571444988e-05,2d806fad9b5c4aa0e05d62499455c89b07b5885d940e5aca10923fd07cd9a11c,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,2,ttl,hidden_drift,0,2,0.36,1.5208963304758072e-05,3.1125033274292946e-05,3.3207936212420464e-05,acec813b4867c1f55280710ce95f483521b35fd6d85d00270ae2b6351f554c45,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,3,always,hidden_drift,1,2,0.36,0.0001258340198546648,6.083305925130844e-05,5.575013346970081e-05,16877d18d07c0c979f433b3bb4aa013ac22ca1aed98f5c1ce056db9fba7a87b0,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,3,myopic,hidden_drift,2,2,0.36,7.583294063806534e-05,2.837507054209709e-05,4.575005732476711e-05,16877d18d07c0c979f433b3bb4aa013ac22ca1aed98f5c1ce056db9fba7a87b0,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,3,never,hidden_drift,3,0,0.0,6.9998204708099365e-06,8.00006091594696e-06,5.6916847825050354e-05,19fed0f3fbd6ccea49315a7779bec87e346bf63073f605cba8afd83e67a06c39,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,3,recheck,hidden_drift,0,2,0.36,0.0002772500738501549,2.691592089831829e-05,4.570907913148403e-05,16877d18d07c0c979f433b3bb4aa013ac22ca1aed98f5c1ce056db9fba7a87b0,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,3,ttl,hidden_drift,4,0,0.0,1.929188147187233e-05,6.292015314102173e-06,4.9291178584098816e-05,9ce7abe5bdc4062d59541df984cf40f039c2b607cd35fee8d3de04dd7c1bf5ce,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,4,always,hidden_drift,0,2,0.36,2.437504008412361e-05,3.0291033908724785e-05,6.487499922513962e-05,faa3dc0d4dca8d8e26f166759705c8dcd57b336b69ea4479f0f8dd062a61d8e0,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,4,myopic,hidden_drift,1,0,0.0,5.512498319149017e-05,8.417060598731041e-06,5.608284845948219e-05,81695d194377393b037dd304995bc70e82e6cf67f794d7604b0f6bf0d0ec296b,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,4,never,hidden_drift,2,0,0.0,3.5420525819063187e-06,3.375113010406494e-06,7.44168646633625e-05,91f6762fe1fb2031e1ab1d380f5066717b15f35c1988bbfc76b0f02b5e775db5,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
1,4,recheck,hidden_drift,4,0,0.0,0.0001260829158127308,1.2458069249987602e-05,6.487499922513962e-05,81695d194377393b037dd304995bc70e82e6cf67f794d7604b0f6bf0d0ec296b,fresh,fresh,False,False,True,True,False,False,False,0,True,True,True,True,True,False,Axes are observational; coincident staleness and error do not by themselves prove causality.
