condition,seed,method,success,task_loss,probes_per_task,objective,cpu_ms,tasks
no_drift,20008,recheck,1.0,0.0,0.05,0.006,1.387241999964317,80
no_drift,20009,never,1.0,0.0,0.05,0.006,0.9200010000540715,80
no_drift,20009,fresh,1.0,0.0,1.525,0.183,1.0148229999913383,80
no_drift,20009,myopic,1.0,0.0,0.05,0.006,0.9913879999885467,80
no_drift,20009,recheck,1.0,0.0,0.05,0.006,1.3867810000647296,80
no_drift,20010,never,1.0,0.0,0.05,0.006,0.9119280000504659,80
no_drift,20010,fresh,1.0,0.0,1.5375,0.1845,1.0688539999819113,80
no_drift,20010,myopic,1.0,0.0,0.05,0.006,0.9869710000884879,80
no_drift,20010,recheck,1.0,0.0,0.05,0.006,1.3476430000309847,80
no_drift,20011,never,1.0,0.0,0.05,0.006,0.9554639999578285,80
no_drift,20011,fresh,1.0,0.0,0.75,0.09,0.9912579999991067,80
no_drift,20011,myopic,1.0,0.0,0.05,0.006,0.9828649999690242,80
no_drift,20011,recheck,1.0,0.0,0.05,0.006,1.4665510000213544,80
no_drift,20012,never,1.0,0.0,0.05,0.006,0.9247980000282041,80
no_drift,20012,fresh,1.0,0.0,1.3625,0.1635,0.9987589999127522,80
no_drift,20012,myopic,1.0,0.0,0.05,0.006,1.0107070000913154,80
no_drift,20012,recheck,1.0,0.0,0.05,0.006,1.3611929999797212,80
no_drift,20013,never,1.0,0.0,0.05,0.006,0.9341119999817238,80
no_drift,20013,fresh,1.0,0.0,1.3375,0.1605,1.0366159999648517,80
no_drift,20013,myopic,1.0,0.0,0.05,0.006,0.982074000035027,80
no_drift,20013,recheck,1.0,0.0,0.05,0.006,1.3462599999911617,80
no_drift,20014,never,1.0,0.0,0.05,0.006,0.9399799999982861,80
no_drift,20014,fresh,1.0,0.0,1.1875,0.14250000000000002,0.9945130000232894,80
no_drift,20014,myopic,1.0,0.0,0.05,0.006,0.9872709999854123,80
no_drift,20014,recheck,1.0,0.0,0.05,0.006,1.5522099999998318,80
no_drift,20015,never,1.0,0.0,0.05,0.006,0.9368260000428563,80
no_drift,20015,fresh,1.0,0.0,1.35,0.16199999999999998,1.0873220001030859,80
no_drift,20015,myopic,1.0,0.0,0.05,0.006,1.0212419999788835,80
no_drift,20015,recheck,1.0,0.0,0.05,0.006,1.3576369999555027,80
no_drift,20016,never,1.0,0.0,0.05,0.006,1.0136510001075294,80
no_drift,20016,fresh,1.0,0.0,1.2625,0.1515,1.0296750000406973,80
no_drift,20016,myopic,1.0,0.0,0.05,0.006,0.9919679999939035,80
no_drift,20016,recheck,1.0,0.0,0.05,0.006,1.4308869999695162,80
no_drift,20017,never,1.0,0.0,0.05,0.006,1.0469619999184943,80
no_drift,20017,fresh,1.0,0.0,1.125,0.13499999999999998,1.042385000005197,80
no_drift,20017,myopic,1.0,0.0,0.05,0.006,1.054372999988118,80
no_drift,20017,recheck,1.0,0.0,0.05,0.006,1.6109469999037174,80
no_drift,20018,never,1.0,0.0,0.05,0.006,0.9299960000817009,80
no_drift,20018,fresh,1.0,0.0,1.3,0.156,1.0848680000208333,80
no_drift,20018,myopic,1.0,0.0,0.05,0.006,1.0097159999986616,80
no_drift,20018,recheck,1.0,0.0,0.05,0.006,1.6172969999388442,80
no_drift,20019,never,1.0,0.0,0.05,0.006,0.9501460000365114,80
no_drift,20019,fresh,1.0,0.0,1.1375,0.1365,1.002985000013723,80
no_drift,20019,myopic,1.0,0.0,0.05,0.006,0.983134999955837,80
no_drift,20019,recheck,1.0,0.0,0.05,0.006,1.7116189999342168,80
no_drift,20020,never,1.0,0.0,0.05,0.006,0.9406720000697533,80
no_drift,20020,fresh,1.0,0.0,1.05,0.126,1.0003119999737464,80
no_drift,20020,myopic,1.0,0.0,0.05,0.006,1.0041870000350173,80
no_drift,20020,recheck,1.0,0.0,0.05,0.006,1.3705559999834804,80
no_drift,20021,never,1.0,0.0,0.05,0.006,0.8965559999296602,80
no_drift,20021,fresh,1.0,0.0,1.125,0.13499999999999998,1.0423049999417344,80
no_drift,20021,myopic,1.0,0.0,0.05,0.006,0.9845079999877271,80
no_drift,20021,recheck,1.0,0.0,0.05,0.006,1.3420340000038777,80
no_drift,20022,never,1.0,0.0,0.05,0.006,0.9400899999718604,80
no_drift,20022,fresh,1.0,0.0,0.75,0.09,1.028713999971842,80
no_drift,20022,myopic,1.0,0.0,0.05,0.006,0.985248999995747,80
no_drift,20022,recheck,1.0,0.0,0.05,0.006,1.5775570000187145,80
no_drift,20023,never,1.0,0.0,0.05,0.006,0.9193900000354915,80
no_drift,20023,fresh,1.0,0.0,2.075,0.24899999999999997,1.2618929999916872,80
no_drift,20023,myopic,1.0,0.0,0.05,0.006,1.1378879999028868,80
no_drift,20023,recheck,1.0,0.0,0.05,0.006,1.346731000012369,80
no_drift,20024,never,1.0,0.0,0.05,0.006,0.92602999995961,80
no_drift,20024,fresh,1.0,0.0,0.95,0.11399999999999999,1.0257390000560918,80
no_drift,20024,myopic,1.0,0.0,0.05,0.006,1.0068509999427988,80
no_drift,20024,recheck,1.0,0.0,0.05,0.006,1.3416929999721106,80
no_drift,20025,never,1.0,0.0,0.05,0.006,0.9467309999990903,80
no_drift,20025,fresh,1.0,0.0,1.625,0.195,1.0093050000250514,80
no_drift,20025,myopic,1.0,0.0,0.05,0.006,0.9848680000459353,80
no_drift,20025,recheck,1.0,0.0,0.05,0.006,1.38602999993509,80
no_drift,20026,never,1.0,0.0,0.05,0.006,0.9200609999879816,80
no_drift,20026,fresh,1.0,0.0,1.2125,0.1455,1.0085440000011658,80
no_drift,20026,myopic,1.0,0.0,0.05,0.006,1.0162350000655351,80
no_drift,20026,recheck,1.0,0.0,0.05,0.006,1.365619000011975,80
no_drift,20027,never,1.0,0.0,0.05,0.006,0.917597000011483,80
no_drift,20027,fresh,1.0,0.0,0.625,0.075,1.015283000015188,80
no_drift,20027,myopic,1.0,0.0,0.05,0.006,0.9809829999767317,80
no_drift,20027,recheck,1.0,0.0,0.05,0.006,1.342464000003929,80
no_drift,20028,never,1.0,0.0,0.05,0.006,0.9377469999662935,80
no_drift,20028,fresh,1.0,0.0,1.0125,0.12149999999999998,1.0165060000417725,80
no_drift,20028,myopic,1.0,0.0,0.05,0.006,1.0028849999343947,80
no_drift,20028,recheck,1.0,0.0,0.05,0.006,1.3699260000521463,80
no_drift,20029,never,1.0,0.0,0.05,0.006,0.9546129999762343,80
no_drift,20029,fresh,1.0,0.0,0.925,0.11099999999999999,0.9986889999709092,80
no_drift,20029,myopic,1.0,0.0,0.05,0.006,1.005298999984916,80
no_drift,20029,recheck,1.0,0.0,0.05,0.006,1.4760650000198439,80
no_drift,20030,never,1.0,0.0,0.05,0.006,0.929034000023421,80
no_drift,20030,fresh,1.0,0.0,1.2375,0.1485,1.0480029999371254,80
no_drift,20030,myopic,1.0,0.0,0.05,0.006,0.9873919999563441,80
no_drift,20030,recheck,1.0,0.0,0.05,0.006,1.358218000063971,80
no_drift,20031,never,1.0,0.0,0.05,0.006,0.9445780000305604,80
no_drift,20031,fresh,1.0,0.0,1.05,0.126,1.0110970000596353,80
no_drift,20031,myopic,1.0,0.0,0.05,0.006,0.9844879999718614,80
no_drift,20031,recheck,1.0,0.0,0.05,0.006,1.3859209999509403,80
underestimated_drift,20000,never,0.4125,0.41125,0.05,0.41724999999999995,0.9467209999911574,80
underestimated_drift,20000,fresh,1.0,0.0,1.3625,0.1635,1.0237269999606724,80
underestimated_drift,20000,myopic,0.6875,0.1524999999999999,0.0875,0.16299999999999992,1.0208229999761897,80
underestimated_drift,20000,recheck,0.75,0.09375000000000003,0.2375,0.12225000000000001,1.7013140000017302,80
underestimated_drift,20001,never,0.3125,0.3818749999999999,0.05,0.3878749999999999,0.9533109999892986,80
underestimated_drift,20001,fresh,1.0,0.0,1.25,0.15,1.1172060000035344,80
underestimated_drift,20001,myopic,0.375,0.32812499999999994,0.075,0.33712499999999995,0.9945720000814617,80
underestimated_drift,20001,recheck,0.6625,0.08500000000000005,0.1625,0.10450000000000004,1.3893049999751383,80
underestimated_drift,20002,never,0.7,0.1325,0.05,0.1385,0.9263199999622884,80
underestimated_drift,20002,fresh,1.0,0.0,1.1875,0.14250000000000002,1.0145119999833696,80
underestimated_drift,20002,myopic,0.75,0.09687500000000002,0.0875,0.10737500000000003,1.0264899999583577,80
underestimated_drift,20002,recheck,0.75,0.164375,0.175,0.185375,1.3786189999791532,80
underestimated_drift,20003,never,0.7,0.13562499999999994,0.05,0.14162499999999995,0.9062000000312764,80
underestimated_drift,20003,fresh,1.0,0.0,0.9125,0.1095,1.029153999979826,80
underestimated_drift,20003,myopic,0.5375,0.18437499999999987,0.1,0.19637499999999988,1.2658099999498518,80
underestimated_drift,20003,recheck,0.8125,0.08437499999999996,0.2125,0.10987499999999997,1.4436259999683898,80
underestimated_drift,20004,never,0.6375,0.2518749999999999,0.05,0.2578749999999999,0.9649479999325195,80
underestimated_drift,20004,fresh,1.0,0.0,0.825,0.099,1.0013730000082433,80
underestimated_drift,20004,myopic,0.675,0.21437499999999993,0.075,0.22337499999999993,0.9831359999452616,80
underestimated_drift,20004,recheck,0.7125,0.14124999999999993,0.1625,0.16074999999999995,1.4021749999528765,80
underestimated_drift,20005,never,0.6,0.20750000000000007,0.05,0.21350000000000008,0.9332610000001296,80
underestimated_drift,20005,fresh,1.0,0.0,0.825,0.099,1.1161659999743279,80
underestimated_drift,20005,myopic,0.725,0.12625000000000003,0.0875,0.13675,1.0110670000358368,80
underestimated_drift,20005,recheck,0.7,0.121875,0.1625,0.141375,1.3576170000533239,80
underestimated_drift,20006,never,0.45,0.2950000000000002,0.05,0.3010000000000002,0.9272309999914796,80
underestimated_drift,20006,fresh,1.0,0.0,1.225,0.147,1.0274930000377935,80
underestimated_drift,20006,myopic,0.6875,0.11000000000000003,0.0875,0.12050000000000002,1.0077530000671686,80
underestimated_drift,20006,recheck,0.7125,0.09625000000000003,0.175,0.11725000000000003,1.3570969999818772,80
underestimated_drift,20007,never,0.75,0.09,0.05,0.096,0.942714999951022,80
underestimated_drift,20007,fresh,1.0,0.0,1.0125,0.12149999999999998,1.0067910000088887,80
underestimated_drift,20007,myopic,0.65,0.15500000000000003,0.1125,0.16850000000000004,0.9897749999936423,80
underestimated_drift,20007,recheck,0.6875,0.12125000000000001,0.2,0.14525000000000002,1.380771999947683,80
underestimated_drift,20008,never,0.925,0.03874999999999999,0.05,0.04475,0.9270009999227113,80
underestimated_drift,20008,fresh,1.0,0.0,0.3,0.036,0.9770660000185671,80
underestimated_drift,20008,myopic,0.95,0.013749999999999998,0.075,0.02275,1.0151640000231055,80
underestimated_drift,20008,recheck,0.975,0.008749999999999999,0.1,0.020749999999999998,1.3728000000128304,80
underestimated_drift,20009,never,0.65,0.123125,0.05,0.129125,1.1182179999877917,80
underestimated_drift,20009,fresh,1.0,0.0,1.525,0.183,1.1221440000781513,80
underestimated_drift,20009,myopic,0.65,0.123125,0.075,0.132125,0.9929010000178096,80
underestimated_drift,20009,recheck,0.6875,0.104375,0.25,0.134375,1.365669999927377,80
underestimated_drift,20010,never,0.5625,0.22125,0.05,0.22725,0.9460590000571756,80
underestimated_drift,20010,fresh,1.0,0.0,1.5375,0.1845,0.9988189999603492,80
underestimated_drift,20010,myopic,0.5625,0.22125,0.0625,0.22875,0.9882130000278266,80
underestimated_drift,20010,recheck,0.55,0.3137499999999999,0.2125,0.33924999999999994,1.402945999984695,80
underestimated_drift,20011,never,0.775,0.110625,0.05,0.116625,0.928043000044454,80
underestimated_drift,20011,fresh,1.0,0.0,0.75,0.09,0.9879630000568795,80
underestimated_drift,20011,myopic,0.775,0.110625,0.0625,0.118125,1.0113079999882757,80
underestimated_drift,20011,recheck,0.8375,0.07875000000000001,0.1375,0.09525000000000002,1.3752239999575977,80
underestimated_drift,20012,never,0.4875,0.2556249999999999,0.05,0.2616249999999999,0.9196610000117289,80
underestimated_drift,20012,fresh,1.0,0.0,1.3625,0.1635,1.0212919999048609,80
underestimated_drift,20012,myopic,0.55,0.215,0.075,0.22399999999999998,0.9877319999986867,80
underestimated_drift,20012,recheck,0.575,0.21999999999999997,0.2,0.24399999999999994,1.3526200000342214,80
underestimated_drift,20013,never,0.375,0.38062499999999994,0.05,0.38662499999999994,0.9612930000457709,80
underestimated_drift,20013,fresh,1.0,0.0,1.3375,0.1605,1.012570000057167,80
underestimated_drift,20013,myopic,0.5625,0.24250000000000002,0.1125,0.25600000000000006,0.9986690000687304,80
underestimated_drift,20013,recheck,0.775,0.09250000000000001,0.2375,0.12100000000000002,1.3844979999930729,80
underestimated_drift,20014,never,0.5875,0.25812500000000005,0.05,0.26412500000000005,0.9203219999562862,80
underestimated_drift,20014,fresh,1.0,0.0,1.1875,0.14250000000000002,0.9908370000175637,80
underestimated_drift,20014,myopic,0.6375,0.190625,0.075,0.199625,1.0055089999241318,80
underestimated_drift,20014,recheck,0.7,0.16499999999999998,0.175,0.186,1.4013429999977234,80
underestimated_drift,20015,never,0.5125,0.25687499999999996,0.05,0.26287499999999997,0.9323889998995583,80
underestimated_drift,20015,fresh,1.0,0.0,1.35,0.16199999999999998,1.0404310000922123,80
underestimated_drift,20015,myopic,0.4125,0.3212500000000003,0.1,0.3332500000000003,0.9971670000368249,80
underestimated_drift,20015,recheck,0.725,0.10999999999999999,0.25,0.13999999999999999,1.3880129999961355,80
underestimated_drift,20016,never,0.6375,0.205625,0.05,0.211625,0.9483129999807716,80
underestimated_drift,20016,fresh,1.0,0.0,1.2625,0.1515,1.0051189999558119,80
underestimated_drift,20016,myopic,0.6875,0.18812499999999996,0.075,0.19712499999999997,1.0036259999424146,80
underestimated_drift,20016,recheck,0.725,0.12250000000000001,0.2,0.14650000000000002,1.368113000012272,80
underestimated_drift,20017,never,0.3375,0.5925,0.05,0.5984999999999999,0.9300159999838797,80
underestimated_drift,20017,fresh,1.0,0.0,1.125,0.13499999999999998,1.0171059999493082,80
underestimated_drift,20017,myopic,0.7625,0.16749999999999995,0.0875,0.17799999999999996,0.9927600000310122,80
underestimated_drift,20017,recheck,0.8,0.13249999999999998,0.2,0.15649999999999997,1.3845679999349159,80
underestimated_drift,20018,never,0.5875,0.35,0.05,0.356,0.9309079999866299,80
underestimated_drift,20018,fresh,1.0,0.0,1.3,0.156,1.035563999948863,80
underestimated_drift,20018,myopic,0.625,0.29499999999999993,0.075,0.30399999999999994,0.9983989999682308,80
underestimated_drift,20018,recheck,0.75,0.1425,0.2125,0.16799999999999998,1.3912679999066313,80
underestimated_drift,20019,never,0.7625,0.1825,0.05,0.1885,0.9531110000580156,80
underestimated_drift,20019,fresh,1.0,0.0,1.1375,0.1365,1.013652000096954,80
underestimated_drift,20019,myopic,0.725,0.18125000000000002,0.0875,0.19175000000000003,1.0002309999208592,80
underestimated_drift,20019,recheck,0.9,0.07125,0.1875,0.09374999999999999,1.374643000076503,80
underestimated_drift,20020,never,0.3125,0.3849999999999999,0.05,0.3909999999999999,0.9392989999241763,80
underestimated_drift,20020,fresh,1.0,0.0,1.05,0.126,1.0215529999868522,80
underestimated_drift,20020,myopic,0.5375,0.15999999999999986,0.0625,0.16749999999999987,0.9981979999338364,80
underestimated_drift,20020,recheck,0.7875,0.063125,0.2,0.087125,1.4036869999927148,80
underestimated_drift,20021,never,0.475,0.47250000000000003,0.05,0.47850000000000004,0.9273819999862098,80
underestimated_drift,20021,fresh,1.0,0.0,1.125,0.13499999999999998,1.04130299996541,80
underestimated_drift,20021,myopic,0.75,0.19750000000000004,0.0875,0.20800000000000005,1.0098750000224754,80
underestimated_drift,20021,recheck,0.8375,0.12374999999999999,0.225,0.15075,1.3842769999428128,80
underestimated_drift,20022,never,0.5875,0.110625,0.05,0.116625,0.9292350000578153,80
underestimated_drift,20022,fresh,1.0,0.0,0.75,0.09,1.2622849999388563,80
underestimated_drift,20022,myopic,0.5875,0.110625,0.075,0.11962500000000001,0.9893339999962336,80
underestimated_drift,20022,recheck,0.8875,0.035625000000000004,0.15,0.05362500000000001,1.4771269999300785,80
underestimated_drift,20023,never,0.325,0.45437500000000003,0.05,0.460375,0.9259999999358115,80
underestimated_drift,20023,fresh,1.0,0.0,2.075,0.24899999999999997,1.0137110000414395,80
underestimated_drift,20023,myopic,0.4,0.3481249999999998,0.0875,0.3586249999999998,0.9948729999678108,80
underestimated_drift,20023,recheck,0.4625,0.221875,0.2625,0.253375,1.3988599999947837,80
underestimated_drift,20024,never,0.475,0.3056249999999999,0.05,0.31162499999999993,0.9122989999923448,80
underestimated_drift,20024,fresh,1.0,0.0,0.95,0.11399999999999999,1.0243880000189165,80
underestimated_drift,20024,myopic,0.6375,0.20000000000000004,0.1125,0.21350000000000008,1.0087439999324488,80
underestimated_drift,20024,recheck,0.65,0.19,0.2125,0.21550000000000002,1.3598010000350769,80
underestimated_drift,20025,never,0.325,0.46437500000000026,0.05,0.4703750000000002,0.9576270000479781,80
underestimated_drift,20025,fresh,1.0,0.0,1.625,0.195,1.0133810000070298,80
underestimated_drift,20025,myopic,0.55,0.1675,0.1,0.1795,0.9939720000602392,80
underestimated_drift,20025,recheck,0.6625,0.11000000000000003,0.2625,0.14150000000000001,1.3720800000101008,80
underestimated_drift,20026,never,0.575,0.13437499999999997,0.05,0.14037499999999997,0.929895000012948,80
underestimated_drift,20026,fresh,1.0,0.0,1.2125,0.1455,1.0194900000897178,80
underestimated_drift,20026,myopic,0.575,0.13437499999999997,0.0875,0.14487499999999998,0.9905160000016622,80
underestimated_drift,20026,recheck,0.725,0.09062499999999998,0.1875,0.11312499999999999,1.4135509999277929,80
underestimated_drift,20027,never,0.8,0.079375,0.05,0.085375,2.3156549999612253,80
underestimated_drift,20027,fresh,1.0,0.0,0.625,0.075,1.2280030000511033,80
underestimated_drift,20027,myopic,0.8125,0.07125000000000001,0.075,0.08025,0.9823950000509285,80
underestimated_drift,20027,recheck,0.8625,0.03874999999999999,0.125,0.05375,2.287422999984301,80
underestimated_drift,20028,never,0.6375,0.161875,0.05,0.167875,0.9266099999649668,80
underestimated_drift,20028,fresh,1.0,0.0,1.0125,0.12149999999999998,1.140621999979885,80
underestimated_drift,20028,myopic,0.6875,0.12062499999999998,0.1,0.132625,0.974682999981269,80
underestimated_drift,20028,recheck,0.725,0.11875000000000002,0.2,0.14275000000000002,1.353871999981493,80
underestimated_drift,20029,never,0.7,0.18062500000000006,0.05,0.18662500000000007,0.9497659999624375,80
underestimated_drift,20029,fresh,1.0,0.0,0.925,0.11099999999999999,0.9860899999694084,80
underestimated_drift,20029,myopic,0.925,0.029375000000000002,0.1,0.041375,0.9755939998967733,80
underestimated_drift,20029,recheck,0.8875,0.05375,0.225,0.08075,1.5821749999531676,80
underestimated_drift,20030,never,0.4625,0.3149999999999998,0.05,0.3209999999999998,0.9277220000285524,80
underestimated_drift,20030,fresh,1.0,0.0,1.2375,0.1485,1.0002710000662773,80
underestimated_drift,20030,myopic,0.475,0.3068749999999998,0.0875,0.3173749999999998,1.2130400000387453,80
underestimated_drift,20030,recheck,0.6625,0.19562500000000005,0.225,0.22262500000000002,1.3820749999240434,80
underestimated_drift,20031,never,0.2125,0.45437500000000003,0.05,0.460375,0.9958549999282695,80
underestimated_drift,20031,fresh,1.0,0.0,1.05,0.126,1.0424939999893468,80
underestimated_drift,20031,myopic,0.575,0.10500000000000002,0.1,0.11700000000000003,1.0619739999810918,80
underestimated_drift,20031,recheck,0.6875,0.08250000000000002,0.15,0.1005,1.3762659999656535,80
overestimated_drift,20000,never,0.7875,0.08312500000000002,0.05,0.08912500000000001,0.92615999994905,80
overestimated_drift,20000,fresh,1.0,0.0,1.3625,0.1635,1.0053080000034242,80
overestimated_drift,20000,myopic,1.0,0.0,0.4125,0.0495,1.0217029999921579,80
overestimated_drift,20000,recheck,1.0,0.0,0.6125,0.0735,1.3870320000251013,80
overestimated_drift,20001,never,0.45,0.1418749999999999,0.05,0.1478749999999999,0.9197500000936998,80
overestimated_drift,20001,fresh,1.0,0.0,1.25,0.15,1.0466410000162796,80
overestimated_drift,20001,myopic,0.6125,0.07750000000000004,0.275,0.11050000000000004,0.989034999975047,80
overestimated_drift,20001,recheck,1.0,0.0,0.475,0.056999999999999995,1.3782590000346318,80
overestimated_drift,20002,never,0.8625,0.05437499999999999,0.05,0.060375,0.9390899999743851,80
overestimated_drift,20002,fresh,1.0,0.0,1.1875,0.14250000000000002,1.0072419999005433,80
overestimated_drift,20002,myopic,1.0,0.0,0.35,0.041999999999999996,0.9935009999253452,80
overestimated_drift,20002,recheck,1.0,0.0,0.55,0.06599999999999999,1.3921000000891581,80
overestimated_drift,20003,never,0.95,0.03375,0.05,0.03975,0.9186990000671358,80
overestimated_drift,20003,fresh,1.0,0.0,0.9125,0.1095,1.0061399999585774,80
overestimated_drift,20003,myopic,0.975,0.008749999999999999,0.5,0.06875,1.0008220000372603,80
overestimated_drift,20003,recheck,1.0,0.0,0.6375,0.0765,1.419320999957563,80
overestimated_drift,20004,never,0.7625,0.06437500000000004,0.05,0.07037500000000003,0.9232459999566345,80
overestimated_drift,20004,fresh,1.0,0.0,0.825,0.099,1.0173670000312995,80
overestimated_drift,20004,myopic,0.8,0.04000000000000001,0.375,0.085,1.0016530000029888,80
overestimated_drift,20004,recheck,1.0,0.0,0.4625,0.055499999999999994,1.3826150000113557,80
overestimated_drift,20005,never,0.925,0.04875,0.05,0.05475,0.9402809999983219,80
overestimated_drift,20005,fresh,1.0,0.0,0.825,0.099,0.9966559999838864,80
overestimated_drift,20005,myopic,1.0,0.0,0.4,0.048,0.9946730000365278,80
overestimated_drift,20005,recheck,1.0,0.0,0.525,0.063,1.370876999999382,80
overestimated_drift,20006,never,0.9125,0.017499999999999998,0.05,0.0235,0.9243069999911313,80
overestimated_drift,20006,fresh,1.0,0.0,1.225,0.147,0.9994299999789291,80
overestimated_drift,20006,myopic,0.9125,0.017499999999999998,0.3,0.05349999999999999,0.9942719999571636,80
overestimated_drift,20006,recheck,1.0,0.0,0.525,0.063,1.394642999912321,80
overestimated_drift,20007,never,0.95,0.03,0.05,0.036,0.9164350000219201,80
overestimated_drift,20007,fresh,1.0,0.0,1.0125,0.12149999999999998,1.0008520000610588,80
overestimated_drift,20007,myopic,1.0,0.0,0.45,0.054000000000000006,1.248323000027085,80
overestimated_drift,20007,recheck,1.0,0.0,0.6125,0.0735,1.398618999928658,80
overestimated_drift,20008,never,1.0,0.0,0.05,0.006,0.9401809999189936,80
overestimated_drift,20008,fresh,1.0,0.0,0.3,0.036,0.9673909999037278,80
overestimated_drift,20008,myopic,1.0,0.0,0.1125,0.013500000000000002,1.9873329999882117,80
overestimated_drift,20008,recheck,1.0,0.0,0.175,0.020999999999999998,1.367872999935571,80
overestimated_drift,20009,never,0.6625,0.20812499999999995,0.05,0.21412499999999995,1.0636370000156603,80
overestimated_drift,20009,fresh,1.0,0.0,1.525,0.183,1.0332509999670947,80
overestimated_drift,20009,myopic,0.675,0.053125,0.425,0.104125,0.9837059999426856,80
overestimated_drift,20009,recheck,0.9875,0.0025,0.65,0.0805,1.4652490000344187,80
overestimated_drift,20010,never,0.9875,0.003125,0.05,0.009125,0.9111480000001393,80
overestimated_drift,20010,fresh,1.0,0.0,1.5375,0.1845,1.0011919999897145,80
overestimated_drift,20010,myopic,0.9875,0.003125,0.3875,0.049624999999999996,1.0473820000242995,80
overestimated_drift,20010,recheck,0.9875,0.003125,0.5875,0.073625,1.4234170000690938,80
overestimated_drift,20011,never,0.9875,0.003125,0.05,0.009125,0.9242769999673328,80
overestimated_drift,20011,fresh,1.0,0.0,0.75,0.09,1.1017140000149084,80
overestimated_drift,20011,myopic,0.9375,0.015625,0.25,0.045625,1.0079430001042056,80
overestimated_drift,20011,recheck,0.975,0.00625,0.3875,0.05275,1.363165999919147,80
overestimated_drift,20012,never,0.875,0.08125000000000002,0.05,0.08725000000000001,1.0518190000539107,80
overestimated_drift,20012,fresh,1.0,0.0,1.3625,0.1635,1.016086000049654,80
overestimated_drift,20012,myopic,1.0,0.0,0.425,0.051000000000000004,0.9989399999312809,80
overestimated_drift,20012,recheck,1.0,0.0,0.6,0.072,1.5035169999464415,80
overestimated_drift,20013,never,1.0,0.0,0.05,0.006,0.9268410000231597,80
overestimated_drift,20013,fresh,1.0,0.0,1.3375,0.1605,1.006410000059077,80
overestimated_drift,20013,myopic,1.0,0.0,0.5,0.06,1.1121600000478793,80
overestimated_drift,20013,recheck,1.0,0.0,0.7125,0.08549999999999999,1.755985000045257,80
overestimated_drift,20014,never,0.5875,0.38625000000000004,0.05,0.39225000000000004,0.990756999954101,80
overestimated_drift,20014,fresh,1.0,0.0,1.1875,0.14250000000000002,1.0176069999943138,80
overestimated_drift,20014,myopic,0.7125,0.04312499999999998,0.35,0.08512499999999998,0.9911880000572637,80
overestimated_drift,20014,recheck,1.0,0.0,0.5,0.06,1.3515589999997246,80
overestimated_drift,20015,never,1.0,0.0,0.05,0.006,0.9351429999924221,80
overestimated_drift,20015,fresh,1.0,0.0,1.35,0.16199999999999998,1.0077930000989,80
