seed,family,method,cost,normalized_cost,planning_ms,execution_ms,probes,recomputed_blocks,retained_hypotheses,fallback,states_evaluated,initial_digest,final_digest,current_ok,state_ok,followup_ok,complete
10005,sparse,graph_entropy,10.1335,0.5210025706940874,0.1954850000629449,0.5616709999003433,3,1,1,False,0,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,class_entropy,9.621599999999999,0.4946838046272493,0.08150199994361174,0.7426150000355847,1,1,4,False,0,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,ec2,10.1335,0.5210025706940874,0.16866299995399459,0.6374770000547869,3,1,1,False,0,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,myopic,8.45,0.4344473007712082,0.0796090000676486,0.6087139998953717,1,1,4,False,20,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,lookahead2,8.45,0.4344473007712082,0.5423640000117302,0.7126389999712046,1,1,4,False,136,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,exact,8.45,0.4344473007712082,47.812026999963564,0.9473020000996257,1,1,4,False,2043,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10005,sparse,discard_replay,9.621599999999999,0.4946838046272493,5.75279200006662,0.6791899999143425,1,1,4,False,567,5310533aeccf632354d5058364f54fee997f430a2b996c9dab120cf956385eb0,0f95b3dd4a3240748c12625f309426c948993227038d66e428a7f42129a092ed,True,True,True,True
10006,sparse,restart,18.45,1.0,0.0,0.6152030000521336,0,3,12,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,conservative,18.45,1.0,0.0,0.592208000057326,0,3,12,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,point_estimate,4.45,0.24119241192411925,0.0,0.5795600000055856,0,1,12,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,random,5.2237,0.28312737127371274,0.04893300001640455,0.7537420000289785,2,1,2,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,graph_entropy,5.4992,0.298059620596206,0.19943800009514234,0.6752549999191615,3,1,1,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,class_entropy,5.100700000000001,0.27646070460704614,0.10235399997782224,0.5824840000059339,1,1,4,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,ec2,5.4992,0.298059620596206,0.17272899992804014,0.6586290000996087,3,1,1,False,0,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,myopic,5.100700000000001,0.27646070460704614,0.13525299993943918,0.6605010000839684,1,1,4,False,27,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,lookahead2,5.100700000000001,0.27646070460704614,0.6987389999721927,0.5849469999930079,1,1,4,False,162,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,exact,5.100700000000001,0.27646070460704614,11.41750299996147,0.8030350001035913,1,1,4,False,2043,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10006,sparse,discard_replay,5.100700000000001,0.27646070460704614,5.852101000073162,0.6440569999313084,1,1,4,False,567,f6c2e0d78b2aad52a75d83a81e1ccca5583f97cce61c6ee0689450059f28bfcf,516e1926f9808c4748163c5b0ffb7ff7d8acfce3cea2eb4ac81ea5207feac936,True,True,True,True
10007,sparse,restart,21.45,1.0,0.0,0.5173960000774969,0,3,12,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,conservative,21.45,1.0,0.0,0.4498960000773877,0,3,12,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,point_estimate,8.45,0.3939393939393939,0.0,0.4724290000694964,0,1,12,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,random,14.2074,0.6623496503496503,0.07222800002182339,0.5977179999945292,4,1,1,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,graph_entropy,13.753499999999999,0.6411888111888112,0.20062999988113006,0.6354640000836298,4,2,1,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,class_entropy,13.153599999999999,0.6132214452214452,0.23464200000944402,0.7766559999708988,2,2,4,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,ec2,13.753499999999999,0.6411888111888112,0.241232000121272,0.6450979998362527,4,2,1,False,0,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,myopic,8.45,0.3939393939393939,0.07790699999077333,0.5728090000047814,1,1,4,False,20,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,lookahead2,9.153599999999999,0.42674125874125873,0.927011000044331,0.6433449999576624,2,1,4,False,208,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,exact,9.153599999999999,0.42674125874125873,12.72056799996335,0.7275730000628755,2,1,4,False,2043,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10007,sparse,discard_replay,13.153599999999999,0.6132214452214452,5.826673999990817,0.5708060000415571,2,2,4,False,567,b1141fc7a171b5c2d4b833d861525d5be3790981f1661ae15185e7fb8a0d4049,6f111577de27ca254808dc2b4b601ebdfbbcf62ab0c1cb1fd51f42537e1ffdf9,True,True,True,True
10008,sparse,restart,12.45,1.0,0.0,0.550025000052301,0,3,12,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
10008,sparse,conservative,12.45,1.0,0.0,0.5636150000327689,0,3,12,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
10008,sparse,point_estimate,4.45,0.35742971887550207,0.0,0.5185680000749926,0,1,12,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
10008,sparse,random,4.45,0.35742971887550207,0.03315899994049687,0.818670000057864,1,1,4,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
10008,sparse,graph_entropy,5.4921,0.4411325301204819,0.21573300011823449,0.5669219998480912,3,1,1,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
10008,sparse,class_entropy,4.9787,0.39989558232931727,0.16958499998054322,0.51694600006158,1,1,4,False,0,5530a8913b353692eebdcec2381b10dc2a440580b6d8c18a2c6524e4e8624296,edf857a1a02a1c06984cfbe3fa38e080adeca67138438710814b06c4cbd38e07,True,True,True,True
