stream_id,seed,hazard,rho,price,method,success,task_loss,probes_per_task,objective,cpu_ms,tasks
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,never,0.9,0.03125000000000001,0.05,0.03325000000000001,1.0952540000062072,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,fresh,1.0,0.0,1.1875,0.0475,1.2451489999421028,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,ttl,0.975,0.010625,0.55,0.032625,1.264578000018446,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,entropy,0.95,0.015625,0.4125,0.032125,1.2892759999658665,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,random,0.9375,0.02375,0.2625,0.034249999999999996,1.328323999928216,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,myopic,0.925,0.021875,0.3125,0.034375,1.2284439999348251,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,recheck,0.9625,0.0075000000000000015,0.4375,0.025,1.5858300000672898,80
h0.01_r0.2_s10005,10005,0.01,0.2,0.04,no_task,0.975,0.010625,0.4375,0.028125,1.6159750000497297,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,never,1.0,0.0,0.05,0.002,1.1662409999644296,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,fresh,1.0,0.0,1.375,0.05500000000000001,1.2300070000037522,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,ttl,1.0,0.0,0.5125,0.0205,1.2899260000267532,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,entropy,1.0,0.0,0.375,0.015,1.2838369999599308,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,random,1.0,0.0,0.3,0.012,1.3551040000265857,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,myopic,1.0,0.0,0.2875,0.0115,1.1943029999201826,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,recheck,1.0,0.0,0.4375,0.0175,1.6498269999374315,80
h0.01_r0.2_s10006,10006,0.01,0.2,0.04,no_task,1.0,0.0,0.4375,0.0175,1.6007729999500953,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,never,0.8875,0.038125,0.05,0.040125,1.1246579999806272,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,fresh,1.0,0.0,1.3125,0.052500000000000005,1.2600310000152604,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,ttl,0.9875,0.003125,0.5375,0.024625,1.2676119999923685,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,entropy,0.9875,0.003125,0.4375,0.020625,1.2987400000383786,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,random,0.8875,0.038125,0.275,0.049124999999999995,1.322666000078243,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,myopic,0.9875,0.003125,0.3,0.015125,1.1992899999313522,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,recheck,0.9875,0.003125,0.45,0.021124999999999998,1.5854600000011487,80
h0.01_r0.2_s10007,10007,0.01,0.2,0.04,no_task,0.975,0.01125,0.4375,0.028750000000000005,1.609304999988126,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,never,0.875,0.05625,0.05,0.05825,1.0951640000484986,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,fresh,1.0,0.0,1.2625,0.0505,1.2559760000385722,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,ttl,0.9875,0.003125,0.5125,0.023625,1.266660999931446,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,entropy,0.9875,0.003125,0.4125,0.019625,1.2716479999426156,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,random,0.9875,0.003125,0.4125,0.019625,1.3016139999990628,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,myopic,0.9875,0.003125,0.2625,0.013624999999999998,1.2246179999237938,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,recheck,0.9875,0.003125,0.4,0.019125,1.5794409999898562,80
h0.01_r0.2_s10008,10008,0.01,0.2,0.04,no_task,0.975,0.01125,0.4375,0.028750000000000005,1.5739019999045922,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,never,0.6875,0.06437500000000003,0.05,0.06637500000000003,1.0829749999174965,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,fresh,1.0,0.0,1.2375,0.0495,1.2172079999572816,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,ttl,0.975,0.005,0.5375,0.026500000000000003,1.2752049999562587,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,entropy,1.0,0.0,0.4,0.016,1.2630659999786076,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,random,0.9375,0.016875,0.2625,0.027375,1.3160450000668789,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,myopic,0.925,0.017499999999999998,0.3,0.0295,1.181072999997923,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,recheck,0.9375,0.013125000000000001,0.4125,0.029625000000000002,1.6488350000827268,80
h0.01_r0.2_s10009,10009,0.01,0.2,0.04,no_task,0.9375,0.015625,0.4375,0.033125,1.8110380000280202,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,never,0.7625,0.06812500000000002,0.05,0.07012500000000002,1.1130310000453392,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,fresh,1.0,0.0,1.225,0.049,1.2156850000337727,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,ttl,1.0,0.0,0.525,0.020999999999999998,1.2463909999951284,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,entropy,0.9875,0.001875,0.4,0.017875,1.2747729999773583,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,random,0.9,0.023749999999999993,0.35,0.03774999999999999,1.303687000017817,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,myopic,0.925,0.015625,0.275,0.026625,1.1999509999895963,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,recheck,0.9625,0.0075000000000000015,0.4375,0.025,1.5862510000488328,80
h0.01_r0.2_s10010,10010,0.01,0.2,0.04,no_task,0.9,0.025625,0.4375,0.043125000000000004,1.5777680000610417,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,never,0.7125,0.07812500000000003,0.05,0.08012500000000003,1.080402000070535,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,fresh,1.0,0.0,1.175,0.047,1.2273419999928592,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,ttl,0.975,0.01625,0.475,0.035250000000000004,1.2652389999630032,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,entropy,0.975,0.01625,0.3875,0.03175,1.2942330000669244,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,random,0.875,0.03874999999999999,0.35,0.05275,1.3263910000205215,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,myopic,0.9375,0.021875,0.2625,0.032375,1.2016939999739407,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,recheck,0.95,0.013750000000000002,0.375,0.028749999999999998,1.5890350000518083,80
h0.01_r0.2_s10011,10011,0.01,0.2,0.04,no_task,0.9375,0.029375000000000002,0.4375,0.046875,1.5911079999568756,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,never,0.875,0.041249999999999995,0.05,0.04325,1.0888140000133717,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,fresh,1.0,0.0,1.25,0.05,1.2004820000584004,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,ttl,1.0,0.0,0.5625,0.0225,1.331327999992027,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,entropy,1.0,0.0,0.425,0.017,1.258278999898721,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,random,1.0,0.0,0.275,0.011,1.3250289999859888,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,myopic,1.0,0.0,0.325,0.013000000000000001,1.184928999919066,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,recheck,1.0,0.0,0.475,0.019,1.618139000015617,80
h0.01_r0.2_s10012,10012,0.01,0.2,0.04,no_task,0.9875,0.008125,0.4375,0.025625000000000002,1.5688949999912438,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,never,0.7875,0.09062500000000002,0.05,0.09262500000000003,1.116055000011329,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,fresh,1.0,0.0,1.2375,0.0495,1.430428000048778,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,ttl,0.975,0.005,0.55,0.027000000000000003,1.2629860000288318,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,entropy,0.975,0.005,0.4125,0.021500000000000002,1.2927610000588174,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,random,0.875,0.058750000000000004,0.3375,0.07225000000000001,1.2959350000301129,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,myopic,0.8875,0.024374999999999997,0.275,0.035375,1.198530000010578,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,recheck,0.95,0.01125,0.425,0.028250000000000004,1.5863620000118317,80
h0.01_r0.2_s10013,10013,0.01,0.2,0.04,no_task,0.9,0.03874999999999999,0.4375,0.05625,1.5742929999760236,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,never,0.95,0.01,0.05,0.012,1.0776679999935368,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,fresh,1.0,0.0,1.2,0.048,1.218830000084381,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,ttl,1.0,0.0,0.5625,0.0225,1.2339720000227317,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,entropy,1.0,0.0,0.45,0.018,1.2858799999548864,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,random,0.95,0.01,0.3125,0.0225,1.2971270000434743,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,myopic,0.9625,0.0075000000000000015,0.3,0.0195,1.2540120000039678,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,recheck,1.0,0.0,0.4625,0.0185,1.6106479999962175,80
h0.01_r0.2_s10014,10014,0.01,0.2,0.04,no_task,0.975,0.005,0.4375,0.022500000000000003,1.5838269999903787,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,never,0.95,0.0225,0.05,0.024499999999999997,1.0676629999579745,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,fresh,1.0,0.0,1.275,0.051000000000000004,1.2243679999528467,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,ttl,0.9625,0.014374999999999999,0.55,0.036375000000000005,1.2435469999445559,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,entropy,0.9625,0.014374999999999999,0.4375,0.031875,1.289847000066402,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,random,0.9625,0.019375,0.375,0.034375,1.3175880000062534,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,myopic,0.975,0.01125,0.2625,0.02175,1.1884940000754796,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,recheck,0.975,0.00625,0.425,0.02325,1.5732010000419905,80
h0.01_r0.2_s10015,10015,0.01,0.2,0.04,no_task,0.9625,0.024375,0.4375,0.04187500000000001,1.5768370000159848,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,never,0.4375,0.4450000000000001,0.05,0.44700000000000006,1.1038970000072368,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,fresh,1.0,0.0,1.275,0.051000000000000004,1.1949739999863596,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,ttl,0.9625,0.021875,0.525,0.042874999999999996,1.27348199998778,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,entropy,0.9625,0.021875,0.4,0.037875000000000006,1.2545439999485097,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,random,0.925,0.033125,0.425,0.050124999999999996,1.3413540000328794,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,myopic,0.925,0.0225,0.275,0.0335,1.337538000029781,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,recheck,0.95,0.013124999999999998,0.45,0.031124999999999996,1.6908989999819823,80
h0.01_r0.2_s10016,10016,0.01,0.2,0.04,no_task,0.925,0.04375,0.4375,0.061250000000000006,1.5697860000045694,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,never,0.65,0.14000000000000004,0.05,0.14200000000000004,1.0800210000070365,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,fresh,1.0,0.0,1.2,0.048,1.2147229999754927,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,ttl,0.975,0.005,0.5375,0.026500000000000003,1.2394010000207345,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,entropy,0.9625,0.009375,0.4125,0.025875000000000002,1.2756749999880412,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,random,0.9375,0.020624999999999998,0.35,0.034625,1.316586000029929,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,myopic,0.85,0.04125,0.3,0.05325,1.210125999932643,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,recheck,0.95,0.01125,0.45,0.029249999999999998,1.591558999962217,80
h0.01_r0.2_s10017,10017,0.01,0.2,0.04,no_task,0.95,0.01875,0.4375,0.036250000000000004,1.6063719999692694,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,never,0.9375,0.011875,0.05,0.013875000000000002,1.076977000025181,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,fresh,1.0,0.0,1.225,0.049,1.244838000047821,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,ttl,1.0,0.0,0.5,0.02,1.2626950000367287,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,entropy,1.0,0.0,0.3875,0.0155,1.276495999945837,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,random,0.9625,0.008125,0.35,0.022125,1.317266999990352,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,myopic,0.9375,0.011875,0.25,0.021875,1.1945029999651524,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,recheck,1.0,0.0,0.4125,0.0165,1.5988800000741321,80
h0.01_r0.2_s10018,10018,0.01,0.2,0.04,no_task,0.95,0.01,0.4375,0.027500000000000004,1.619921999918006,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,never,0.875,0.045,0.05,0.047,1.1146229999212665,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,fresh,1.0,0.0,1.1875,0.0475,1.2191099999654398,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,ttl,0.9875,0.001875,0.575,0.024875,1.2993700000833996,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,entropy,0.9875,0.001875,0.425,0.018875,1.2654399999973975,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,random,0.975,0.01,0.3375,0.0235,1.3871129999643017,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,myopic,0.9375,0.009375,0.3,0.021374999999999998,1.2880740000582591,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,recheck,0.975,0.00375,0.475,0.02275,1.7042979999359886,80
h0.01_r0.2_s10019,10019,0.01,0.2,0.04,no_task,0.9875,0.001875,0.4375,0.019375,1.6537420000304337,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,never,0.9625,0.024375,0.05,0.026375000000000003,1.1747929999046391,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,fresh,1.0,0.0,1.05,0.041999999999999996,1.223195999955351,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,ttl,1.0,0.0,0.5125,0.0205,1.3180490000195277,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,entropy,1.0,0.0,0.3875,0.0155,1.2550640000199564,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,random,0.9625,0.024375,0.3375,0.037875000000000006,1.3251689999833616,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,myopic,1.0,0.0,0.3,0.012,1.202885999987302,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,recheck,1.0,0.0,0.4625,0.0185,1.571198999954504,80
h0.01_r0.2_s10020,10020,0.01,0.2,0.04,no_task,1.0,0.0,0.4375,0.0175,1.610586999959196,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,never,0.5375,0.20937500000000003,0.05,0.21137500000000004,1.0813029999781065,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,fresh,1.0,0.0,1.325,0.053000000000000005,1.2390900000127658,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,ttl,0.975,0.00625,0.5625,0.028749999999999998,1.257427000041389,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,entropy,0.975,0.00625,0.425,0.02325,1.2907880000057048,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,random,0.9625,0.014374999999999999,0.3125,0.026875,1.2974879999774203,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,myopic,0.9125,0.026875,0.3,0.038875,1.222935999976471,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,recheck,0.95,0.0125,0.45,0.0305,1.7264620000787545,80
h0.01_r0.2_s10021,10021,0.01,0.2,0.04,no_task,0.95,0.01875,0.4375,0.036250000000000004,1.6734920000089915,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,never,1.0,0.0,0.05,0.002,1.1056099999677826,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,fresh,1.0,0.0,1.3875,0.05550000000000001,1.24205500003427,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,ttl,1.0,0.0,0.5375,0.0215,1.2384890000021187,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,entropy,1.0,0.0,0.425,0.017,1.2728809999771329,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,random,1.0,0.0,0.3625,0.014499999999999999,1.3080129999707424,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,myopic,1.0,0.0,0.2625,0.010499999999999999,1.8888249999235995,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,recheck,1.0,0.0,0.4375,0.0175,2.405981000038082,80
h0.01_r0.2_s10022,10022,0.01,0.2,0.04,no_task,1.0,0.0,0.4375,0.0175,1.6052399998898181,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,never,0.65,0.144375,0.05,0.146375,1.1610729999347313,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,fresh,1.0,0.0,1.25,0.05,1.2519789999032582,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,ttl,1.0,0.0,0.525,0.020999999999999998,1.3864709999324987,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,entropy,1.0,0.0,0.4,0.016,1.2756339999668853,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,random,0.9875,0.0043749999999999995,0.2375,0.013874999999999998,1.2954649999983303,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,myopic,1.0,0.0,0.275,0.011,1.2410229999204603,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,recheck,1.0,0.0,0.4125,0.0165,1.5594810000720827,80
h0.01_r0.2_s10023,10023,0.01,0.2,0.04,no_task,0.975,0.00625,0.4375,0.02375,1.6154749999941487,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,never,0.875,0.049374999999999995,0.05,0.05137499999999999,1.075505000017074,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,fresh,1.0,0.0,1.2375,0.0495,1.2670620000108102,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,ttl,0.9875,0.0043749999999999995,0.475,0.023375,1.2564359999487351,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,entropy,0.9875,0.0043749999999999995,0.3625,0.018874999999999996,1.3335320001033324,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,random,0.9375,0.033125,0.25,0.043125000000000004,1.2812129999701938,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,myopic,0.9625,0.009375,0.2625,0.019874999999999997,1.2234659999421638,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,recheck,0.95,0.015625,0.4,0.031625,1.569264999943698,80
h0.01_r0.2_s10024,10024,0.01,0.2,0.04,no_task,0.975,0.006875000000000001,0.4375,0.024375,1.6400419999627047,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,never,0.7125,0.150625,0.05,0.152625,1.0783179999407366,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,fresh,1.0,0.0,1.0625,0.042499999999999996,1.30349699998078,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,ttl,1.0,0.0,0.475,0.019,1.3110380000398436,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,entropy,1.0,0.0,0.375,0.015,1.3910080000414382,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,random,0.875,0.0475,0.225,0.056499999999999995,1.3016139999990628,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,myopic,1.0,0.0,0.3,0.012,1.5149240000482678,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,recheck,1.0,0.0,0.4125,0.0165,1.6258100000641207,80
h0.01_r0.2_s10025,10025,0.01,0.2,0.04,no_task,1.0,0.0,0.4375,0.0175,1.799361000053068,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,never,0.9625,0.029375000000000002,0.05,0.031375,1.0737320000089312,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,fresh,1.0,0.0,1.1375,0.0455,1.4274220000061177,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,ttl,1.0,0.0,0.5125,0.0205,1.2623349999785205,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,entropy,1.0,0.0,0.3875,0.0155,1.4643480000131603,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,random,0.9625,0.029375000000000002,0.2625,0.039875,1.3270020000391014,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,myopic,0.9875,0.0043749999999999995,0.3,0.016375,1.254973999948561,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,recheck,1.0,0.0,0.425,0.017,1.7005029999381804,80
h0.01_r0.2_s10026,10026,0.01,0.2,0.04,no_task,1.0,0.0,0.4375,0.0175,1.6272330000219881,80
h0.01_r0.2_s10027,10027,0.01,0.2,0.04,never,0.7375,0.2325,0.05,0.23450000000000001,1.1035469999569614,80
