run,attempt,logical_id,phase,arm,prompt_tokens,completion_tokens,total_tokens,reasoning_tokens,cache_hit_tokens,cache_miss_tokens,latency_seconds,response_id,request_hash,cost
R7C_main,57,primary_c13_resolve_rule/turn_00,primary,resolve_rule,1947,66,2013,51,1792,155,1.5027191669214517,24b2cb71-569e-4310-94ab-1273aa769ae4,4ee62f5769334b9753ca889bb1ebcbd53f1527d54e81230c39d5844a4afbef99,UNKNOWN
R7C_main,58,primary_c13_resolve_rule/turn_01,primary,resolve_rule,1983,31,2014,15,1792,191,1.2805925419088453,4315ac7e-5b17-4f97-9136-58ac8e692cb9,e898e57ffc97a91f8d01b9476be723caa9dc710063d13d52a81548db4b24d1ea,UNKNOWN
R7C_main,59,primary_c13_resolve_rule/turn_02,primary,resolve_rule,2021,53,2074,12,1792,229,1.0795963339041919,ed6c9bec-5f06-40b4-bd98-7ed707a1d77a,d9a295894bc3c96b5cfda290f38555c1b5da4272d1617a174dcfd045deba0f7f,UNKNOWN
R7C_main,60,primary_c13_resolve_rule/turn_03,primary,resolve_rule,2106,68,2174,8,1920,186,1.1594311660155654,bb9cb7d3-d848-4c22-ad2f-9be9ad284592,5094e95defdd109aac5f63f8339098cbb4f015d518a2c3b1cec99dbaffcc153f,UNKNOWN
R7C_main,61,primary_c13_stateless/turn_00,primary,stateless,1655,80,1735,66,1408,247,0.9872542910743505,6368734c-d0da-4dc1-be41-11c84eed49e8,99c2bef113fbefbd86e107ee41aee61b5a52766e7f7b1270a2193d2984aa1b49,UNKNOWN
R7C_main,62,primary_c13_stateless/turn_01,primary,stateless,1691,30,1721,14,1536,155,0.8732271669432521,07d7c7ef-a76a-4464-9df0-4e9efc4c4446,4e5832ea11907c80fe1e195cd1fde75e9b8b79ac18534531149e266a584c8c11,UNKNOWN
R7C_main,63,primary_c13_stateless/turn_02,primary,stateless,1729,51,1780,10,1536,193,0.9449595839250833,ecac5c15-35d8-4647-aae8-45384b7cf3cd,2ee1fa98c9f86486a6e6386761b36c8461c9a4d4857c1ac88b56099a094f82d4,UNKNOWN
R7C_main,64,primary_c13_stateless/turn_03,primary,stateless,1816,215,2031,153,1664,152,1.707648874958977,5a08037d-be1f-48de-9b11-4b76bdd5504e,4f112720b6261acac0771e90345469d6c54db25c8568d93e24e89f30aec554ba,UNKNOWN
R7C_main,65,primary_c10_resolve_rule/turn_00,primary,resolve_rule,1977,74,2051,54,1536,441,1.020314833149314,86358b98-cf43-4b80-8186-bb5ae00bf055,cbd10c1c5d65d58ef95a7b9fce6ade52cbb520a63d586166a95bc35bfd3ab1ba,UNKNOWN
R7C_main,66,primary_c10_resolve_rule/turn_01,primary,resolve_rule,2098,145,2243,95,1920,178,1.0450882918667048,e8fc7aa0-2749-43db-b88f-1660249d80d1,b102ca292ac2702dd1ddc41ad91d86209d9119b538a78c1cfcb4a154666602c9,UNKNOWN
R7C_main,67,primary_c10_resolve_rule/turn_02,primary,resolve_rule,2170,100,2270,33,1920,250,1.0828951250296086,9b3bbb97-3db1-4742-8b58-844fbca08d08,ce760373bd167b7074352ce8576bb7ad92e641044b902c22d7771c9890233761,UNKNOWN
R7C_main,68,primary_c10_stateless/turn_00,primary,stateless,1626,102,1728,82,1408,218,0.7861508750356734,88139877-835f-4311-9acb-094f84573f14,87c0a13e2cc1009ed862c5fe579e6630846e59bfe9c9f9928489dfd52fe4f514,UNKNOWN
R7C_main,69,primary_c10_stateless/turn_01,primary,stateless,1747,92,1839,42,1536,211,1.1547117079608142,91239272-07a8-4e9a-930a-dea32881c56c,eabe2a59370c089a07dc63125ebc306309a07c9d2104ca051a4a91bfc03cbc62,UNKNOWN
R7C_main,70,primary_c10_stateless/turn_02,primary,stateless,1819,69,1888,29,1664,155,0.8568060828838497,e8458174-f27b-4a69-a6f3-41f7841f8385,f16b645d388dcbbee2f8fc2d23cc1c13fd3b39f7a05a611e3fa6f998d13b98f8,UNKNOWN
R7C_main,71,primary_c10_stateless/turn_03,primary,stateless,1960,63,2023,0,1792,168,1.5778492910321802,0a41e772-4a57-469f-af45-396115006d02,191e4ce2fb68cf65f6249b29ffd143d9d98ff79e3aab5b4910d8ce4d5f361df1,UNKNOWN
R7C_main,72,primary_c10_inherited/turn_00,primary,inherited,1890,145,2035,125,1536,354,1.2454279158264399,9b640d95-a292-4ac6-8636-98e529877bb8,bf50ac246b747e7455b956bc2679bfaf8c5e457b6df58b755c239c39b86d1743,UNKNOWN
R7C_main,73,primary_c10_inherited/turn_01,primary,inherited,2011,359,2370,301,1792,219,2.3929439580533653,b9662275-9f04-4a06-a1a4-f244674cd787,7a0b8b417a7a4d9b6fdefaad2e6345550b0ad7872d22bca7eb175416f5859a6d,UNKNOWN
R7C_main,74,primary_c10_inherited/turn_02,primary,inherited,2091,133,2224,93,1920,171,1.3717110420111567,05fdb19d-f04b-4c57-a150-d451da551a0e,32571da9a026e6f2b4077fe405a5d44ce33ceec20edc4b2af70b3f351fff66a8,UNKNOWN
R7C_main,75,primary_c10_inherited/turn_03,primary,inherited,2232,103,2335,28,2048,184,1.1069312498439103,78b75ce2-81bc-4173-b642-63f483e88610,228f17bb6c897b99cef983a7a6cca4b85a7b30ca3f0050cae5ec9f58046b5132,UNKNOWN
R7C_main,76,primary_c08_inherited/turn_00,primary,inherited,1890,78,1968,58,1536,354,1.0247800829820335,f197008c-410d-4274-870c-c0f1e870a28d,d634d7a07fced5b7abbb5c3f22923e7c32181fc2cfb23629ba805d6084ee04fd,UNKNOWN
R7C_main,77,primary_c08_inherited/turn_01,primary,inherited,2026,150,2176,69,1792,234,1.2307075839489698,3686a19b-03b7-451c-9bae-6444f8c25bf7,970f355f4882741edd3be3ce3784a7ff874419a4b3208751c402b2d6b0db75d9,UNKNOWN
R7C_main,78,primary_c08_inherited/turn_02,primary,inherited,2129,100,2229,34,1920,209,0.9833782911300659,edbac62c-df1c-4614-9128-abc9f708119d,41c2bcfef4129e8a9a70a2ebeff6b5a0b307fe9a698d88d281aa1bdd1831847e,UNKNOWN
R7C_main,79,primary_c08_stateless/turn_00,primary,stateless,1626,50,1676,30,1408,218,1.091304250061512,ce2c0ffe-5766-46b3-99a2-de9ad4007bf2,87c0a13e2cc1009ed862c5fe579e6630846e59bfe9c9f9928489dfd52fe4f514,UNKNOWN
R7C_main,80,primary_c08_stateless/turn_01,primary,stateless,1762,101,1863,50,1536,226,1.1998193329200149,bca91f29-6a09-42cd-8b65-b57f59ec21fe,ecd836721ef53665c1796692790c97451f6e5e3321adc183ef9eb2e123f0ad3c,UNKNOWN
R7C_main,81,primary_c08_stateless/turn_02,primary,stateless,1835,88,1923,21,1664,171,0.6653696671128273,dc96cb45-7db1-4944-bd5a-264716fdf297,41aa533dc5a2ae84f7bc347c87fa7c81310385bfdc5b885448d1c6eb90d9e4f1,UNKNOWN
R7C_main,82,primary_c08_resolve_rule/turn_00,primary,resolve_rule,1977,54,2031,34,1536,441,0.713851791806519,e55257ad-0837-4c90-8921-338ddae8f94d,2c2ab86d7c6d4e0e44357d97431ccf77a2c9bb4fdf0f055adcd4ef5ccc0fea8f,UNKNOWN
R7C_main,83,primary_c08_resolve_rule/turn_01,primary,resolve_rule,2113,106,2219,55,1920,193,0.9635244160890579,472e02ee-929b-4738-a96d-c89f964b9f84,a139614ceeb8bf3661446981681c9c7f7c49f17d3725085b5e18950b6ebc4c6e,UNKNOWN
R7C_main,84,primary_c08_resolve_rule/turn_02,primary,resolve_rule,2186,53,2239,22,2048,138,1.4049975420348346,d8ba44d2-3a56-4fe8-b7f5-9647996b943c,3433667ef5c754ac4d32b35ca1b321bf72765ae6759738e648926cc28c543f17,UNKNOWN
R7C_main,85,primary_c01_resolve_rule/turn_00,primary,resolve_rule,1934,187,2121,167,1792,142,1.7510461248457432,1d47a864-412a-4267-96c2-a4a5c77f5a5e,f2acce16fe6f8807fb6351f7daf24d79642b5ca7d096af75a1558e8825d6361b,UNKNOWN
R7C_main,86,primary_c01_resolve_rule/turn_01,primary,resolve_rule,2041,58,2099,44,1792,249,1.0556551669724286,33538612-2d2e-4c39-8313-dcb4010447e8,07ff0bc39e41e1c0446b379d4ccd315799e6d2cb42a4a77d867613c1586b39a7,UNKNOWN
R7C_main,87,primary_c01_resolve_rule/turn_02,primary,resolve_rule,2077,53,2130,12,1920,157,0.7649250000249594,4a26f088-eb24-43a3-9127-195964c12765,7c9fb805a2d7bb300a730e874af0fcbd18340bd989e9fd6a291dc8529d82a388,UNKNOWN
R7C_main,88,primary_c01_resolve_rule/turn_03,primary,resolve_rule,2166,36,2202,0,1920,246,0.5795985830482095,16ac5004-ef4c-4701-a7d9-f4f4d3e3b570,d81efe5fc966c6167a8623bad65800c62b7462c413220b2f0c6496b0dee50e7d,UNKNOWN
R7C_main,89,primary_c01_inherited/turn_00,primary,inherited,1847,234,2081,214,1664,183,1.8384811668656766,ac087a8d-c31a-4ac9-ba59-00b20205eb51,eb5373803e13ee30bf14c9e8ac0db7959541b534052c64c8b55baa010bbf31d3,UNKNOWN
R7C_main,90,primary_c01_inherited/turn_01,primary,inherited,1954,51,2005,37,1792,162,1.18473512516357,1823d346-3c1e-4d6b-80cf-915e7336595f,fd4f0aa36a92dcc05d1ecd9664bb88f424e7d1135b83ec36180a9e4c26807aea,UNKNOWN
R7C_main,91,primary_c01_inherited/turn_02,primary,inherited,1990,58,2048,17,1792,198,1.1854737082030624,f33825b6-e46e-4117-9506-378dba02dd3c,b12a8b795f845eb041854d8e76b14a92cee50814907b1d36e849012b27c82be5,UNKNOWN
R7C_main,92,primary_c01_inherited/turn_03,primary,inherited,2078,59,2137,12,1920,158,1.1021618340164423,56b2a751-6550-452c-8d64-7f88f45159c3,69f700f7505a74afb0b01bc04eae7d464f3a407a318920ffc2fb16943cea4ee2,UNKNOWN
R7C_main,93,primary_c01_stateless/turn_00,primary,stateless,1642,101,1743,81,1408,234,1.2295922089833766,94c6b0ee-55af-4e82-9957-48ef6b26356e,c3a32705d9a13b0f73a12cc496fddc104baadb6d70162b81da8bd8e9b7c742bc,UNKNOWN
R7C_main,94,primary_c01_stateless/turn_01,primary,stateless,1749,25,1774,11,1536,213,0.8544270000420511,2c421150-0ba1-4d59-b14b-4156b99acf22,43c7058565db24857c1928c5f145e770334fceab398c40766b1aef6d05dd03dc,UNKNOWN
R7C_main,95,primary_c01_stateless/turn_02,primary,stateless,1785,50,1835,9,1536,249,1.3565510001499206,7e0c9b1f-fc03-479e-8add-a376d4aa8fee,29f8228d4ad15a1bb612bb3d1f868f579dd4256b743fd6abef0f5a55b589d22e,UNKNOWN
R7C_main,96,primary_c01_stateless/turn_03,primary,stateless,1872,60,1932,15,1664,208,1.4134563747793436,1c69b0f7-55c3-49e2-93c8-58626305b96b,15fae0eb3c5d857db69d4f3c651ec3c91220675eb9110c812164f3ac19f62994,UNKNOWN
R7C_main,97,primary_c07_stateless/turn_00,primary,stateless,1655,69,1724,55,1408,247,1.5558257920201868,d6058c99-abf0-4d63-925f-67bb6eb4a75a,99c2bef113fbefbd86e107ee41aee61b5a52766e7f7b1270a2193d2984aa1b49,UNKNOWN
R7C_main,98,primary_c07_stateless/turn_01,primary,stateless,1691,51,1742,10,1536,155,0.7386682499200106,395ae5eb-a9c8-4bcc-8e98-00c47643ee36,2d36da844b551c75cc7d4eef6054976b7cb9963dbcac439b8b6a07bae655e84f,UNKNOWN
R7C_main,99,primary_c07_stateless/turn_02,primary,stateless,1781,64,1845,11,1536,245,1.0273243749979883,2535cb7e-1562-400f-adff-b1f3abfa81ba,17f54002897718bb7e08082abde822bc0d42d811464f4bf5eb1e8741c4384aa1,UNKNOWN
R7C_main,100,primary_c07_inherited/turn_00,primary,inherited,1860,68,1928,54,1536,324,1.1013570830691606,c1437512-0d05-47fc-9246-a5a54ce72c1f,44014ab32532560a72ae7a5c48c97042d7fc99f050a3c9f176b098dfdc2628f3,UNKNOWN
R7C_main,101,primary_c07_inherited/turn_01,primary,inherited,1896,55,1951,14,1664,232,1.6646929578855634,01d48ec4-794f-4085-a5e5-424bbb5d4a10,4c5596a42b7199c13098fa4d1dbdc90006996fbc97b8750c5851ea91e6deb553,UNKNOWN
R7C_main,102,primary_c07_inherited/turn_02,primary,inherited,1980,67,2047,18,1792,188,1.021101500140503,b9b7117c-8e3d-49e2-b66a-7708c62ac8f2,90f4f96685cf2d7cbb2d9d1a7d2df633bef6e3c71c41aca4f6433b1734d4157d,UNKNOWN
