unit,step,method,regime,correct,plan_valid,answer_json_error,probe_count,model_probe_cost_not_currency,planning_seconds,local_tool_seconds,llm_calls,llm_attempts,llm_latency_seconds,estimated_cost,prompt_tokens,completion_tokens,missing_usage_calls
2,0,ttl,no_drift,1,1,0,0,0.0,7.874798029661179e-06,0.00013987510465085506,2,2,3.745664875023067,0.0007959,461,548,0
2,1,always,no_drift,1,1,0,2,0.36,1.1333031579852104e-05,4.4042011722922325e-05,2,2,3.685216583078727,0.0007551000000000001,461,514,0
2,1,myopic,no_drift,1,1,0,1,0.18,3.558304160833359e-05,6.349990144371986e-05,2,2,3.8511305418796837,0.0008954999999999999,461,631,0
2,1,recheck,no_drift,1,1,0,1,0.18,8.437479846179485e-05,0.00012116599828004837,2,2,5.233698083087802,0.0012495,461,926,0
2,1,ttl,no_drift,1,1,0,0,0.0,3.866688348352909e-05,0.00013749976642429829,2,2,3.5059405837673694,0.0008391,461,584,0
2,2,always,no_drift,1,1,0,2,0.36,3.620889037847519e-05,6.604217924177647e-05,2,2,3.222590332850814,0.0006171,461,399,0
2,2,myopic,no_drift,1,1,0,0,0.0,6.929086521267891e-05,2.7041882276535034e-05,2,2,3.4126088740304112,0.0007370999999999999,461,499,0
2,2,recheck,no_drift,1,1,0,0,0.0,0.0001623749267309904,4.8666028305888176e-05,2,2,3.469564541010186,0.0007455,461,506,0
2,2,ttl,no_drift,1,1,0,2,0.36,2.3792032152414322e-05,0.00011870893649756908,2,2,3.1812262921594083,0.0007239,461,488,0
2,3,always,no_drift,1,1,0,2,0.36,9.832903742790222e-06,8.25000461190939e-05,2,2,2.78618170786649,0.0005475,461,341,0
2,3,myopic,no_drift,1,1,0,1,0.18,4.374980926513672e-05,4.687393084168434e-05,2,2,3.660584834171459,0.0009422999999999999,461,670,0
2,3,recheck,no_drift,1,1,0,1,0.18,0.0001648329198360443,8.849985897541046e-05,2,2,5.2177233749534935,0.0010899,461,793,0
2,3,ttl,no_drift,1,1,0,0,0.0,6.166985258460045e-06,2.9125018045306206e-05,2,2,3.8890700419433415,0.0009423,461,670,0
2,4,always,no_drift,0,0,0,2,0.36,3.0375085771083832e-05,3.204098902642727e-05,2,2,6.82910987501964,0.0017535,477,1342,0
2,4,myopic,no_drift,1,1,0,1,0.18,9.141606278717518e-05,0.00011404207907617092,2,2,9.841664791107178,0.0026558999999999997,473,2095,0
2,4,recheck,no_drift,1,1,0,1,0.18,0.00021233409643173218,0.0005590841174125671,2,2,9.218225374817848,0.0024831000000000002,473,1951,0
2,4,ttl,no_drift,1,1,0,0,0.0,8.125090971589088e-06,0.00012008310295641422,2,2,11.405736041953787,0.0027783,473,2197,0
2,5,always,no_drift,1,1,0,2,0.36,4.383292980492115e-05,7.350021041929722e-05,2,2,11.241772166918963,0.0031287,473,2489,0
2,5,myopic,no_drift,1,1,0,0,0.0,9.837513789534569e-05,0.00011237501166760921,2,2,6.147873123874888,0.0015266999999999998,473,1154,0
2,5,recheck,no_drift,1,1,0,0,0.0,0.0001660841517150402,3.3291056752204895e-05,2,2,4.972497125156224,0.0012782999999999998,473,947,0
2,5,ttl,no_drift,1,1,0,2,0.36,7.4999406933784485e-06,5.670799873769283e-05,2,2,9.991530291968957,0.0026103,473,2057,0
2,6,always,no_drift,1,1,0,2,0.36,5.8208825066685677e-05,0.00012862496078014374,2,2,6.036301749758422,0.0015651,473,1186,0
2,6,myopic,no_drift,1,1,0,1,0.18,5.029188469052315e-05,0.00012662401422858238,2,2,6.859415541868657,0.0017247,473,1319,0
2,6,recheck,no_drift,1,1,0,1,0.18,0.00022670812904834747,9.737489745020866e-05,2,2,9.468883542343974,0.0025815,473,2033,0
2,6,ttl,no_drift,1,1,0,0,0.0,2.1458137780427933e-05,6.162491627037525e-05,2,2,8.140765790827572,0.0021903,473,1707,0
2,7,always,no_drift,1,1,0,2,0.36,9.041605517268181e-05,0.00012795906513929367,2,2,9.988823291147128,0.0026694,514,2096,0
2,7,myopic,no_drift,1,1,0,1,0.18,8.395803160965443e-05,9.49581153690815e-05,2,2,7.739981041988358,0.0021966,514,1702,0
2,7,recheck,no_drift,1,1,0,1,0.18,0.0001824169885367155,0.0001387069933116436,2,2,6.621104582911357,0.001408968,514,1077,0
2,7,ttl,no_drift,1,1,0,0,0.0,2.0625069737434387e-05,7.908325642347336e-05,2,2,9.165902748703957,0.0024149999999999996,514,1884,0
3,0,always,hidden_drift,1,1,0,2,0.36,1.654215157032013e-05,0.00013454188592731953,2,2,2.5558390831574798,0.0006126,462,395,0
3,0,myopic,hidden_drift,1,1,0,0,0.0,0.0001246251631528139,4.666624590754509e-05,2,2,2.9796377499587834,0.0005874,462,374,0
3,0,recheck,hidden_drift,1,1,0,0,0.0,5.783303640782833e-05,7.162406109273434e-05,2,2,4.4953482921700925,0.0005958000000000001,462,381,0
3,0,ttl,hidden_drift,1,1,0,0,0.0,8.16606916487217e-06,8.058384992182255e-05,2,2,2.992915582843125,0.0006162,462,398,0
3,1,always,hidden_drift,1,1,0,2,0.36,1.0250136256217957e-05,7.112487219274044e-05,2,2,2.4366528338287026,0.0005898,462,376,0
3,1,myopic,hidden_drift,1,1,0,1,0.18,4.408392123878002e-05,8.466606959700584e-05,2,2,2.3172204999718815,0.0005057999999999999,462,306,0
3,1,recheck,hidden_drift,1,1,0,1,0.18,7.962505333125591e-05,0.00014650006778538227,2,2,2.6349551260937005,0.0004854,462,289,0
3,1,ttl,hidden_drift,1,1,0,0,0.0,7.4589625000953674e-06,6.291735917329788e-05,2,2,3.402842416893691,0.000573,462,362,0
3,2,always,hidden_drift,1,1,0,2,0.36,2.8125010430812836e-05,9.591598063707352e-05,2,2,3.073927167104557,0.000627,462,407,0
3,2,myopic,hidden_drift,1,1,0,0,0.0,4.39169816672802e-05,5.574990063905716e-05,2,2,2.312372041400522,0.000549,462,342,0
3,2,recheck,hidden_drift,1,1,0,0,0.0,0.00013920804485678673,2.3625092580914497e-05,2,2,4.3081264577340335,0.001011,462,727,0
3,2,ttl,hidden_drift,1,1,0,2,0.36,1.0082963854074478e-05,0.00010400009341537952,2,2,2.8534695832058787,0.0005682,462,358,0
3,3,always,hidden_drift,1,1,0,2,0.36,2.1416926756501198e-05,5.8667268604040146e-05,2,2,2.955408584093675,0.000585,462,372,0
3,3,myopic,hidden_drift,1,1,0,1,0.18,4.950002767145634e-05,9.170896373689175e-05,2,2,2.52207912504673,0.0006018,462,386,0
3,3,recheck,hidden_drift,1,1,0,1,0.18,5.012494511902332e-05,9.462609887123108e-05,2,2,3.5100552497897297,0.0006642,462,438,0
3,3,ttl,hidden_drift,1,1,0,0,0.0,2.749962732195854e-06,1.974985934793949e-05,2,2,2.9318489579018205,0.0006366,462,415,0
3,4,always,hidden_drift,1,1,0,2,0.36,1.1791009455919266e-05,9.662401862442493e-05,2,2,2.9773431250359863,0.0005273999999999999,462,324,0
3,4,myopic,hidden_drift,1,1,0,0,0.0,2.5791116058826447e-05,5.5541982874274254e-05,2,2,2.33731508301571,0.00046019999999999996,462,268,0
3,4,recheck,hidden_drift,1,1,0,0,0.0,6.241700612008572e-05,5.6416960433125496e-05,2,2,2.168012458831072,0.0005082,462,308,0
3,4,ttl,hidden_drift,1,1,0,0,0.0,7.3749106377363205e-06,4.6792905777692795e-05,2,2,3.62461887486279,0.000753,462,512,0
3,5,always,hidden_drift,1,1,0,2,0.36,2.1999934688210487e-05,0.00010445807129144669,2,2,3.4360777081456035,0.0005298,462,326,0
3,5,myopic,hidden_drift,1,1,0,1,0.18,0.0001413749996572733,9.779096581041813e-05,2,2,2.9004938330035657,0.0005321999999999999,462,328,0
3,5,recheck,hidden_drift,1,1,0,1,0.18,5.191704258322716e-05,6.733275949954987e-05,2,2,3.189535708865151,0.0005813999999999999,462,369,0
3,5,ttl,hidden_drift,1,1,0,2,0.36,0.0001552498433738947,0.00016541685909032822,2,2,3.2470562080852687,0.0006582,462,433,0
3,6,always,hidden_drift,1,1,0,2,0.36,0.00015083421021699905,0.00010966695845127106,2,2,2.5139345831703395,0.0005708999999999999,463,360,0
3,6,myopic,hidden_drift,1,1,0,0,0.0,9.812484495341778e-05,0.0005324580706655979,2,2,3.307651543058455,0.0007317000000000001,463,494,0
3,6,recheck,hidden_drift,1,1,0,0,0.0,0.00010933401063084602,4.499894566833973e-05,2,2,3.5798537090886384,0.0007784999999999999,463,533,0
3,6,ttl,hidden_drift,1,1,0,0,0.0,2.9959017410874367e-05,0.00011566700413823128,2,2,3.228311790851876,0.0005205,463,318,0
3,7,always,hidden_drift,1,1,0,2,0.36,1.574982888996601e-05,0.00010837404988706112,2,2,2.891918625915423,0.0006081,463,391,0
3,7,myopic,hidden_drift,1,1,0,0,0.0,0.0001180421095341444,4.7666020691394806e-05,2,2,3.87693745829165,0.0007352999999999999,463,497,0
3,7,recheck,hidden_drift,1,1,0,0,0.0,0.0001040829811245203,4.620896652340889e-05,2,2,4.044362124986947,0.0009249,463,655,0
3,7,ttl,hidden_drift,1,1,0,0,0.0,7.4589625000953674e-06,2.10409052670002e-05,2,2,4.8084393329918385,0.0010593,463,767,0
