file,path,reference,observed,abs_error,ulp_units
008_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.48517875152812023,0.4851787515281202,5.551115123125783e-17,1.0
008_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.41287157963467463,0.4128715796346745,1.1102230246251565e-16,2.0
009_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
009_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.1003999909471273,0.10039999094712729,1.3877787807814457e-17,1.0
009_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.05761833097824141,0.057618330978241414,6.938893903907228e-18,1.0
010_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
010_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.17224412894638078,0.1722441289463808,2.7755575615628914e-17,1.0
011_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.433968604913664,0.43396860491366396,5.551115123125783e-17,1.0
011_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.49128621825296775,0.4912862182529677,5.551115123125783e-17,1.0
013_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
013_single_task_exact.json,records.2.predicted_task_error_after_receipts,0.26670797796863993,0.26670797796864,5.551115123125783e-17,1.0
014_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.14065799999999998,0.140658,2.7755575615628914e-17,1.0
014_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
014_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.18626837348815148,0.18626837348815145,2.7755575615628914e-17,1.0
015_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
015_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
015_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
016_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
016_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.34211671679999994,0.3421167168,5.551115123125783e-17,1.0
017_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
018_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
018_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.18626837348815148,0.18626837348815145,2.7755575615628914e-17,1.0
019_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
019_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.5976673228779964,0.5976673228779965,1.1102230246251565e-16,1.0
020_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.48833605584353257,0.4883360558435326,5.551115123125783e-17,1.0
021_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
021_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
021_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
021_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3777945599999999,0.37779455999999995,5.551115123125783e-17,1.0
022_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
023_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
023_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
024_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.5976673228779964,0.5976673228779965,1.1102230246251565e-16,1.0
025_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
025_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.1003999909471273,0.10039999094712729,1.3877787807814457e-17,1.0
025_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.05761833097824141,0.057618330978241414,6.938893903907228e-18,1.0
026_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
026_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
027_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.40822039115828435,0.4082203911582843,5.551115123125783e-17,1.0
028_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.38142763084799997,0.3814276308479999,5.551115123125783e-17,1.0
029_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
030_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.14065799999999998,0.140658,2.7755575615628914e-17,1.0
030_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
030_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.38800251474788344,0.3880025147478835,5.551115123125783e-17,1.0
030_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.5076269759316081,0.507626975931608,1.1102230246251565e-16,1.0
031_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
031_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.48517875152812023,0.4851787515281202,5.551115123125783e-17,1.0
031_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.38800251474788344,0.3880025147478835,5.551115123125783e-17,1.0
031_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.5076269759316081,0.507626975931608,1.1102230246251565e-16,1.0
032_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
032_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
032_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
033_single_task_exact.json,records.5.predicted_task_error_after_receipts,0.30577125756672,0.30577125756671997,5.551115123125783e-17,1.0
034_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.45526936012799996,0.4552693601279999,5.551115123125783e-17,1.0
034_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.37825059532800004,0.378250595328,5.551115123125783e-17,1.0
034_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.5147047587582687,0.5147047587582688,1.1102230246251565e-16,1.0
035_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.16844256,0.16844255999999996,2.7755575615628914e-17,1.0
035_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.12000000000000001,0.12,1.3877787807814457e-17,1.0
036_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
036_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.1003999909471273,0.10039999094712729,1.3877787807814457e-17,1.0
036_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.05761833097824141,0.057618330978241414,6.938893903907228e-18,1.0
036_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.2664505728,0.26645057279999995,5.551115123125783e-17,1.0
037_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
037_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.31271855999999987,0.31271856,1.1102230246251565e-16,2.0
037_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
037_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.5252134091646438,0.5252134091646439,1.1102230246251565e-16,1.0
038_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
038_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
039_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.37825059532800004,0.378250595328,5.551115123125783e-17,1.0
039_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.5147047587582687,0.5147047587582688,1.1102230246251565e-16,1.0
039_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.4752877674924673,0.47528776749246726,5.551115123125783e-17,1.0
040_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.38036428108799997,0.3803642810879999,5.551115123125783e-17,1.0
040_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.36176778375936003,0.36176778375936,5.551115123125783e-17,1.0
040_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.27581748,0.27581747999999995,5.551115123125783e-17,1.0
040_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.4093310506444799,0.40933105064447994,5.551115123125783e-17,1.0
041_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.04077151795199999,0.040771517951999986,6.938893903907228e-18,1.0
042_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
042_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
042_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.10494843720050073,0.10494843720050072,1.3877787807814457e-17,1.0
043_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
044_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.23008799999999996,0.23008800000000001,5.551115123125783e-17,2.0
044_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.38036428108799997,0.3803642810879999,5.551115123125783e-17,1.0
044_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.40822039115828435,0.4082203911582843,5.551115123125783e-17,1.0
044_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.31759871999999995,0.31759872,5.551115123125783e-17,1.0
044_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.47597111196671993,0.4759711119667199,5.551115123125783e-17,1.0
045_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
045_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.22810679999999997,0.2281068,2.7755575615628914e-17,1.0
046_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.04077151795199999,0.040771517951999986,6.938893903907228e-18,1.0
046_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.02114998392608047,0.021149983926080466,3.469446951953614e-18,1.0
047_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
047_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.31271855999999987,0.31271856,1.1102230246251565e-16,2.0
047_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
047_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3777945599999999,0.37779455999999995,5.551115123125783e-17,1.0
047_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
047_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
048_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
048_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.31271855999999987,0.31271856,1.1102230246251565e-16,2.0
048_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.1003999909471273,0.10039999094712729,1.3877787807814457e-17,1.0
048_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.05761833097824141,0.057618330978241414,6.938893903907228e-18,1.0
049_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
050_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
050_single_task_exact.json,records.5.predicted_task_error_after_receipts,0.24897128639999996,0.2489712864,2.7755575615628914e-17,1.0
051_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.16844256,0.16844255999999996,2.7755575615628914e-17,1.0
051_single_task_exact.json,records.2.predicted_task_error_after_receipts,0.30352907593728,0.30352907593727996,5.551115123125783e-17,1.0
051_single_task_exact.json,records.5.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
051_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.36685056000000005,0.36685056,5.551115123125783e-17,1.0
052_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.21650752894463995,0.21650752894463998,2.7755575615628914e-17,1.0
053_single_task_exact.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
053_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
054_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.04077151795199999,0.040771517951999986,6.938893903907228e-18,1.0
054_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.02114998392608047,0.021149983926080466,3.469446951953614e-18,1.0
055_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.3441084288,0.3441084287999999,5.551115123125783e-17,1.0
056_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.21412110041856,0.21412110041855997,2.7755575615628914e-17,1.0
058_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
059_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.34779102719999994,0.3477910272,5.551115123125783e-17,1.0
060_single_task_exact.json,records.1.predicted_task_error_after_receipts,0.45526936012799996,0.4552693601279999,5.551115123125783e-17,1.0
060_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.37825059532800004,0.378250595328,5.551115123125783e-17,1.0
060_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.4752877674924673,0.47528776749246726,5.551115123125783e-17,1.0
061_single_task_exact.json,records.3.predicted_task_error_after_receipts,0.319840544448,0.3198405444479999,5.551115123125783e-17,1.0
061_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.334497296448,0.33449729644799997,5.551115123125783e-17,1.0
062_single_task_exact.json,records.2.predicted_task_error_after_receipts,0.26670797796863993,0.26670797796864,5.551115123125783e-17,1.0
062_single_task_exact.json,records.4.predicted_task_error_after_receipts,0.12000000000000001,0.12,1.3877787807814457e-17,1.0
063_single_task_exact.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
063_single_task_exact.json,records.7.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
000_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
000_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
000_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
000_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3777945599999999,0.37779455999999995,5.551115123125783e-17,1.0
001_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
001_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
004_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
004_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.37825059532800004,0.378250595328,5.551115123125783e-17,1.0
005_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.38036428108799997,0.3803642810879999,5.551115123125783e-17,1.0
005_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.26031192767999994,0.26031192768,5.551115123125783e-17,1.0
005_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.07349968545474969,0.0734996854547497,1.3877787807814457e-17,1.0
006_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
006_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.2825064,0.28250639999999994,5.551115123125783e-17,1.0
006_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.44083660984319994,0.4408366098432,5.551115123125783e-17,1.0
007_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.174225,0.17422500000000002,2.7755575615628914e-17,1.0
007_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3447126047999999,0.34471260479999993,5.551115123125783e-17,1.0
007_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.4799334452104255,0.4799334452104256,5.551115123125783e-17,1.0
008_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.43404104831999996,0.4340410483199999,5.551115123125783e-17,1.0
008_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.48517875152812023,0.4851787515281202,5.551115123125783e-17,1.0
008_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.41287157963467463,0.4128715796346745,1.1102230246251565e-16,2.0
009_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
009_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.10494843720050073,0.10494843720050072,1.3877787807814457e-17,1.0
009_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.14367994751141708,0.14367994751141705,2.7755575615628914e-17,1.0
010_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
010_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.17224412894638078,0.1722441289463808,2.7755575615628914e-17,1.0
011_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.433968604913664,0.43396860491366396,5.551115123125783e-17,1.0
011_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.49128621825296775,0.4912862182529677,5.551115123125783e-17,1.0
013_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
013_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.3114732656639999,0.31147326566399997,5.551115123125783e-17,1.0
013_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.16856445580799997,0.168564455808,2.7755575615628914e-17,1.0
013_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.1873720923801527,0.18737209238015273,2.7755575615628914e-17,1.0
014_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.14065799999999998,0.140658,2.7755575615628914e-17,1.0
014_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
014_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
014_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.18626837348815148,0.18626837348815145,2.7755575615628914e-17,1.0
015_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
015_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
015_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
016_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
016_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.34211671679999994,0.3421167168,5.551115123125783e-17,1.0
017_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
018_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
018_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
018_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.18626837348815148,0.18626837348815145,2.7755575615628914e-17,1.0
019_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
019_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.4100059968,0.41000599679999994,5.551115123125783e-17,1.0
020_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
020_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.48833605584353257,0.4883360558435326,5.551115123125783e-17,1.0
021_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
021_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
021_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.22559999999999997,0.2256,2.7755575615628914e-17,1.0
021_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3777945599999999,0.37779455999999995,5.551115123125783e-17,1.0
022_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
023_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
023_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
023_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
024_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.3503065536,0.35030655359999996,5.551115123125783e-17,1.0
025_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.073446,0.07344600000000001,1.3877787807814457e-17,1.0
025_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.10494843720050073,0.10494843720050072,1.3877787807814457e-17,1.0
025_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.14367994751141708,0.14367994751141705,2.7755575615628914e-17,1.0
026_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
026_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
027_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.3441084288,0.3441084287999999,5.551115123125783e-17,1.0
027_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.45709497611642874,0.4570949761164288,5.551115123125783e-17,1.0
027_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.30330201756672,0.30330201756672004,5.551115123125783e-17,1.0
027_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
027_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.11999999999999998,0.12,1.3877787807814457e-17,1.0
028_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.38142763084799997,0.3814276308479999,5.551115123125783e-17,1.0
028_single_task_rollout2.json,records.5.predicted_task_error_after_receipts,0.2532374496,0.25323744959999994,5.551115123125783e-17,1.0
029_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.27166799999999997,0.271668,5.551115123125783e-17,1.0
029_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.41979342719999996,0.4197934271999999,5.551115123125783e-17,1.0
030_single_task_rollout2.json,records.0.predicted_task_error_after_receipts,0.14065799999999998,0.140658,2.7755575615628914e-17,1.0
030_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.052061063616,0.05206106361599999,6.938893903907228e-18,1.0
030_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.17905246450780327,0.17905246450780324,2.7755575615628914e-17,1.0
030_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.38800251474788344,0.3880025147478835,5.551115123125783e-17,1.0
030_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.5076269759316081,0.507626975931608,1.1102230246251565e-16,1.0
031_single_task_rollout2.json,records.1.predicted_task_error_after_receipts,0.37779456,0.37779455999999995,5.551115123125783e-17,1.0
031_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.48517875152812023,0.4851787515281202,5.551115123125783e-17,1.0
031_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.38800251474788344,0.3880025147478835,5.551115123125783e-17,1.0
031_single_task_rollout2.json,records.7.predicted_task_error_after_receipts,0.5076269759316081,0.507626975931608,1.1102230246251565e-16,1.0
032_single_task_rollout2.json,records.3.predicted_task_error_after_receipts,0.18434999999999999,0.18435,2.7755575615628914e-17,1.0
032_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.3127185599999999,0.31271856,5.551115123125783e-17,1.0
032_single_task_rollout2.json,records.6.predicted_task_error_after_receipts,0.22560000000000002,0.2256,2.7755575615628914e-17,1.0
033_single_task_rollout2.json,records.2.predicted_task_error_after_receipts,0.5172792691507201,0.51727926915072,1.1102230246251565e-16,1.0
033_single_task_rollout2.json,records.4.predicted_task_error_after_receipts,0.34779102719999994,0.3477910272,5.551115123125783e-17,1.0
