path,bytes,category
analysis/R12/results/native_run2/trajectories/wifi_off__correct_then_redundant_error.json,41452,analysis
analysis/R12/results/native_run2/trajectories/wifi_off__error_then_correct.json,41434,analysis
analysis/R12/results/regrade_final/records.csv,8029,analysis
analysis/R12/results/regrade_final/records.json,19302,analysis
analysis/R12/results/regrade_final/summary.json,330,analysis
analysis/R12/results/regrade_run1/records.csv,8029,analysis
analysis/R12/results/regrade_run1/records.json,19302,analysis
analysis/R12/results/regrade_run1/summary.json,330,analysis
analysis/R12/results/regrade_run2/records.csv,8029,analysis
analysis/R12/results/regrade_run2/records.json,19302,analysis
analysis/R12/results/regrade_run2/summary.json,330,analysis
analysis/R12/results/replication_comparison.json,331,analysis
analysis/R12/results/replication_differences.json,4321,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_relationship_with_relationship__achieve_revert_repair.json,69607,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_relationship_with_relationship__achieve_then_revert.json,60685,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_relationship_with_relationship__claim_only.json,37827,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_relationship_with_relationship__correct.json,51726,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_relationship_with_relationship__error_then_correct.json,54967,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_with_id_and_phone_number__achieve_revert_repair.json,51354,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_with_id_and_phone_number__achieve_then_revert.json,46862,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_with_id_and_phone_number__claim_only.json,37860,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_with_id_and_phone_number__correct.json,42350,analysis
analysis/R12/results/supplement_run1/trajectories/update_contact_with_id_and_phone_number__error_then_correct.json,45601,analysis
analysis/R12/results/supplement_run2/results.csv,1679,analysis
analysis/R12/results/supplement_run2/scientific_projection.json,804191,analysis
analysis/R12/results/supplement_run2/summary.json,683,analysis
analysis/R12/results/supplement_run2/trajectories/modify_reminder_with_recency_latest__achieve_revert_repair.json,62296,analysis
analysis/R12/results/supplement_run2/trajectories/modify_reminder_with_recency_latest__achieve_then_revert.json,57753,analysis
analysis/R12/results/supplement_run2/trajectories/modify_reminder_with_recency_latest__claim_only.json,38221,analysis
analysis/R12/results/supplement_run2/trajectories/modify_reminder_with_recency_latest__correct.json,53140,analysis
analysis/R12/results/supplement_run2/trajectories/modify_reminder_with_recency_latest__error_then_correct.json,56462,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_relationship_with_relationship__achieve_revert_repair.json,69610,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_relationship_with_relationship__achieve_then_revert.json,60688,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_relationship_with_relationship__claim_only.json,37829,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_relationship_with_relationship__correct.json,51730,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_relationship_with_relationship__error_then_correct.json,54966,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_with_id_and_phone_number__achieve_revert_repair.json,51350,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_with_id_and_phone_number__achieve_then_revert.json,46857,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_with_id_and_phone_number__claim_only.json,37856,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_with_id_and_phone_number__correct.json,42346,analysis
analysis/R12/results/supplement_run2/trajectories/update_contact_with_id_and_phone_number__error_then_correct.json,45597,analysis
analysis/R12/results/supplement_run3/results.csv,1679,analysis
analysis/R12/results/supplement_run3/scientific_projection.json,804227,analysis
analysis/R12/results/supplement_run3/summary.json,683,analysis
analysis/R12/results/supplement_run3/trajectories/modify_reminder_with_recency_latest__achieve_revert_repair.json,62296,analysis
analysis/R12/results/supplement_run3/trajectories/modify_reminder_with_recency_latest__achieve_then_revert.json,57751,analysis
analysis/R12/results/supplement_run3/trajectories/modify_reminder_with_recency_latest__claim_only.json,38223,analysis
analysis/R12/results/supplement_run3/trajectories/modify_reminder_with_recency_latest__correct.json,53151,analysis
analysis/R12/results/supplement_run3/trajectories/modify_reminder_with_recency_latest__error_then_correct.json,56464,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_relationship_with_relationship__achieve_revert_repair.json,69612,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_relationship_with_relationship__achieve_then_revert.json,60688,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_relationship_with_relationship__claim_only.json,37831,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_relationship_with_relationship__correct.json,51732,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_relationship_with_relationship__error_then_correct.json,54971,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_with_id_and_phone_number__achieve_revert_repair.json,51351,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_with_id_and_phone_number__achieve_then_revert.json,46859,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_with_id_and_phone_number__claim_only.json,37858,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_with_id_and_phone_number__correct.json,42348,analysis
analysis/R12/results/supplement_run3/trajectories/update_contact_with_id_and_phone_number__error_then_correct.json,45599,analysis
analysis/R12/sources/native_code_excerpts.txt,34652,analysis
analysis/R12/sources/source_verification.json,383,analysis
analysis/R12/src/contract.py,648,analysis
analysis/R12/src/evidence_check.py,5094,analysis
analysis/R12/src/minimal_repro.py,2215,analysis
analysis/R12/src/native_audit.py,6138,analysis
analysis/R12/src/regrade.py,3033,analysis
analysis/R12/src/supplement.py,5882,analysis
analysis/R12/tests/test_archive.py,823,analysis
analysis/R12/tests/test_contract.py,1283,analysis
analysis/R12/tests/test_evidence.py,2806,analysis
analysis/R12/tests/test_native_controls.py,1717,analysis
analysis/R12/tests/test_reference_clock.py,1019,analysis
analysis/R12/tests/test_reminder_regression.py,443,analysis
analysis/R12/vendor/ToolSandbox-LICENSE,2668,analysis
analysis/R12/vendor/ToolSandbox-c8571d7854316d2e1c5f288e59fe1e34e53f6dd1.zip,218989,analysis
analysis/R12/vendor/UPSTREAM_MANIFEST.json,8587,analysis
analysis/R12/vendor/legacy_bridge/native_study.py,17747,analysis
analysis/R12/vendor/legacy_bridge/score.py,1831,analysis
analysis/R12/verify_archive.py,1035,analysis
analysis/R13/MANIFEST.json,22893,analysis
analysis/R13/README.md,3170,analysis
analysis/R13/VERIFICATION.json,2506,analysis
analysis/R13/docs/CLAIM_EVIDENCE_MATRIX_ZH.md,1269,analysis
analysis/R13/docs/PROTOCOL_ZH.md,2388,analysis
analysis/R13/docs/RESEARCH_REPORT_ZH.md,8916,analysis
analysis/R13/docs/SEMANTIC_REVIEW_GUIDE_ZH.md,1588,analysis
analysis/R13/docs/SOURCES_AND_REAL_TRACE_FEASIBILITY_ZH.md,4868,analysis
analysis/R13/inputs/runtime_note.json,270,analysis
analysis/R13/launch.py,1504,analysis
analysis/R13/logs/census.log,762,analysis
analysis/R13/logs/census_repeat.log,762,analysis
analysis/R13/logs/native_green.log,3403,analysis
analysis/R13/logs/native_red.log,7638,analysis
analysis/R13/logs/regrade_run1.log,121,analysis
analysis/R13/logs/revision_run1.log,1936,analysis
analysis/R13/logs/revision_run2.log,1936,analysis
analysis/R13/logs/saved_development_projection_error.log,5385,analysis
analysis/R13/logs/saved_green.log,4365,analysis
analysis/R13/logs/saved_red.log,16379,analysis
analysis/R13/logs/scope_green.log,2165,analysis
analysis/R13/logs/scope_red.log,19679,analysis
analysis/R13/results/census/expanded_names.json,84018,analysis
analysis/R13/results/census/summary.json,762,analysis
analysis/R13/results/census/task_census.csv,30505,analysis
analysis/R13/results/census/task_census.json,340139,analysis
analysis/R13/results/census_repeat/expanded_names.json,84018,analysis
analysis/R13/results/census_repeat/summary.json,762,analysis
analysis/R13/results/census_repeat/task_census.csv,30505,analysis
analysis/R13/results/census_repeat/task_census.json,340139,analysis
analysis/R13/results/dynamic_differences.json,13386,analysis
analysis/R13/results/regrade_run1/records.json,2064,analysis
analysis/R13/results/regrade_run1/summary.json,133,analysis
analysis/R13/results/revision_run1/results.csv,803,analysis
analysis/R13/results/revision_run1/summary.json,1936,analysis
analysis/R13/results/revision_run1/trajectories/correct_revision.json,67798,analysis
analysis/R13/results/revision_run1/trajectories/missing_final_revision.json,58700,analysis
analysis/R13/results/revision_run1/trajectories/no_effect.json,49618,analysis
analysis/R13/results/revision_run1/trajectories/redundant_error_then_revision.json,71110,analysis
analysis/R13/results/revision_run1/trajectories/undo_latest_goal.json,76882,analysis
analysis/R13/results/revision_run2/results.csv,803,analysis
analysis/R13/results/revision_run2/summary.json,1936,analysis
analysis/R13/results/revision_run2/trajectories/correct_revision.json,67798,analysis
analysis/R13/results/revision_run2/trajectories/missing_final_revision.json,58707,analysis
analysis/R13/results/revision_run2/trajectories/no_effect.json,49615,analysis
analysis/R13/results/revision_run2/trajectories/redundant_error_then_revision.json,71114,analysis
analysis/R13/results/revision_run2/trajectories/undo_latest_goal.json,76881,analysis
analysis/R13/results/verification_stage1.json,1606,analysis
analysis/R13/sources/retrieval_log.json,1269,analysis
analysis/R13/src/census_rules.py,957,analysis
analysis/R13/src/native_census.py,5119,analysis
analysis/R13/src/native_scope_cases.py,6501,analysis
analysis/R13/src/review_saved.py,1611,analysis
analysis/R13/src/saved_check.py,6111,analysis
analysis/R13/src/scope_logic.py,1670,analysis
analysis/R13/tests/test_census_rules.py,1421,analysis
analysis/R13/tests/test_native_scope.py,1209,analysis
analysis/R13/tests/test_saved_check.py,1828,analysis
analysis/R13/tests/test_scope_logic.py,2447,analysis
analysis/R13/vendor/ToolSandbox/.gitignore,2341,analysis
analysis/R13/vendor/ToolSandbox/.pre-commit-config.yaml,952,analysis
analysis/R13/vendor/ToolSandbox/ACKNOWLEDGEMENTS,141471,analysis
analysis/R13/vendor/ToolSandbox/LICENSE,2668,analysis
analysis/R13/vendor/ToolSandbox/README.md,48824,analysis
analysis/R13/vendor/ToolSandbox/pyproject.toml,3214,analysis
analysis/R13/vendor/ToolSandbox/tests/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tests/cli/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tests/cli/cli_test.py,1813,analysis
analysis/R13/vendor/ToolSandbox/tests/common/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tests/common/evaluation_test.py,17801,analysis
analysis/R13/vendor/ToolSandbox/tests/common/execution_context_test.py,27424,analysis
analysis/R13/vendor/ToolSandbox/tests/common/message_conversion_test.py,2409,analysis
analysis/R13/vendor/ToolSandbox/tests/common/tool_conversion_test.py,10654,analysis
analysis/R13/vendor/ToolSandbox/tests/common/tool_discovery_test.py,2481,analysis
analysis/R13/vendor/ToolSandbox/tests/common/utils_test.py,2789,analysis
analysis/R13/vendor/ToolSandbox/tests/common/validators_test.py,4260,analysis
analysis/R13/vendor/ToolSandbox/tests/roles/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tests/roles/cohere_agent_test.py,876,analysis
analysis/R13/vendor/ToolSandbox/tests/roles/execution_environment_test.py,11158,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/contact_test.py,5113,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/messaging_test.py,7846,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/rapid_api_search_tools_test.py,2764,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/reminder_test.py,8377,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/setting_test.py,3829,analysis
analysis/R13/vendor/ToolSandbox/tests/tools/utilities_test.py,2352,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/analysis/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/analysis/analysis.py,2044,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/analysis/data_loading.py,2142,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/cli/__init__.py,9349,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/cli/utils.py,12745,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/evaluation.py,56027,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/execution_context.py,35461,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/message_conversion.py,17153,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/scenario.py,10307,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/tool_conversion.py,13231,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/tool_discovery.py,9346,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/tool_trace_extractors.py,3625,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/utils.py,13910,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/common/validators.py,7210,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/notebooks/playground_agg_results_comparison.ipynb,6802,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/notebooks/playground_single_run_analysis.ipynb,8256,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/notebooks/trajectory_comparison.ipynb,2924,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/__init__.py,100,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/anthropic_api_agent.py,20823,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/anthropic_tool_utils.py,997,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/base_role.py,5160,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/cli_role.py,4549,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/cohere_agent.py,12400,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/execution_environment.py,15005,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/gemini_agent.py,20258,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/gorilla_api_agent.py,17100,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/hermes_api_agent.py,13671,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/hermes_prompts.yaml,868,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/mistral_api_agent.py,15456,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/mistral_tool_utils.py,49549,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/openai_api_agent.py,6862,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/openai_api_user.py,8366,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/roles/unhelpful_agent.py,1508,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/__init__.py,5572,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/base_scenarios.py,10833,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/insufficient_information_scenarios.py,73027,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/multiple_tool_call_scenarios.py,265184,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/multiple_user_turn_scenarios.py,148087,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/single_tool_call_scenarios.py,49816,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/scenarios/user_simulator_few_shot_examples.py,16942,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/__init__.py,431,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/contact.py,8095,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/messaging.py,7143,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/rapid_api_search_tools.py,13156,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/reminder.py,10585,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/setting.py,6362,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/user_tools.py,1151,analysis
analysis/R13/vendor/ToolSandbox/tool_sandbox/tools/utilities.py,8671,analysis
analysis/R13/vendor/UPSTREAM_MANIFEST.json,8587,analysis
analysis/R13/vendor/bridge/native_study.py,17747,analysis
analysis/R13/vendor/bridge/score.py,1831,analysis
analysis/R13/verify_archive.py,1035,analysis
analysis/R14/ANALYSIS_LOCK.json,1071,analysis
